GC,protein,Organism,MutS,Tudor,PWWP,tudor_tblastn,tudor_neighbor,PWWP_tblastn,PWWP_neighbor,Tudor_domain,Tudor_interpro,PWWP_domain,PWWP_interpro
GCF_000227115.2,XP_003672287.1,Naumovozyma dairenensis CBS 421,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000002945.1,NP_588344.1,Schizosaccharomyces pombe,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 30107;neighbor protein dist: Inf,Inf,Inf,30107,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000182965.3,XP_722156.2,Candida albicans SC5314,TRUE,;dist_tblastn dist: 1773605;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,1773605,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000091045.1,XP_024513779.1,Cryptococcus neoformans var. neoformans JEC21,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000011425.1,XP_659312.1,Aspergillus nidulans FGSC A4,TRUE,;dist_tblastn dist: 1628944;neighbor protein dist: Inf,;dist_tblastn dist: 1142653;neighbor protein dist: Inf,1628944,Inf,1142653,Inf,FALSE,FALSE,FALSE,FALSE
GCF_014117465.1,XP_041144489.1,Aspergillus flavus NRRL3357,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 63213;neighbor protein dist: Inf,Inf,Inf,63213,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000002525.2,XP_505910.1,Yarrowia lipolytica CLIB122,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 1458948;neighbor protein dist: Inf,Inf,Inf,1458948,Inf,FALSE,FALSE,FALSE,FALSE
GCF_021134715.1,XP_046461715.1,Daphnia pulex,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 249;neighbor protein dist: Inf,Inf,Inf,249,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000227135.1,XP_003865320.1,Leishmania donovani,TRUE,;dist_tblastn dist: 692610;neighbor protein dist: Inf,;dist_tblastn dist: 406296;neighbor protein dist: Inf,692610,Inf,406296,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000027005.1,XP_002490975.1,Komagataella phaffii GS115,TRUE,;dist_tblastn dist: 276290;neighbor protein dist: Inf,;dist_tblastn dist: 428280;neighbor protein dist: Inf,276290,Inf,428280,Inf,FALSE,FALSE,FALSE,FALSE
GCF_900079805.1,XP_023427504.1,Fusarium fujikuroi IMI 58289,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 142396;neighbor protein dist: Inf,Inf,Inf,142396,Inf,FALSE,FALSE,FALSE,FALSE
GCF_917563875.1,XP_028144780.1,Diabrotica virgifera virgifera,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 137188973;neighbor protein dist: 10186443,Inf,Inf,137188973,10186443,FALSE,FALSE,FALSE,FALSE
GCF_000208865.1,XP_003881229.1,Neospora caninum Liverpool,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 609568;neighbor protein dist: Inf,Inf,Inf,609568,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000214015.3,XP_022839237.1,Ostreococcus tauri,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000214015.3,XP_022840359.1,Ostreococcus tauri,TRUE,;dist_tblastn dist: 126286;neighbor protein dist: 125467,;dist_tblastn dist: Inf;neighbor protein dist: Inf,126286,125467,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000315875.1,XP_003866016.1,Candida orthopsilosis Co 90-125,TRUE,;dist_tblastn dist: 1575685;neighbor protein dist: Inf,;dist_tblastn dist: 266580;neighbor protein dist: Inf,1575685,Inf,266580,Inf,FALSE,FALSE,FALSE,FALSE
GCF_001406875.1,XP_015062708.1,Solanum pennellii,TRUE,;domain_blast;interpro;dist_tblastn dist: 306;neighbor protein dist: 2521466,;dist_tblastn dist: 3517117;neighbor protein dist: 3519769,306,2521466,3517117,3519769,TRUE,TRUE,FALSE,FALSE
GCF_905220565.1,XP_045454809.1,Melitaea cinxia,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000691945.2,XP_012647859.1,Babesia microti strain RI,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 724388;neighbor protein dist: Inf,Inf,Inf,724388,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000091225.2,NP_586186.1,Encephalitozoon cuniculi GB-M1,TRUE,;dist_tblastn dist: 51189;neighbor protein dist: Inf,;dist_tblastn dist: 9724;neighbor protein dist: Inf,51189,Inf,9724,Inf,FALSE,FALSE,FALSE,FALSE
GCF_900007375.1,XP_025582078.1,Fusarium venenatum,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_026914265.1,XP_052795259.1,Mya arenaria,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 7983;neighbor protein dist: 623408,Inf,Inf,7983,623408,FALSE,FALSE,TRUE,TRUE
GCF_024334085.1,XP_055695973.1,Lutzomyia longipalpis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 2443100;neighbor protein dist: Inf,Inf,Inf,2443100,Inf,FALSE,FALSE,FALSE,FALSE
GCF_024334085.1,XP_055695972.1,Lutzomyia longipalpis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 2443100;neighbor protein dist: Inf,Inf,Inf,2443100,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000755165.1,XP_010703139.1,Leishmania panamensis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_905220415.1,XP_045504065.1,Colias croceus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_905220415.1,XP_045504064.1,Colias croceus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000146465.1,XP_003073752.1,Encephalitozoon intestinalis ATCC 50506,TRUE,;dist_tblastn dist: 47613;neighbor protein dist: Inf,;dist_tblastn dist: 50241;neighbor protein dist: Inf,47613,Inf,50241,Inf,FALSE,FALSE,FALSE,FALSE
GCF_030253575.1,XP_058187807.1,Rhododendron vialii,TRUE,;domain_blast;interpro;dist_tblastn dist: 10289;neighbor protein dist: 1157,;dist_tblastn dist: 189840;neighbor protein dist: Inf,10289,1157,189840,Inf,TRUE,TRUE,FALSE,FALSE
GCF_030253575.1,XP_058187824.1,Rhododendron vialii,TRUE,;domain_blast;interpro;dist_tblastn dist: 8875;neighbor protein dist: 257,;dist_tblastn dist: 188426;neighbor protein dist: Inf,8875,257,188426,Inf,TRUE,TRUE,FALSE,FALSE
GCF_030253575.1,XP_058187817.1,Rhododendron vialii,TRUE,;domain_blast;interpro;dist_tblastn dist: 9132;neighbor protein dist: 257,;dist_tblastn dist: 188683;neighbor protein dist: Inf,9132,257,188683,Inf,TRUE,TRUE,FALSE,FALSE
GCF_030253575.1,XP_058187834.1,Rhododendron vialii,TRUE,;domain_blast;interpro;dist_tblastn dist: 8158;neighbor protein dist: 717,;dist_tblastn dist: 187709;neighbor protein dist: Inf,8158,717,187709,Inf,TRUE,TRUE,FALSE,FALSE
GCF_001680005.1,XP_019915474.1,Plasmodium coatneyi,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 163087;neighbor protein dist: Inf,Inf,Inf,163087,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000235365.1,XP_003645814.1,Eremothecium cymbalariae DBVPG#7215,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 512424;neighbor protein dist: Inf,Inf,Inf,512424,Inf,FALSE,FALSE,FALSE,FALSE
GCF_002220235.1,XP_007513008.1,Bathycoccus prasinos,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 231423;neighbor protein dist: Inf,Inf,Inf,231423,Inf,FALSE,FALSE,FALSE,FALSE
GCF_002220235.1,XP_007513241.1,Bathycoccus prasinos,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 725232;neighbor protein dist: Inf,Inf,Inf,725232,Inf,FALSE,FALSE,FALSE,FALSE
GCF_003576645.1,XP_031122660.1,Ipomoea triloba,TRUE,;domain_blast;interpro;dist_tblastn dist: 270;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,270,Inf,Inf,Inf,TRUE,TRUE,FALSE,FALSE
GCF_000219625.1,XP_003856303.1,Zymoseptoria tritici IPO323,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 301996;neighbor protein dist: Inf,Inf,Inf,301996,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000187245.1,XP_013934301.1,Ogataea parapolymorpha DL-1,TRUE,;dist_tblastn dist: 71306;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,71306,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000236905.1,XP_003684442.1,Tetrapisispora phaffii CBS 4417,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000236905.1,XP_003687087.1,Tetrapisispora phaffii CBS 4417,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,Inf,Inf,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_015227675.2,NP_001385477.1,Rattus norvegicus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11146;neighbor protein dist: 0,Inf,Inf,11146,0,FALSE,FALSE,TRUE,TRUE
GCF_015227675.2,XP_038968982.1,Rattus norvegicus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11146;neighbor protein dist: 0,Inf,Inf,11146,0,FALSE,FALSE,TRUE,TRUE
GCF_001433935.1,XP_015611811.1,Oryza sativa Japonica Group,TRUE,;domain_blast;interpro;dist_tblastn dist: 195;neighbor protein dist: 11775026,;dist_tblastn dist: Inf;neighbor protein dist: 11775026,195,11775026,Inf,11775026,TRUE,TRUE,FALSE,FALSE
GCF_000003025.6,XP_003354884.1,Sus scrofa,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 12912;neighbor protein dist: 0,Inf,Inf,12912,0,FALSE,FALSE,TRUE,TRUE
GCF_000003025.6,XP_005662623.1,Sus scrofa,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 12912;neighbor protein dist: 0,Inf,Inf,12912,0,FALSE,FALSE,TRUE,TRUE
GCF_002263795.2,NP_001179666.1,Bos taurus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 10488;neighbor protein dist: 0,Inf,Inf,10488,0,FALSE,FALSE,TRUE,TRUE
GCF_002263795.2,XP_005212721.2,Bos taurus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 10488;neighbor protein dist: 0,Inf,Inf,10488,0,FALSE,FALSE,TRUE,TRUE
GCF_016699485.2,XP_015133604.2,Gallus gallus,TRUE,;dist_tblastn dist: 8142830;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 815;neighbor protein dist: 0,8142830,Inf,815,0,FALSE,FALSE,TRUE,TRUE
GCF_016699485.2,NP_001383354.1,Gallus gallus,TRUE,;dist_tblastn dist: 8142830;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 815;neighbor protein dist: 0,8142830,Inf,815,0,FALSE,FALSE,TRUE,TRUE
GCF_902167145.1,XP_020396805.1,Zea mays,TRUE,;domain_blast;interpro;dist_tblastn dist: 288;neighbor protein dist: 38394013,;dist_tblastn dist: 69232807;neighbor protein dist: 38394013,288,38394013,69232807,38394013,TRUE,TRUE,FALSE,FALSE
GCF_000188115.5,XP_025886670.1,Solanum lycopersicum,TRUE,;domain_blast;interpro;dist_tblastn dist: 291;neighbor protein dist: 2750502,;dist_tblastn dist: 3248802;neighbor protein dist: 3251432,291,2750502,3248802,3251432,TRUE,TRUE,FALSE,FALSE
GCF_011100685.1,XP_038407164.1,Canis lupus familiaris,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11408;neighbor protein dist: Inf,Inf,Inf,11408,Inf,FALSE,FALSE,TRUE,TRUE
GCF_003254725.2,XP_025321999.1,Canis lupus dingo,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11395;neighbor protein dist: 0,Inf,Inf,11395,0,FALSE,FALSE,TRUE,TRUE
GCF_003254725.2,XP_048971831.1,Canis lupus dingo,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11340;neighbor protein dist: 55,Inf,Inf,11340,55,FALSE,FALSE,TRUE,TRUE
GCF_003254725.2,XP_048971832.1,Canis lupus dingo,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 11395;neighbor protein dist: 0,Inf,Inf,11395,0,FALSE,FALSE,TRUE,TRUE
GCF_003339765.1,NP_001253005.1,Macaca mulatta,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 16422;neighbor protein dist: Inf,Inf,Inf,16422,Inf,FALSE,FALSE,TRUE,TRUE
GCF_000004515.6,XP_006604739.2,Glycine max,TRUE,;domain_blast;interpro;dist_tblastn dist: 9380;neighbor protein dist: 3356611,;dist_tblastn dist: 1498181;neighbor protein dist: 1494105,9380,3356611,1498181,1494105,TRUE,TRUE,FALSE,FALSE
GCF_000004515.6,XP_014625836.1,Glycine max,TRUE,;dist_tblastn dist: 33718884;neighbor protein dist: 33709493,;dist_tblastn dist: Inf;neighbor protein dist: 33709493,33718884,33709493,Inf,33709493,FALSE,FALSE,FALSE,FALSE
GCF_016772045.1,XP_012027333.2,Ovis aries,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 10412;neighbor protein dist: 61579221,Inf,Inf,10412,61579221,FALSE,FALSE,TRUE,TRUE
GCF_000003745.3,XP_002275930.1,Vitis vinifera,TRUE,;domain_blast;interpro;dist_tblastn dist: 8586;neighbor protein dist: Inf,;dist_tblastn dist: 2296038;neighbor protein dist: Inf,8586,Inf,2296038,Inf,TRUE,TRUE,FALSE,FALSE
GCF_007990345.1,XP_016745385.2,Gossypium hirsutum,TRUE,;domain_blast;interpro;dist_tblastn dist: 7908;neighbor protein dist: 0,;dist_tblastn dist: Inf;neighbor protein dist: Inf,7908,0,Inf,Inf,TRUE,TRUE,FALSE,FALSE
GCF_007990345.1,XP_016745386.2,Gossypium hirsutum,TRUE,;domain_blast;interpro;dist_tblastn dist: 7908;neighbor protein dist: 0,;dist_tblastn dist: Inf;neighbor protein dist: Inf,7908,0,Inf,Inf,TRUE,TRUE,FALSE,FALSE
GCF_007990345.1,XP_016693209.1,Gossypium hirsutum,TRUE,;domain_blast;interpro;dist_tblastn dist: 7709;neighbor protein dist: 0,;dist_tblastn dist: Inf;neighbor protein dist: Inf,7709,0,Inf,Inf,TRUE,TRUE,FALSE,FALSE
GCF_007990345.1,XP_040973804.1,Gossypium hirsutum,TRUE,;domain_blast;interpro;dist_tblastn dist: 7709;neighbor protein dist: 0,;dist_tblastn dist: Inf;neighbor protein dist: Inf,7709,0,Inf,Inf,TRUE,TRUE,FALSE,FALSE
GCF_007990345.1,XP_040965067.1,Gossypium hirsutum,TRUE,;dist_tblastn dist: 7636709;neighbor protein dist: 7631979,;dist_tblastn dist: Inf;neighbor protein dist: Inf,7636709,7631979,Inf,Inf,FALSE,FALSE,FALSE,FALSE
GCF_025698485.1,XP_017613105.1,Gossypium arboreum,TRUE,;domain_blast;interpro;dist_tblastn dist: 297;neighbor protein dist: 22963330,;dist_tblastn dist: Inf;neighbor protein dist: Inf,297,22963330,Inf,Inf,TRUE,TRUE,FALSE,FALSE
GCF_016808335.1,XP_039795153.1,Panicum virgatum,TRUE,;domain_blast;interpro;dist_tblastn dist: 309;neighbor protein dist: 0,;dist_tblastn dist: 17555174;neighbor protein dist: 12997955,309,0,17555174,12997955,TRUE,TRUE,FALSE,FALSE
GCF_016808335.1,XP_039816591.1,Panicum virgatum,TRUE,;domain_blast;interpro;dist_tblastn dist: 318;neighbor protein dist: 8292762,;dist_tblastn dist: 21815173;neighbor protein dist: 8292762,318,8292762,21815173,8292762,TRUE,TRUE,FALSE,FALSE
GCF_016808335.1,XP_039795152.1,Panicum virgatum,TRUE,;domain_blast;interpro;dist_tblastn dist: 309;neighbor protein dist: 0,;dist_tblastn dist: 17555174;neighbor protein dist: 12997955,309,0,17555174,12997955,TRUE,TRUE,FALSE,FALSE
GCF_011125445.2,XP_035982627.1,Fundulus heteroclitus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 1785;neighbor protein dist: 0,Inf,Inf,1785,0,FALSE,FALSE,TRUE,TRUE
GCF_011125445.2,XP_035982628.1,Fundulus heteroclitus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 1785;neighbor protein dist: 0,Inf,Inf,1785,0,FALSE,FALSE,TRUE,TRUE
GCF_000972845.2,XP_019125757.2,Larimichthys crocea,TRUE,;dist_tblastn dist: 13994899;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 1101;neighbor protein dist: 0,13994899,Inf,1101,0,FALSE,FALSE,TRUE,TRUE
GCF_000972845.2,XP_010728752.3,Larimichthys crocea,TRUE,;dist_tblastn dist: 13994899;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 1101;neighbor protein dist: 0,13994899,Inf,1101,0,FALSE,FALSE,TRUE,TRUE
GCF_000512975.1,XP_011079564.1,Sesamum indicum,TRUE,;domain_blast;interpro;dist_tblastn dist: 405;neighbor protein dist: 2729494,;dist_tblastn dist: 985595;neighbor protein dist: Inf,405,2729494,985595,Inf,TRUE,TRUE,FALSE,FALSE
GCF_003713225.1,XP_027118401.1,Coffea arabica,TRUE,;domain_blast;interpro;dist_tblastn dist: 9765;neighbor protein dist: 47376833,;dist_tblastn dist: Inf;neighbor protein dist: Inf,9765,47376833,Inf,Inf,TRUE,TRUE,FALSE,FALSE
GCF_003713225.1,XP_027099310.1,Coffea arabica,TRUE,;domain_blast;interpro;dist_tblastn dist: 9772;neighbor protein dist: 45219363,;dist_tblastn dist: 43918248;neighbor protein dist: Inf,9772,45219363,43918248,Inf,TRUE,TRUE,FALSE,FALSE
GCF_902167405.1,XP_030234678.1,Gadus morhua,TRUE,;dist_tblastn dist: 3924730;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 8264;neighbor protein dist: 11067089,3924730,Inf,8264,11067089,FALSE,FALSE,TRUE,TRUE
GCF_013347855.1,XP_035255972.1,Anguilla anguilla,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 9390;neighbor protein dist: Inf,Inf,Inf,9390,Inf,FALSE,FALSE,TRUE,TRUE
GCF_011064425.1,XP_032764600.1,Rattus rattus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 10448;neighbor protein dist: Inf,Inf,Inf,10448,Inf,FALSE,FALSE,TRUE,TRUE
GCF_028751815.1,XP_057782207.1,Salvia miltiorrhiza,TRUE,;domain_blast;interpro;dist_tblastn dist: 7216;neighbor protein dist: Inf,;dist_tblastn dist: 22741887;neighbor protein dist: 42878364,7216,Inf,22741887,42878364,TRUE,TRUE,FALSE,FALSE
GCF_015228065.2,XP_037790561.1,Penaeus monodon,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 2755;neighbor protein dist: 33939714,Inf,Inf,2755,33939714,FALSE,FALSE,TRUE,TRUE
GCF_000184155.1,XP_004300462.1,Fragaria vesca subsp. vesca,TRUE,;domain_blast;interpro;dist_tblastn dist: 7042;neighbor protein dist: Inf,;dist_tblastn dist: 8144896;neighbor protein dist: Inf,7042,Inf,8144896,Inf,TRUE,TRUE,FALSE,FALSE
GCF_027887165.1,XP_001382177.3,Monodelphis domestica,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 14049;neighbor protein dist: 76951562,Inf,Inf,14049,76951562,FALSE,FALSE,TRUE,TRUE
GCF_020424385.1,XP_045608905.1,Procambarus clarkii,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 1036;neighbor protein dist: Inf,Inf,Inf,1036,Inf,FALSE,FALSE,TRUE,TRUE
GCF_008728515.1,XP_003908683.1,Papio anubis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 8614;neighbor protein dist: 0,Inf,Inf,8614,0,FALSE,FALSE,TRUE,TRUE
GCF_008728515.1,XP_009182420.1,Papio anubis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 8614;neighbor protein dist: 0,Inf,Inf,8614,0,FALSE,FALSE,TRUE,TRUE
GCF_004118075.2,XP_027936562.1,Vigna unguiculata,TRUE,;domain_blast;interpro;dist_tblastn dist: 8049;neighbor protein dist: 31121557,;dist_tblastn dist: 2704695;neighbor protein dist: Inf,8049,31121557,2704695,Inf,TRUE,TRUE,FALSE,FALSE
GCF_000002435.2,XP_001709435.1,Giardia intestinalis,TRUE,;dist_tblastn dist: 2096460;neighbor protein dist: Inf,;dist_tblastn dist: 288066;neighbor protein dist: Inf,2096460,Inf,288066,Inf,FALSE,FALSE,FALSE,FALSE
GCF_001660625.3,XP_017319742.2,Ictalurus punctatus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 1052;neighbor protein dist: 6061847,Inf,Inf,1052,6061847,FALSE,FALSE,TRUE,TRUE
GCF_009193385.2,XP_001600292.1,Nasonia vitripennis,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 2557957;neighbor protein dist: Inf,Inf,Inf,2557957,Inf,FALSE,FALSE,FALSE,FALSE
GCF_007655135.1,XP_031373635.1,Punica granatum,TRUE,;domain_blast;interpro;dist_tblastn dist: 8585;neighbor protein dist: 14113688,;dist_tblastn dist: 1935533;neighbor protein dist: 21200969,8585,14113688,1935533,21200969,TRUE,TRUE,FALSE,FALSE
GCF_022655615.1,XP_027021601.2,Tachysurus fulvidraco,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 625;neighbor protein dist: 0,Inf,Inf,625,0,FALSE,FALSE,TRUE,TRUE
GCF_022655615.1,XP_047668217.1,Tachysurus fulvidraco,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 625;neighbor protein dist: 0,Inf,Inf,625,0,FALSE,FALSE,TRUE,TRUE
GCF_000208745.1,XP_017983072.1,Theobroma cacao,TRUE,;domain_blast;interpro;dist_tblastn dist: 8016;neighbor protein dist: 5052455,;dist_tblastn dist: 1830076;neighbor protein dist: Inf,8016,5052455,1830076,Inf,TRUE,TRUE,FALSE,FALSE
GCF_001723175.1,XP_049971615.1,Penicillium oxalicum,TRUE,;dist_tblastn dist: 538381;neighbor protein dist: Inf,;dist_tblastn dist: 1779011;neighbor protein dist: Inf,538381,Inf,1779011,Inf,FALSE,FALSE,FALSE,FALSE
GCF_000340665.2,XP_020234813.1,Cajanus cajan,TRUE,;domain_blast;interpro;dist_tblastn dist: 8692;neighbor protein dist: Inf,;dist_tblastn dist: Inf;neighbor protein dist: Inf,8692,Inf,Inf,Inf,TRUE,TRUE,FALSE,FALSE
GCF_000741045.1,XP_014496191.1,Vigna radiata var. radiata,TRUE,;domain_blast;interpro;dist_tblastn dist: 8219;neighbor protein dist: Inf,;dist_tblastn dist: 2601675;neighbor protein dist: Inf,8219,Inf,2601675,Inf,TRUE,TRUE,FALSE,FALSE
GCF_013141755.1,XP_035897821.1,Anopheles stephensi,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;dist_tblastn dist: 1962191;neighbor protein dist: 18127805,Inf,Inf,1962191,18127805,FALSE,FALSE,FALSE,FALSE
GCF_017591435.1,XP_045111959.1,Portunus trituberculatus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 12795;neighbor protein dist: Inf,Inf,Inf,12795,Inf,FALSE,FALSE,TRUE,TRUE
GCF_013339725.1,XP_037269117.1,Rhipicephalus microplus,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 7596;neighbor protein dist: Inf,Inf,Inf,7596,Inf,FALSE,FALSE,TRUE,TRUE
GCF_013753865.1,XP_044184150.1,Acropora millepora,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 22568;neighbor protein dist: 0,Inf,Inf,22568,0,FALSE,FALSE,TRUE,TRUE
GCF_013753865.1,XP_044184294.1,Acropora millepora,TRUE,;dist_tblastn dist: Inf;neighbor protein dist: Inf,;domain_blast;interpro;dist_tblastn dist: 210;neighbor protein dist: 0,Inf,Inf,210,0,FALSE,FALSE,TRUE,TRUE
