GC protein
GCF_021901495.1 XP_046615516.1
GCF_021028975.2 XP_048375263.1
GCF_021028975.2 XP_048375271.1
GCF_021028975.2 XP_048375278.1
GCF_030247185.1 XP_058451962.1
GCF_025433545.1 XP_052909138.1
GCF_029784135.1 XP_055636793.1
GCF_004354385.1 XP_034484101.1
GCF_900090045.1 XP_028859850.1
GCF_900097015.1 XP_028536901.1
GCF_016097555.1 XP_041361068.1
GCF_016097555.1 XP_041346672.1
GCF_004337985.1 XP_029747633.1
GCF_014466175.1 XP_043679179.1
GCF_014466175.1 XP_043679178.1
GCF_016433145.1 XP_044515404.1
GCF_022316705.1 XP_048391676.1
GCF_002910315.2 XP_023849358.1
GCF_000002855.3 XP_001401672.2
GCF_000150675.1 XP_009648373.1
GCF_000150535.2 XP_021898362.1
GCF_000164845.4 XP_015105183.1
GCF_000006425.1 XP_667158.1
GCF_017311325.1 XP_040479434.1
GCF_002901205.1 XP_023778726.1
GCF_002157705.1 XP_028544089.1
GCF_003259725.1 XP_026702124.1
GCF_003259725.1 XP_026702126.1
GCF_003259725.1 XP_026702125.1
GCF_000151355.1 XP_003043886.1
GCF_001654025.1 XP_017862370.1
GCF_000167675.1 XP_006965845.1
GCF_003025095.1 XP_024767934.1
GCF_003025105.1 XP_024757348.1
GCF_000149035.1 XP_008095978.1
GCF_001890705.1 XP_040707873.1
GCF_004022145.1 XP_028488295.1
GCF_001661405.1 XP_020069422.1
GCF_001641265.1 XP_024326008.1
GCF_001890905.1 XP_020060228.1
GCF_000293215.1 XP_014178433.1
GCF_000149685.1 XP_001527784.1
GCF_000150705.2 XP_015702079.1
GCF_000150705.2 XP_015699588.1
GCF_000223485.1 XP_007375750.1
GCF_000223465.1 XP_006687621.1
GCF_001890125.1 XP_040663917.1
GCF_022830035.1 XP_049110223.1
GCF_001661265.1 XP_019022334.1
GCF_001890805.1 XP_022405932.1
GCF_001664035.1 XP_018709417.1
GCF_028828155.1 XP_057008174.1
GCF_000149645.3 XP_001267191.1
GCF_000221225.1 XP_006692272.1
GCF_000409485.1 XP_008084773.1
GCF_000150035.1 XP_001642584.1
GCF_003426965.1 XP_033428367.1
GCF_013036055.1 XP_038782572.1
GCF_000835505.1 XP_013322558.1
GCF_001078395.1 XP_043148351.1
GCF_025201335.1 XP_051433197.1
GCF_009176365.1 XP_031906516.1
GCF_024610275.1 XP_051606321.1
GCF_001720205.1 XP_018991668.1
GCF_000835455.1 XP_013283866.1
GCF_000003125.1 XP_002480846.1
GCF_025118155.1 XP_051379994.1
GCF_000002715.2 XP_001271724.1
GCF_000181695.1 XP_001729933.1
GCF_000835555.1 XP_013267575.1
GCF_000365165.1 XP_008723271.1
GCF_001661235.1 XP_019016617.1
GCF_003184835.1 XP_025537616.1
GCF_010093935.1 XP_033662587.1
GCF_001720155.1 XP_019033345.1
GCF_003184625.1 XP_025481797.1
GCF_003184865.1 XP_025555110.1
GCF_000004155.1 XP_013023936.1
GCF_000263375.1 XP_006959847.1
GCF_003184785.1 XP_025528647.1
GCF_003184765.1 XP_025508002.1
GCF_001661395.1 XP_020076169.1
GCF_001204775.2 XP_015403967.1
GCF_002849105.1 XP_024709890.1
GCF_002847465.1 XP_024681559.1
GCF_025201355.1 XP_051404294.1
GCF_022578975.1 XP_051318842.1
GCF_002105095.1 XP_040710898.1
GCF_025331425.1 XP_051423312.1
GCF_025331425.1 XP_051423313.1
GCF_003144295.1 XP_025375337.1
GCF_000338955.1 XP_007678414.1
GCF_024610255.1 XP_051618081.1
GCF_000721765.1 XP_013424784.1
GCF_000512605.1 XP_019014265.1
GCF_000512585.1 XP_019048446.1
GCF_001299255.1 XP_018005493.1
GCF_024521655.1 XP_051367717.1
GCF_021052385.1 XP_046035343.1
GCF_003184525.1 XP_025470296.1
GCF_002104995.1 XP_040744353.1
GCF_010093505.1 XP_033593217.1
GCF_003184535.1 XP_025385322.1
GCF_024610245.1 XP_051616929.1
GCF_000721755.1 XP_013340323.1
GCF_025526975.1 XP_052928490.1
GCF_000585585.1 XP_007720031.1
GCF_000938715.1 XP_022629523.1
GCF_003184925.1 XP_025567534.1
GCF_002105155.1 XP_021879022.1
GCF_000585515.1 XP_007753791.1
GCF_003184545.1 XP_025400556.1
GCF_003144245.1 XP_025364589.1
GCF_003144205.1 XP_025354182.1
GCF_000835475.1 XP_016625369.1
GCF_000512565.1 XP_018266419.1
GCF_000365145.1 XP_008719181.1
GCF_000709125.1 XP_013256406.1
GCF_000507465.1 XP_019006235.1
GCF_003357145.1 XP_031864540.1
GCF_010094035.1 XP_033690091.1
GCF_003184755.1 XP_025515018.1
GCF_022829205.1 XP_049165442.1
GCF_019669845.1 XP_046122320.1
GCF_010015735.1 XP_033377628.1
GCF_006535985.1 XP_031025801.1
GCF_008629635.1 XP_031863687.1
GCF_000585535.1 XP_007739172.1
GCF_003144135.1 XP_025350467.1
GCF_025602895.1 XP_052963907.1
GCF_000576695.1 XP_022457424.1
GCF_025024155.1 XP_051408715.1
GCF_001619985.1 XP_018191806.1
GCF_000400465.1 XP_009267092.1
GCF_025766255.1 XP_052976714.1
GCF_003184825.1 XP_040804602.1
GCF_010094085.1 XP_033653336.1
GCF_000497045.1 XP_016289894.1
GCF_003184845.1 XP_025580279.1
GCF_010015565.1 XP_033464166.1
GCF_003184745.1 XP_025488625.1
GCF_001883845.1 XP_020129999.1
GCF_003184695.1 XP_025447906.1
GCF_001792695.1 XP_022390816.1
GCF_010093815.1 XP_033597451.1
GCF_010093625.1 XP_033566810.1
GCF_003369625.1 XP_026604436.1
GCF_003144195.1 XP_025368008.1
GCF_001661335.1 XP_018984130.1
GCF_024628925.1 XP_051672774.1
GCF_024628925.1 XP_051671474.1
GCF_009193645.1 XP_031941596.1
GCF_001890105.1 XP_022579111.1
GCF_010093595.1 XP_033582471.1
GCF_001661415.1 XP_020063101.1
GCF_010015585.1 XP_033539022.1
GCF_007821495.1 XP_031007579.1
GCF_023343755.1 XP_049181413.1
GCF_029851405.1 XP_058345134.1
GCF_010094145.1 XP_033454306.1
GCF_000711695.1 XP_013240465.1
GCF_010093885.1 XP_033396534.1
GCF_003711515.1 XP_028464124.1
GCF_010093535.1 XP_033553477.1
GCF_009193585.1 XP_031926131.1
GCF_000292625.1 XP_040629074.1
GCF_000968595.1 XP_013329189.1
GCF_001447935.2 XP_015465757.1
GCF_001447935.2 XP_015465758.1
GCF_000760515.2 XP_013238570.1
GCF_000611645.1 XP_013893663.1
GCF_000611645.1 XP_013891217.1
GCF_028827825.1 XP_056949077.1
GCF_028829455.1 XP_057085864.1
GCF_016097325.1 XP_045943938.1
GCF_028829775.1 XP_057131451.1
GCF_028827245.1 XP_056780393.1
GCF_902498895.1 XP_031853382.1
GCF_014898465.1 XP_038775276.1
GCF_014898435.1 XP_038763159.1
GCF_024043165.1 XP_051289993.1
GCF_024043155.1 XP_051300990.1
GCF_014898295.1 XP_038731488.1
GCF_001773325.1 XP_022487145.1
GCF_020536065.1 XP_046060606.1
GCF_001646965.1 XP_022503446.1
GCF_024291825.1 XP_051588363.1
GCF_001642475.1 XP_022514603.1
GCF_001662655.1 XP_018129004.1
GCF_021653875.1 XP_047771541.1
GCF_013396195.1 XP_037205385.1
GCF_008704595.1 XP_034011876.1
GCF_000715135.1 XP_016507671.1
GCF_000715135.1 XP_016484506.1
GCF_000226075.1 XP_006349194.1
GCF_004153795.1 XP_028064980.1
GCF_003789085.1 XP_027210134.1
GCF_003789085.1 XP_027210132.1
GCF_017639785.1 XP_040594871.1
GCF_000223135.1 XP_027290446.2
GCF_015252025.1 XP_007968897.1
GCF_015252025.1 XP_037862829.1
GCF_000280675.1 XP_008593379.1
GCF_000209065.1 XP_821503.1
GCF_011764305.1 XP_004752920.1
GCF_011764305.1 XP_044933746.1
GCF_016745375.1 XP_039514325.1
GCF_000189635.1 XP_001017234.1
GCF_000189635.1 XP_001013801.2
GCF_000189635.1 XP_001011061.1
GCF_000189635.1 XP_001021635.2
GCF_001970005.1 XP_019947633.1
GCF_001970005.1 XP_019947625.1
GCF_014851395.1 XP_038592702.1
GCF_001854935.1 XP_018911272.1
GCF_014843425.1 XP_012082881.1
GCF_000002235.5 XP_030829946.1
GCF_001642055.1 XP_018391964.1
GCF_000151735.1 XP_003473125.1
GCF_000006335.3 XP_002549296.1
GCF_905237075.1 XP_051275326.1
GCF_905237075.1 XP_051275315.1
GCF_000142945.1 XP_002906424.1
GCF_000142945.1 XP_002898751.1
GCF_002207925.1 XP_021805072.1
GCF_001442555.1 XP_016915644.1
GCF_000208925.1 XP_651951.1
GCF_001683475.1 XP_021768767.1
GCF_001683475.1 XP_021770096.1
GCF_001683475.1 XP_021770095.1
GCF_000239435.1 XP_015787884.1
GCF_000247695.1 XP_004839467.1
GCF_000247695.1 XP_021109490.1
GCF_000171015.1 XP_013938267.1
GCF_000371365.1 XP_005181193.1
GCF_002166845.1 XP_013047903.2
GCF_000146945.2 XP_001594528.1
GCF_000002995.4 XP_001899813.2
GCF_016920785.2 XP_029829430.3
GCF_014466165.1 XP_036629664.1
GCF_000004255.2 XP_002874942.1
GCF_000225605.1 XP_006671299.1
GCF_019419815.1 XP_048441729.1
GCF_019419815.1 XP_009378706.2
GCF_019419815.1 XP_048426879.1
GCF_019419815.1 XP_048442766.1
GCF_020744495.1 XP_046126547.1
GCF_027789165.1 XP_015799961.2
GCF_027789165.1 XP_015799962.2
GCF_017312705.1 XP_042876331.1
GCF_017312705.1 XP_042876339.1
GCF_000365185.1 XP_010259326.1
GCF_000365185.1 XP_010259327.1
GCF_000365185.1 XP_010259328.1
GCA_000146045.2 DAA11942.1
GCA_000002985.3 CCD72556.1
GCA_000001735.2 AEE82119.1
GCA_000001735.2 AEE82120.1
GCA_000001215.4 AAF49656.2
GCA_003013715.2 QEO21851.1
GCA_003054445.1 AWU75818.1
GCA_000026945.1 CAX45579.1
GCA_000090985.2 ACO70080.1
GCA_947243775.1 CAI4058128.1
GCA_947241705.1 CAI4037981.1
GCA_001640025.2 ANB13221.1
GCA_029542905.1 WFD17128.1
GCA_029542785.1 WFD41219.1
GCA_029542925.1 WFD05626.1
GCA_029449355.1 WEW59259.1
GCA_027921745.1 WBW75471.1
GCA_001548555.1 AMD22202.1
GCA_014133895.1 QLL34927.1
GCA_011074865.2 QPG73499.1
GCA_029542985.1 WFC96650.1
GCA_029542945.1 WFD03464.1
GCA_029542805.1 WFD35342.1
GCA_029542765.1 WFD44629.1
GCA_029542965.1 WFD00566.1
GCA_029542885.1 WFD19621.1
GCA_000002765.3 CAD51420.1
GCA_022201045.1 KAH9730724.1
GCA_022201045.1 KAH9730725.1
GCA_022201045.1 KAH9730727.1
GCA_022201045.1 KAH9730726.1
GCA_022201045.1 KAH9730730.1
GCA_022201045.1 KAH9730729.1
GCA_022201045.1 KAH9730731.1
GCA_022201045.1 KAH9730728.1
GCA_022201045.1 KAH9730732.1
GCF_001952655.1 XP_020458934.1
GCF_000182895.1 XP_001832397.2
GCF_000721785.1 XP_029760248.1
GCF_000300575.1 XP_006463252.1
GCF_004193835.2 XP_028156361.1
GCF_004193835.2 XP_028156360.1
GCF_000956065.1 XP_011711462.1
GCF_000956065.1 XP_011711465.1
GCF_000524195.1 XP_024354865.1
GCF_000002075.1 XP_012941985.1
GCF_000499545.2 XP_013230703.1
GCF_014898815.1 XP_053209079.1
GCF_000347755.3 XP_004522344.1
GCF_000648675.2 XP_014252185.1
GCF_018991925.1 XP_042214945.1
GCF_001417965.1 XP_028515605.1
GCF_000222465.1 XP_015780182.1
GCF_000222465.1 XP_015758978.1
GCF_000769745.1 XP_016596233.1
GCF_000165425.1 XP_001425815.1
GCF_000165425.1 XP_001455540.1
GCF_000165425.1 XP_001451767.1
GCF_000165425.1 XP_001426119.1
GCF_000165425.1 XP_001459445.1
GCF_000165425.1 XP_001437480.1
GCF_000143185.2 XP_050198463.1
GCF_000225545.1 XP_011117083.1
GCF_021218885.2 XP_046280545.1
GCF_021218885.2 XP_046280553.1
GCF_021218885.2 XP_058429256.1
GCF_021218885.2 XP_058429258.1
GCF_002443255.2 XP_022661769.1
GCF_002443255.2 XP_022661768.1
GCF_002443255.2 XP_022661767.1
GCF_002443255.2 XP_022661770.1
GCF_001995035.1 XP_022150315.1
GCF_009771025.1 XP_031889559.1
GCF_001661255.1 XP_019040040.1
GCF_022376915.1 XP_055256600.1
GCF_022376915.1 XP_055256601.1
GCF_002099425.1 XP_020856977.1
GCF_003285735.1 XP_002048220.1
GCF_009805555.1 XP_051141835.1
GCF_009805555.1 XP_051141836.1
GCF_012971845.1 XP_035369408.1
GCF_000365465.3 XP_042907629.1
GCF_000365465.3 XP_042901716.1
GCF_000365465.3 XP_042911664.1
GCF_003704095.1 XP_027041686.1
GCF_002571385.2 XP_022800659.1
GCF_002042975.1 XP_020617807.1
GCF_000226545.1 XP_001904932.1
GCF_000150115.1 XP_045285587.1
GCF_000187405.1 XP_007808695.1
GCF_900067095.1 XP_031089084.1
GCF_005239225.1 XP_034904040.1
GCF_005239225.1 XP_034916185.1
GCF_001625305.1 XP_019632875.1
GCF_020466585.1 XP_019768243.2
GCF_000187425.2 XP_007823065.1
GCF_000149845.2 XP_002173940.1
GCF_000315645.1 XP_014530480.1
GCF_000230375.1 XP_003838188.1
GCF_904425465.1 XP_036429508.1
GCF_000493195.1 XP_006444483.1
GCF_014570535.1 XP_017510725.2
GCF_902806735.1 XP_048272197.1
GCF_902806735.1 XP_048272199.1
GCF_902806735.1 XP_048272198.1
GCF_000147115.1 XP_006083434.1
GCF_000147115.1 XP_023602723.1
GCF_000147115.1 XP_023602732.1
GCF_000147115.1 XP_023602734.1
GCF_001949145.1 XP_022106903.1
GCF_018398535.1 XP_005915504.1
GCF_018398535.1 XP_005915505.1
GCF_002204375.1 XP_021512950.1
GCF_002204375.1 XP_021512951.1
GCF_000495115.2 XP_011041329.1
GCF_000495115.2 XP_011041321.1
GCF_000495115.2 XP_011042763.1
GCF_000006295.1 XP_002426429.1
GCF_000170995.1 XP_013953519.1
GCF_002814215.2 XP_023267607.1
GCF_015706575.1 XP_038051603.1
GCF_019059575.1 XP_043222293.1
GCF_019059575.1 XP_043222283.1
GCF_019059575.1 XP_043222273.1
GCF_019059575.1 XP_043222263.1
GCF_019059575.1 XP_043222255.1
GCF_015586225.1 XP_037810676.1
GCF_015586225.1 XP_037810677.1
GCF_015586225.1 XP_037822763.1
GCF_000696795.2 XP_014277154.1
GCF_000836235.2 XP_013166336.1
GCF_000090795.2 XP_019855210.1
GCF_000697945.3 XP_026280181.1
GCF_013340325.1 XP_035353823.1
GCF_000143455.1 XP_002953223.1
GCF_000151335.2 XP_003070619.1
GCF_002708625.1 XP_023464500.1
GCF_018153725.1 XP_002007712.1
GCF_014176215.1 XP_015997663.1
GCF_023055435.1 XP_046358330.1
GCF_902827165.1 XP_034008066.1
GCF_003227725.1 XP_025262251.1
GCF_003227725.1 XP_025262250.1
GCF_003227725.1 XP_025262252.1
GCF_003227715.2 XP_011139754.1
GCF_008403515.1 XP_044558299.1
GCF_002999335.1 XP_026192061.1
GCF_003342905.1 XP_025961844.1
GCF_003342905.1 XP_025961845.1
GCF_001653265.1 XP_018176102.1
GCF_000143415.4 XP_024542030.1
GCF_000143415.4 XP_024542031.1
GCF_000143415.4 XP_024542029.1
GCF_000143415.4 XP_024542032.1
GCF_000143415.4 XP_024530361.1
GCF_000143415.4 XP_024530362.1
GCF_000143415.4 XP_024530363.1
GCF_000143415.4 XP_024530360.1
GCF_000341285.1 XP_005706585.1
GCF_000341285.1 XP_005706586.1
GCF_000385455.1 XP_005491528.2
GCF_000390285.2 XP_018565021.1
GCF_000390285.2 XP_018565020.2
GCF_002113885.1 XP_021365349.1
GCF_002113885.1 XP_021365348.1
GCF_002113885.1 XP_021365350.1
GCF_002738345.1 XP_023004430.1
GCF_018835915.1 XP_047151049.1
GCF_000186865.1 XP_009034367.1
GCF_000325575.1 XP_006909673.1
GCF_000463585.1 XP_010556697.1
GCF_001263595.1 XP_020578029.1
GCF_001263595.1 XP_020578028.1
GCF_001263595.1 XP_020578027.1
GCF_000281125.3 XP_006269601.3
GCF_000281125.3 XP_019340882.1
GCF_000281125.3 XP_019340883.1
GCF_000517525.1 XP_022255351.1
GCF_000230625.1 XP_009153013.1
GCF_002117355.1 XP_024337632.1
GCF_002117355.1 XP_024337648.1
GCF_028827155.1 XP_056497410.1
GCF_902500615.1 XP_037321203.1
GCF_902500615.1 XP_037321202.1
GCF_902500615.1 XP_037321200.1
GCF_019393585.1 XP_051170253.1
GCF_000648695.1 XP_022900437.1
GCF_001901225.1 XP_027195908.1
GCF_001901225.1 XP_027193940.1
GCF_002738365.1 XP_022960522.1
GCF_000836215.1 XP_013139484.1
GCF_000733215.1 XP_011401150.1
GCF_000471905.2 XP_006841417.1
GCF_000471905.2 XP_020521076.1
GCF_000699045.2 XP_018322719.1
GCF_000147415.1 XP_005844133.1
GCF_000455745.1 XP_006014788.1
GCF_000149335.2 XP_001241662.2
GCF_000283155.1 XP_004436726.1
GCF_000359705.1 XP_008031115.1
GCF_000143565.1 XP_001881323.1
GCF_000698965.1 XP_009688453.1
GCF_000754665.1 XP_010836952.1
GCF_000754665.1 XP_010857621.1
GCF_000721775.1 XP_040880649.1
GCF_000151145.1 XP_002845851.1
GCF_000149925.1 XP_003336563.2
GCF_017591425.1 XP_040849627.1
GCF_017591425.1 XP_040849629.1
GCF_021234435.1 XP_037017147.2
GCF_021234435.1 XP_037017146.2
GCF_021234435.1 XP_053523099.1
GCF_021234435.1 XP_053523098.1
GCF_024217435.1 XP_049591706.1
GCF_003444635.1 XP_045965726.1
GCF_003344945.1 XP_026632567.1
GCF_003987935.1 XP_028038931.1
GCF_003987935.1 XP_028038932.1
GCF_001188975.3 XP_014086333.1
GCF_003426925.1 XP_026241554.1
GCF_003426925.1 XP_026241555.1
GCF_000220905.1 XP_003699487.1
GCF_003160815.1 XP_025848390.1
GCF_001605985.2 XP_028547662.1
GCF_001605985.2 XP_028548728.1
GCF_000648655.2 XP_023245982.1
GCF_000648655.2 XP_014209574.1
GCF_000648655.2 XP_023247945.1
GCF_000648655.2 XP_023246001.1
GCF_000184785.3 XP_012344684.1
GCF_013731165.1 XP_036325698.1
GCF_013731165.1 XP_036325707.1
GCF_000298355.1 XP_005895690.1
GCF_000298355.1 XP_005895689.1
GCF_000298355.1 XP_005895691.1
GCF_000298355.1 XP_005895692.1
GCF_001186385.1 XP_015379128.1
GCF_000186305.1 XP_007434749.1
GCF_000507365.1 XP_013304073.1
GCF_002926055.2 XP_025343743.1
GCF_015533775.1 XP_038927860.1
GCF_000004985.1 XP_002682522.1
GCF_000988165.1 XP_024331859.1
GCF_000151645.1 XP_002838949.1
GCF_000204055.1 XP_007404838.1
GCF_000143365.1 XP_001227688.1
GCF_000330505.1 XP_004257205.1
GCF_001477535.1 XP_018228139.1
GCF_002102435.1 XP_020759351.1
GCF_000149985.1 XP_001937249.1
GCF_001632365.1 XP_040758945.1
GCF_000182805.3 XP_003351308.1
GCF_023375885.1 XP_050041261.1
GCF_905146905.1 XP_055183946.1
GCF_905146905.1 XP_055183947.1
GCF_905146905.1 XP_055183948.1
GCF_905146905.1 XP_055160274.1
GCF_018691265.1 XP_042645244.1
GCF_018691265.1 XP_042645243.1
GCF_006381635.1 XP_039046163.1
GCF_006381635.1 XP_039048372.1
GCF_015476425.1 XP_043480249.1
GCF_001879475.1 XP_019188666.1
GCF_001879475.1 XP_019188665.1
GCF_001879475.1 XP_019188664.1
GCF_018977255.1 XP_042189105.1
GCF_018977255.1 XP_042189104.1
GCF_002938485.1 XP_030752562.1
GCF_019207475.1 XP_043060202.1
GCF_014235925.1 XP_036581571.1
GCF_002303985.1 XP_022757900.1
GCF_002303985.1 XP_022757899.1
GCF_000151665.1 XP_012898569.1
GCF_002803265.2 XP_025192945.1
GCF_000764305.2 XP_047741748.1
GCF_000764305.2 XP_047736038.1
GCF_014885135.2 XP_050001928.1
GCF_000181795.1 XP_003375781.1
GCF_000181795.1 XP_003367889.1
GCF_001412225.1 XP_017783857.1
GCF_003426905.1 XP_026468348.1
GCF_000188095.3 XP_003492265.1
GCF_000220395.1 XP_004030461.1
GCF_000220395.1 XP_004036389.1
GCF_000220395.1 XP_004024100.1
GCF_001465965.1 XP_015186133.1
GCF_001443325.1 XP_014865405.1
GCF_900067755.1 XP_020650412.1
GCF_900067755.1 XP_020650413.1
GCF_001443285.1 XP_014903688.1
GCF_000708225.1 XP_009469486.1
GCF_000708225.1 XP_009469485.1
GCF_003651465.1 XP_029680522.1
GCF_000151845.1 XP_011359613.1
GCF_900000015.1 XP_024578111.1
GCF_000183805.2 XP_003139141.1
GCF_000485595.1 XP_014673625.1
GCF_000485595.1 XP_014673632.1
GCF_007827085.1 XP_052602477.1
GCF_007827085.1 XP_052602478.1
GCF_000258705.1 XP_005644720.1
GCF_001664045.1 XP_018211553.1
GCF_000143105.1 XP_014175004.1
GCF_001638985.1 XP_018295500.1
GCF_000218685.1 XP_007313843.1
GCF_000146915.1 XP_001791504.1
GCF_000151315.2 XP_004365686.2
GCF_000961545.1 XP_016585079.1
GCF_000151125.1 XP_003013410.1
GCF_000003525.1 XP_045275235.1
GCF_000403515.1 XP_012192787.1
GCF_001636725.1 XP_018708312.1
GCF_000523455.1 XP_007686378.1
GCF_000247585.1 XP_008911498.1
GCF_000247585.1 XP_008915627.1
GCF_003286155.1 XP_001973060.1
GCF_014108235.1 XP_036190534.1
GCF_014108235.1 XP_036190535.1
GCF_014108235.1 XP_036190536.1
GCF_014108235.1 XP_036190537.1
GCF_020809275.1 XP_046911981.1
GCF_003286085.1 XP_026845353.1
GCF_028750875.1 XP_054290619.1
GCF_028750875.1 XP_054273047.1
GCF_014083535.2 XP_035740522.1
GCF_001561935.1 XP_040652262.1
GCF_014805655.1 XP_039562714.1
GCF_002093755.2 XP_020798022.1
GCF_008641045.1 XP_031288046.1
GCF_900080235.1 XP_020510208.1
GCF_900080235.1 XP_020510207.1
GCF_900080235.1 XP_020483877.1
GCF_012932325.1 XP_034233656.1
GCF_001715985.3 XP_017942840.2
GCF_001984765.1 XP_020027291.1
GCF_003025115.1 XP_024749159.1
GCF_000150275.1 XP_002118131.1
GCF_003724135.2 XP_028495516.1
GCF_001447265.1 XP_014732901.1
GCF_009761245.1 XP_032148070.1
GCF_000737465.1 XP_010576155.1
GCF_000591075.1 XP_023340289.1
GCF_000485575.1 XP_007546282.1
GCF_000414095.1 XP_024019441.1
GCF_000277835.1 XP_030917109.1
GCF_000277835.1 XP_030917110.1
GCF_000705375.1 XP_010209974.1
GCF_001313835.1 XP_014608273.1
GCF_003327715.1 XP_025788047.1
GCF_003327715.1 XP_025788048.1
GCF_000699245.1 XP_010086503.1
GCF_000699245.1 XP_010084525.1
GCF_000690715.1 XP_010200882.1
GCF_000690715.1 XP_010200881.1
GCF_000691405.1 XP_009918569.1
GCF_001652005.2 XP_017881725.1
GCF_000709365.1 XP_009984583.1
GCF_000709365.1 XP_009984584.1
GCF_000499605.1 XP_013334905.1
GCF_000732505.1 XP_015237475.1
GCF_000499425.1 XP_013249627.1
GCF_000696425.1 XP_008569880.1
GCF_000225785.1 XP_005999349.2
GCF_000150735.1 XP_010758253.1
GCF_000150735.1 XP_010758010.1
GCF_014805625.2 XP_037881216.1
GCF_000006405.1 XP_002774009.1
GCF_000006405.1 XP_002782821.1
GCF_022079265.1 XP_046923949.1
GCF_018153295.1 XP_001985388.1
GCF_018152505.1 XP_017112610.1
GCF_018153845.1 XP_017107775.2
GCF_027474105.1 XP_054885314.1
GCF_028827555.1 XP_056810991.1
GCF_003285905.1 XP_023164464.2
GCF_002926085.2 XP_025336062.1
GCF_003285875.2 XP_030571687.1
GCF_020137385.1 XP_044695540.1
GCF_000203815.1 XP_004351852.1
GCF_000732125.1 XP_016641289.1
GCF_026229845.1 XP_052998523.1
GCF_902827175.1 XP_034065545.1
GCF_000612105.2 XP_012286624.1
GCF_000836115.1 XP_016238048.1
GCF_005281655.2 XP_029171923.1
GCF_005190385.1 XP_029087378.1
GCF_005190385.1 XP_029087379.1
GCF_005190385.1 XP_029087380.1
GCF_010614865.2 XP_035217004.1
GCF_010614865.2 XP_035217076.1
GCF_004028035.1 XP_027959825.1
GCF_023601865.1 XP_052957637.1
GCF_019238085.1 XP_042718175.1
GCF_019238085.1 XP_042718176.1
GCF_017639235.1 XP_041907814.1
GCF_017639235.1 XP_041907813.1
GCF_002072235.1 XP_040817473.1
GCF_008802855.1 XP_031330559.1
GCF_000320565.1 XP_016764933.1
GCF_003676075.3 XP_027790298.1
GCF_001604755.1 XP_017693327.1
GCF_000952055.2 XP_012329171.1
GCF_000952055.2 XP_021529537.1
GCF_000955945.1 XP_011925777.1
GCF_001431845.1 XP_014817915.1
GCF_011392965.1 XP_043514865.1
GCF_011392965.1 XP_043514866.1
GCF_907164565.1 XP_055475459.1
GCF_907164565.1 XP_055475464.1
GCF_907164565.1 XP_055475483.1
GCF_025091365.1 XP_050523673.1
GCF_009176505.1 XP_055323471.1
GCF_000696695.1 XP_008529698.1
GCF_030028575.1 XP_057239968.1
GCF_000671375.1 XP_023218018.1
GCF_000671375.1 XP_023213955.1
GCF_000806365.1 XP_011302919.1
GCF_000708025.1 XP_009893116.1
GCF_000164805.1 XP_021574472.1
GCF_000164805.1 XP_021574473.1
GCF_000956235.1 XP_011703725.1
GCF_000243295.1 XP_012411994.1
GCF_000715545.1 XP_009176126.1
GCF_000520075.1 XP_009839367.1
GCF_001698545.2 XP_017724322.1
GCF_000188695.1 XP_004994964.1
GCF_001723895.1 XP_019404890.1
GCF_900005855.1 XP_028530632.1
GCF_000499385.1 XP_013434880.1
GCF_000699145.1 XP_009270965.2
GCF_000747805.2 XP_010003283.1
GCF_000747805.2 XP_010003281.1
GCF_000747805.2 XP_010003282.1
GCF_001313825.1 XP_014470347.1
GCF_000687185.1 XP_009646497.1
GCF_000181295.1 XP_003787947.1
GCF_000696875.1 XP_010013366.1
GCF_000691845.1 XP_008944973.1
GCF_000690535.1 XP_009703449.1
GCF_000690535.1 XP_009703448.1
GCF_000690775.1 XP_010157051.1
GCF_000687285.1 XP_010292690.1
GCF_000687285.1 XP_010292689.1
GCF_000695765.1 XP_010181851.1
GCF_000695765.1 XP_010181850.1
GCF_018167655.1 XP_041486854.1
GCF_943737965.1 XP_051031188.1
GCF_028551555.1 XP_054146129.1
GCF_014108415.1 XP_036118944.1
GCF_014108415.1 XP_036118945.1
GCF_018152535.1 XP_017019543.1
GCF_026119805.1 XP_052538059.1
GCF_026119805.1 XP_052538050.1
GCF_009764315.1 XP_033031672.1
GCF_009764315.1 XP_033031673.1
GCF_025592945.1 XP_051639646.1
GCF_018152115.1 XP_016969087.2
GCF_018152695.1 XP_016994006.2
GCF_014108245.1 XP_036291144.1
GCF_014108245.1 XP_045436673.1
GCF_018152265.1 XP_017053472.1
GCF_019054845.1 XP_042531452.1
GCF_013123115.1 XP_043250330.1
GCF_020360975.1 XP_044722329.1
GCF_028828655.1 XP_057069201.1
