qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,GC,name
XP_058225183.1,AED91842.1,61.647,425,131,10,1,423,1,395,6.13e-165,471,GCF_030253575.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_058225184.1,AED91842.1,61.647,425,131,10,1,423,1,395,5.5e-165,470,GCF_030253575.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_058225185.1,AED91842.1,61.557,424,131,10,1,422,1,394,1.55e-164,469,GCF_030253575.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_058226138.1,AEE86090.1,38.719,1733,817,50,1,1687,1,1534,0,994,GCF_030253575.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_058226637.1,AEE85973.1,51.626,246,118,1,10,255,8,252,3.06e-77,263,GCF_030253575.1,transcriptional regulator [Arabidopsis thaliana]
XP_058226638.1,AEE85972.1,51.626,246,118,1,10,255,8,252,2.83e-77,263,GCF_030253575.1,transcriptional regulator [Arabidopsis thaliana]
XP_058226639.1,AEE85972.1,51.626,246,118,1,10,255,8,252,1.12e-77,260,GCF_030253575.1,transcriptional regulator [Arabidopsis thaliana]
XP_007508063.1,AEE85973.1,45,60,33,0,752,811,588,647,9.6e-11,66.2,GCF_002220235.1,transcriptional regulator [Arabidopsis thaliana]
,,,,,,,,,,,,GCF_002220235.1,
,,,,,,,,,,,,GCF_002220235.1,
XP_007509684.1,AED91842.1,27.803,223,141,3,6,208,52,274,3.59e-19,88.6,GCF_002220235.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_007510208.1,AEE82120.1,39.286,56,34,0,557,612,120,175,8.2e-06,50.1,GCF_002220235.1,MUTS homolog 6 [Arabidopsis thaliana]
,,,,,,,,,,,,GCF_002220235.1,
,,,,,,,,,,,,GCF_002220235.1,
XP_007510964.1,AEE82765.1,42.553,47,27,0,1042,1088,233,279,6.56e-10,63.2,GCF_002220235.1,Protease-associated (PA) RING/U-box zinc finger family protein [Arabidopsis thaliana]
XP_007511161.1,AED92587.1,42.623,549,271,11,238,782,186,694,7.72e-133,447,GCF_002220235.1,chromatin remodeling factor17 [Arabidopsis thaliana]
,,,,,,,,,,,,GCF_002220235.1,
XP_007513558.1,AEE29387.1,31.683,101,63,3,796,894,533,629,7.53e-06,50.4,GCF_002220235.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_007513671.1,AEE29387.1,31.683,101,63,3,796,894,533,629,7.53e-06,50.4,GCF_002220235.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_007513681.1,ANM71197.1,35.938,64,41,0,1272,1335,165,228,6.62e-08,58.2,GCF_002220235.1,bromodomain and extraterminal domain protein 9 [Arabidopsis thaliana]
XP_007514420.1,AED91805.1,33.663,101,53,3,669,767,598,686,3.64e-11,69.7,GCF_002220235.1,PHD-finger and DNA binding domain-containing protein [Arabidopsis thaliana]
XP_007514731.1,AEE77778.1,41.463,82,43,1,8,89,597,673,4.04e-11,67.8,GCF_002220235.1,ARID/BRIGHT DNA-binding domain-containing protein [Arabidopsis thaliana]
XP_031091577.1,AEC10420.1,51.036,386,158,7,59,416,46,428,6.16e-120,356,GCF_003576645.1,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
XP_031091578.1,AEC10420.1,51.036,386,158,7,42,399,46,428,3.3e-120,356,GCF_003576645.1,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
XP_031091579.1,AEC10420.1,51.036,386,158,7,6,363,46,428,5.94e-121,356,GCF_003576645.1,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
XP_031091580.1,AEC10420.1,48.555,346,149,6,19,338,86,428,1.48e-97,295,GCF_003576645.1,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
XP_031091581.1,AEC10420.1,48.555,346,149,6,19,338,86,428,1.48e-97,295,GCF_003576645.1,Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
XP_031091634.1,AEE85973.1,45.2,250,136,1,12,261,4,252,9.67e-73,252,GCF_003576645.1,transcriptional regulator [Arabidopsis thaliana]
XP_031092489.1,AEE74631.1,53.277,824,299,23,1,786,1,776,0,804,GCF_003576645.1,PHD finger family protein [Arabidopsis thaliana]
XP_031101929.1,AED91614.1,53.571,56,26,0,147,202,33,88,1.98e-16,77.4,GCF_003576645.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_031102125.1,AEE85972.1,38.848,955,465,29,5,925,4,873,1.03e-144,451,GCF_003576645.1,transcriptional regulator [Arabidopsis thaliana]
XP_031102126.1,AEE85972.1,38.655,952,464,29,5,918,4,873,3.96e-144,450,GCF_003576645.1,transcriptional regulator [Arabidopsis thaliana]
XP_031104046.1,AED95553.1,54.306,1672,681,23,1,1657,1,1604,0,1687,GCF_003576645.1,binding protein [Arabidopsis thaliana]
XP_031104047.1,AED95553.1,54.452,1662,682,22,1,1645,1,1604,0,1686,GCF_003576645.1,binding protein [Arabidopsis thaliana]
XP_031104072.1,AEE86090.1,39.026,1499,735,41,260,1704,159,1532,0,886,GCF_003576645.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_031104790.1,ANM59347.1,31.804,632,327,12,28,575,5,616,4.65e-74,256,GCF_003576645.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_031104792.1,ANM59347.1,31.711,637,331,12,28,580,5,621,1.65e-74,258,GCF_003576645.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_031104793.1,ANM59347.1,31.711,637,331,12,28,580,5,621,1.66e-74,257,GCF_003576645.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_031106300.1,AEE85973.1,39.655,232,130,5,3,226,9,238,4.1e-42,161,GCF_003576645.1,transcriptional regulator [Arabidopsis thaliana]
XP_031110769.1,AED91842.1,57.757,419,138,10,1,405,1,394,9.19e-151,433,GCF_003576645.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031110770.1,AED91842.1,58.034,417,138,10,1,403,1,394,9.95e-151,433,GCF_003576645.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031112629.1,ANM59181.1,57.646,1079,401,16,62,1132,51,1081,0,1204,GCF_003576645.1,trithorax-like protein 2 [Arabidopsis thaliana]
XP_031112630.1,ANM59181.1,56.348,1079,393,17,62,1110,51,1081,0,1163,GCF_003576645.1,trithorax-like protein 2 [Arabidopsis thaliana]
XP_031113575.1,AEC10383.1,66.033,368,116,4,1,365,1,362,7.58e-165,465,GCF_003576645.1,histone-lysine N-methyltransferase ASHH3 [Arabidopsis thaliana]
XP_031120330.1,AEE85972.1,37.654,810,391,21,1,769,1,737,5.03e-122,391,GCF_003576645.1,transcriptional regulator [Arabidopsis thaliana]
XP_031120335.1,AEE85972.1,37.654,810,390,21,1,768,1,737,3.63e-121,389,GCF_003576645.1,transcriptional regulator [Arabidopsis thaliana]
XP_031122660.1,AEE82119.1,60.725,1296,443,14,3,1252,4,1279,0,1519,GCF_003576645.1,MUTS homolog 6 [Arabidopsis thaliana]
XP_031127115.1,AED91842.1,55.059,425,148,9,1,413,1,394,1.44e-148,428,GCF_003576645.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031127116.1,AED91842.1,54.415,419,148,9,1,407,1,388,5.93e-145,418,GCF_003576645.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031127117.1,AED91842.1,54.455,404,141,9,1,392,1,373,4.32e-138,400,GCF_003576645.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031127145.1,AED91842.1,53.922,408,138,11,1,375,1,391,4.32e-127,373,GCF_003576645.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031127146.1,AED91842.1,54.039,359,125,8,1,332,46,391,2.74e-115,341,GCF_003576645.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_031127866.1,AEE74631.1,50.405,865,328,18,1,853,1,776,0,776,GCF_003576645.1,PHD finger family protein [Arabidopsis thaliana]
XP_031127867.1,AEE74631.1,50.521,863,328,18,1,851,1,776,0,776,GCF_003576645.1,PHD finger family protein [Arabidopsis thaliana]
XP_031130128.1,ANM59347.1,42.57,249,142,1,14,261,9,257,9.15e-56,202,GCF_003576645.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_031130129.1,ANM59347.1,31.588,611,332,17,14,567,9,590,1e-65,227,GCF_003576645.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_015611811.1,AEE82119.1,54.633,1252,510,16,30,1248,81,1307,0,1302,GCF_001433935.1,MUTS homolog 6 [Arabidopsis thaliana]
XP_015612383.1,AEC08569.1,57.079,890,344,10,151,1020,186,1057,0,1021,GCF_001433935.1,homologue of trithorax [Arabidopsis thaliana]
XP_015616525.1,AEE86090.1,33.943,1367,736,49,232,1522,251,1526,2.86e-161,529,GCF_001433935.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_015622326.1,AEE35998.1,37.426,1352,744,26,1,1292,1,1310,0,779,GCF_001433935.1,ARM repeat superfamily protein [Arabidopsis thaliana]
XP_015625310.1,AEE85973.1,44.939,247,133,2,6,250,7,252,1.39e-65,234,GCF_001433935.1,transcriptional regulator [Arabidopsis thaliana]
XP_015634459.1,AEE85972.1,36.842,266,152,5,9,263,7,267,1.2e-47,177,GCF_001433935.1,transcriptional regulator [Arabidopsis thaliana]
XP_015634460.1,AEE85973.1,36.071,280,161,6,9,275,7,281,8.13e-48,177,GCF_001433935.1,transcriptional regulator [Arabidopsis thaliana]
XP_015634561.1,AEE85972.1,36.466,266,153,5,9,263,7,267,2.93e-47,174,GCF_001433935.1,transcriptional regulator [Arabidopsis thaliana]
XP_015634562.1,AEE85973.1,35.714,280,162,6,9,275,7,281,2.16e-47,174,GCF_001433935.1,transcriptional regulator [Arabidopsis thaliana]
XP_015635324.1,AED91842.1,45.432,405,176,13,9,380,5,397,9.97e-98,297,GCF_001433935.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_015636385.1,AEE85973.1,41.176,323,167,5,9,328,7,309,5.35e-71,251,GCF_001433935.1,transcriptional regulator [Arabidopsis thaliana]
XP_015643649.1,AED95553.1,47.469,1620,763,30,5,1560,6,1601,0,1396,GCF_001433935.1,binding protein [Arabidopsis thaliana]
XP_025878482.1,AEE85972.1,44.939,247,133,2,6,250,7,252,1.22e-65,234,GCF_001433935.1,transcriptional regulator [Arabidopsis thaliana]
XP_025881840.1,AED95553.1,46.752,1647,762,30,5,1587,6,1601,0,1384,GCF_001433935.1,binding protein [Arabidopsis thaliana]
NP_001150943.1,AED91842.1,50.711,422,175,12,1,417,1,394,1.14e-118,352,GCF_902167145.1,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
NP_001169289.1,AEE85973.1,50.806,248,119,2,12,257,6,252,8.2e-75,261,GCF_902167145.1,transcriptional regulator [Arabidopsis thaliana]
NP_001182990.2,ANM59181.1,52.966,944,362,14,106,975,147,1082,0,964,GCF_902167145.1,trithorax-like protein 2 [Arabidopsis thaliana]
NP_001369762.1,AEE29387.1,33.901,646,380,17,15,629,13,642,1.79e-79,276,GCF_902167145.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_008651789.1,ANM59181.1,52.305,998,395,16,106,1084,147,1082,0,996,GCF_902167145.1,trithorax-like protein 2 [Arabidopsis thaliana]
XP_008651793.1,ANM59181.1,54.873,944,393,14,106,1024,147,1082,0,1013,GCF_902167145.1,trithorax-like protein 2 [Arabidopsis thaliana]
XP_008655684.1,AEE86091.1,32.509,1375,749,46,233,1526,251,1527,3.84e-160,526,GCF_902167145.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_008659464.1,AED95552.1,45.969,1625,794,29,5,1587,7,1589,0,1336,GCF_902167145.1,binding protein [Arabidopsis thaliana]
XP_008659465.1,AED95552.1,45.969,1625,793,30,5,1586,7,1589,0,1332,GCF_902167145.1,binding protein [Arabidopsis thaliana]
XP_008669204.1,ANM59347.1,44.215,242,133,1,25,264,14,255,1.13e-57,210,GCF_902167145.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_020395071.1,AED95552.1,49.345,1451,667,26,5,1413,7,1431,0,1352,GCF_902167145.1,binding protein [Arabidopsis thaliana]
XP_020396805.1,AEE82119.1,53.433,1340,512,23,3,1266,4,1307,0,1299,GCF_902167145.1,MUTS homolog 6 [Arabidopsis thaliana]
XP_020399459.1,AED95552.1,45.908,1625,793,30,5,1585,7,1589,0,1329,GCF_902167145.1,binding protein [Arabidopsis thaliana]
XP_020401239.1,AEE85973.1,44.939,247,133,2,20,264,7,252,7.76e-66,237,GCF_902167145.1,transcriptional regulator [Arabidopsis thaliana]
XP_020405471.1,AEE86091.1,32.003,1378,756,45,233,1530,251,1527,5.07e-154,509,GCF_902167145.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_020405472.1,AEE86091.1,32.003,1378,756,45,233,1530,251,1527,5.07e-154,509,GCF_902167145.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_020405473.1,AEE86090.1,31.921,1369,742,44,233,1504,251,1526,8.6e-154,508,GCF_902167145.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_020405474.1,AEE86090.1,31.994,1369,739,45,233,1502,251,1526,1.93e-153,507,GCF_902167145.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_020405475.1,AEE86090.1,31.994,1369,739,45,233,1502,251,1526,1.93e-153,507,GCF_902167145.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_020408217.1,AEE29387.1,33.762,622,365,17,1,591,37,642,4.85e-76,265,GCF_902167145.1,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_035819395.1,AEE85973.1,44.939,247,133,2,20,264,7,252,7.76e-66,237,GCF_902167145.1,transcriptional regulator [Arabidopsis thaliana]
XP_035822038.1,AEE86090.1,31.98,1182,661,36,233,1350,251,1353,2.4e-147,489,GCF_902167145.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_035822039.1,AEE86090.1,31.98,1182,661,36,233,1350,251,1353,2.4e-147,489,GCF_902167145.1,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
NP_001265989.1,AED91842.1,57.041,419,154,8,1,418,1,394,3.62e-155,445,GCF_000188115.5,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_004229638.1,AEE74631.1,48.73,866,338,17,1,850,1,776,0,745,GCF_000188115.5,PHD finger family protein [Arabidopsis thaliana]
XP_004229639.2,AEE74631.1,50.693,866,321,15,38,887,1,776,0,792,GCF_000188115.5,PHD finger family protein [Arabidopsis thaliana]
XP_004234821.1,AED91842.1,50.549,364,150,9,1,348,46,395,1.34e-103,312,GCF_000188115.5,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_004236455.1,ANM59347.1,32.974,743,381,21,17,746,11,649,1.74e-89,301,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_004241799.1,ANM59347.1,50.988,253,123,1,4,256,7,258,2.42e-76,263,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_010312765.1,AED95551.1,52.85,1684,680,22,1,1655,1,1599,0,1666,GCF_000188115.5,binding protein [Arabidopsis thaliana]
XP_010318745.1,ANM59347.1,47.154,246,129,1,9,253,9,254,1.95e-70,250,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_010318746.1,ANM59347.1,47.154,246,129,1,9,253,9,254,1.89e-70,249,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_010318747.1,ANM59347.1,47.154,246,129,1,9,253,9,254,1.98e-70,249,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_010318748.1,ANM59347.1,47.154,246,129,1,9,253,9,254,1.82e-70,249,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_010318751.1,ANM59347.1,47.154,246,129,1,9,253,9,254,1.54e-70,249,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_010321879.1,AED91842.1,48.995,398,177,11,63,444,7,394,3e-106,321,GCF_000188115.5,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_010322138.1,AED91842.1,56.532,421,151,11,1,416,1,394,2.44e-149,430,GCF_000188115.5,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_010322673.1,ANM59347.1,31.87,615,389,11,25,622,21,622,1.48e-69,241,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_010322674.1,ANM59347.1,31.87,615,389,11,25,622,21,622,3.57e-70,242,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_010325156.1,AEE86090.1,46.043,695,290,14,1028,1712,905,1524,1.7e-162,536,GCF_000188115.5,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_010326927.1,ANM59181.1,61.008,972,334,12,318,1277,142,1080,0,1196,GCF_000188115.5,trithorax-like protein 2 [Arabidopsis thaliana]
XP_019066558.1,AED95553.1,52.816,1687,681,23,1,1658,1,1601,0,1668,GCF_000188115.5,binding protein [Arabidopsis thaliana]
XP_019068650.1,ANM59347.1,47.154,246,129,1,9,253,9,254,1.56e-70,249,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_019068651.1,ANM59347.1,47.154,246,129,1,9,253,9,254,1.73e-70,249,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_019070820.1,AEE86090.1,46.043,695,290,14,1028,1712,905,1524,1.7e-162,536,GCF_000188115.5,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_025885656.1,AED91842.1,50.549,364,150,9,1,348,46,395,1.34e-103,312,GCF_000188115.5,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_025885657.1,AED91842.1,50.549,364,150,9,1,348,46,395,1.81e-104,313,GCF_000188115.5,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_025885658.1,AED91842.1,50.549,364,150,9,1,348,46,395,1.34e-103,312,GCF_000188115.5,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_025885929.1,ANM59347.1,47.154,246,129,1,9,253,9,254,9.9e-71,249,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_025885939.1,ANM59347.1,33.287,721,377,18,17,715,11,649,1.58e-91,306,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_025886670.1,AEE82119.1,60.265,1359,448,20,3,1309,2,1320,0,1536,GCF_000188115.5,MUTS homolog 6 [Arabidopsis thaliana]
XP_025887101.1,ANM65283.1,50,150,66,4,106,248,440,587,1.65e-30,119,GCF_000188115.5,RING/FYVE/PHD-type zinc finger family protein [Arabidopsis thaliana]
XP_025887103.1,ANM65283.1,50,150,66,4,106,248,440,587,1.65e-30,119,GCF_000188115.5,RING/FYVE/PHD-type zinc finger family protein [Arabidopsis thaliana]
XP_025887105.1,ANM65283.1,50,150,66,4,106,248,440,587,1.65e-30,119,GCF_000188115.5,RING/FYVE/PHD-type zinc finger family protein [Arabidopsis thaliana]
XP_025887394.1,ANM59347.1,31.87,615,389,11,25,622,21,622,1.48e-69,241,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_025887395.1,ANM59347.1,31.743,608,385,11,25,615,21,615,7.4e-68,235,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_025887402.1,AED91614.1,53.968,63,29,0,375,437,33,95,1.44e-19,90.9,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_025887403.1,AED91614.1,36.082,97,60,1,267,363,1,95,5.05e-18,85.1,GCF_000188115.5,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_003529772.2,ANM59347.1,48.718,273,134,2,15,286,11,278,3.9e-77,265,GCF_000004515.6,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_003531420.1,AED91842.1,52.607,422,169,10,1,419,1,394,1.01e-133,390,GCF_000004515.6,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_003531916.1,ANM59181.1,61.578,963,335,12,135,1085,141,1080,0,1189,GCF_000004515.6,trithorax-like protein 2 [Arabidopsis thaliana]
XP_003533923.1,AED91842.1,55.432,359,117,6,1,330,50,394,1.19e-131,382,GCF_000004515.6,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_003540542.1,AED91842.1,58.392,423,144,12,1,420,1,394,1.11e-151,436,GCF_000004515.6,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_003545513.1,AEE86090.1,39.32,1676,801,50,1,1602,1,1534,0,955,GCF_000004515.6,Enhancer of polycomb-like transcription factor protein [Arabidopsis thaliana]
XP_003545962.3,AED91842.1,52.009,423,169,11,80,497,1,394,1.2e-132,390,GCF_000004515.6,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_003552647.1,ANM59181.1,62.162,962,330,12,136,1085,141,1080,0,1197,GCF_000004515.6,trithorax-like protein 2 [Arabidopsis thaliana]
XP_003554345.1,AEE79740.1,65.546,119,34,2,1,118,1,113,7.33e-47,154,GCF_000004515.6,Disease resistance-responsive (dirigent-like protein) family protein [Arabidopsis thaliana]
XP_006575233.1,AED91842.1,52.658,395,142,7,24,388,15,394,2.93e-133,388,GCF_000004515.6,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_006575235.1,AED91842.1,53.276,351,120,6,31,352,59,394,1.29e-119,352,GCF_000004515.6,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_006575237.1,AED91842.1,54.167,360,121,6,1,331,50,394,7.3e-127,369,GCF_000004515.6,Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
XP_006578118.1,AEE85972.1,45.849,783,361,22,1,764,1,739,1.11e-173,526,GCF_000004515.6,transcriptional regulator [Arabidopsis thaliana]
XP_006581331.1,AEE85972.1,45.987,785,361,22,1,768,1,739,1.15e-173,526,GCF_000004515.6,transcriptional regulator [Arabidopsis thaliana]
XP_006581332.1,AEE85972.1,45.86,785,361,22,1,767,1,739,1.77e-173,526,GCF_000004515.6,transcriptional regulator [Arabidopsis thaliana]
XP_006581333.1,AEE85973.1,43.527,811,360,29,3,788,1,738,1.65e-159,490,GCF_000004515.6,transcriptional regulator [Arabidopsis thaliana]
XP_006583093.1,ANM59347.1,48.718,273,134,2,15,286,11,278,3.76e-77,265,GCF_000004515.6,Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
XP_006584103.1,AED95553.1,55.868,1670,640,18,5,1651,8,1603,0,1758,GCF_000004515.6,binding protein [Arabidopsis thaliana]
XP_006584104.1,AED95553.1,55.969,1667,640,18,5,1648,8,1603,0,1759,GCF_000004515.6,binding protein [Arabidopsis thaliana]
