GC PWWPtblastn Tudortblastn
GCF_014176215.1 3755 Inf
GCF_023055435.1 34865 17169790
GCF_902827165.1 1192 Inf
GCF_003227725.1 Inf Inf
GCF_003227715.2 Inf Inf
GCF_008403515.1 68660 Inf
GCF_002999335.1 Inf Inf
GCF_003342905.1 3298 Inf
GCF_001653265.1 264057 1098450
GCF_000143415.4 551695 82388
GCF_000341285.1 39052 Inf
GCF_000385455.1 4088 Inf
GCF_000390285.2 Inf Inf
GCF_002113885.1 8061 Inf
GCF_002738345.1 556929 1346
GCF_018835915.1 Inf Inf
GCF_000186865.1 35277 741
GCF_000325575.1 3731 Inf
GCF_000463585.1 4372634 671
GCF_001263595.1 Inf 6107
GCF_000281125.3 14717 Inf
GCF_000517525.1 1640 Inf
GCF_000230625.1 8702 Inf
GCF_000260195.1 55949 554734
GCF_002117355.1 81800 Inf
GCF_028827155.1 222491 208495
GCF_902500615.1 923 Inf
GCF_019393585.1 Inf Inf
GCF_000648695.1 Inf Inf
GCF_001901225.1 Inf Inf
GCF_002738365.1 611843 1343
GCF_000836215.1 Inf Inf
GCF_000733215.1 7820 887
GCF_000471905.2 2096717 3346
GCF_000699045.2 Inf Inf
GCF_000147415.1 108329 1644
GCF_000455745.1 15060 Inf
GCF_004916995.1 961 Inf
GCF_000149335.2 89090 94151
GCF_000283155.1 3627 Inf
GCF_000359705.1 61001 102
GCF_000143565.1 Inf 259613
GCF_000698965.1 4736 Inf
GCF_000354255.1 56093 102
GCF_000754665.1 4476 Inf
GCF_000721775.1 70191 Inf
GCF_000151145.1 119430 35311
GCF_000149925.1 Inf 446280
GCF_017591425.1 3220 Inf
GCF_021234435.1 3618 Inf
GCF_024217435.1 741 2572607
GCF_003444635.1 147370 Inf
GCF_003344945.1 1210700 1436288
GCF_003987935.1 Inf Inf
GCF_002260705.1 967 3425891
GCF_001188975.3 Inf Inf
GCF_003426925.1 5117 Inf
GCF_000220905.1 Inf Inf
GCF_003160815.1 4724 10262194
GCF_001605985.2 2454040 16725859
GCF_000648655.2 Inf Inf
GCF_000622305.1 4263 Inf
GCF_000184785.3 6781056 Inf
GCF_013731165.1 Inf Inf
GCF_000298355.1 4473 Inf
GCF_001186385.1 Inf Inf
GCF_000186305.1 4598 Inf
GCF_000507365.1 Inf Inf
GCF_002926055.2 58642 7095
GCF_015533775.1 970824 Inf
GCF_000004985.1 Inf Inf
GCF_000988165.1 Inf 47389
GCF_000151645.1 Inf Inf
GCF_000204055.1 2429469 Inf
GCF_000143365.1 15549 919747
GCF_000330505.1 172371 Inf
GCF_001477535.1 Inf Inf
GCF_002102435.1 574 Inf
GCF_000149985.1 702337 105
GCF_001632365.1 61031 76545
GCF_000182805.3 396219 679155
GCF_023375885.1 140454 Inf
GCF_905146905.1 4688 Inf
GCF_018691265.1 4606 16516295
GCF_006381635.1 Inf 1162
GCF_015476425.1 758206 Inf
GCF_001879475.1 Inf 1383
GCF_018977255.1 878 Inf
GCF_002938485.1 254731 Inf
GCF_019207475.1 100479 36376
GCF_014235925.1 Inf Inf
GCF_002303985.1 983470 470
GCF_000151665.1 160710 776
GCF_002803265.2 3250582 Inf
GCF_000764305.2 13196 Inf
GCF_014885135.2 4521 Inf
GCF_000181795.1 Inf Inf
GCF_001412225.1 Inf Inf
GCF_003426905.1 5533911 Inf
GCF_000188095.3 414692 Inf
GCF_000220395.1 Inf Inf
GCF_001465965.1 119942 Inf
GCF_001443325.1 866 Inf
GCF_900067755.1 5517 Inf
GCF_001443285.1 866 Inf
GCF_000708225.1 4750 Inf
GCF_003651465.1 Inf Inf
GCF_000151845.1 3697 Inf
GCF_900000015.1 1383223 350831
GCF_000183805.2 Inf Inf
GCF_000485595.1 6974 Inf
GCF_007827085.1 540 Inf
GCF_000258705.1 30673 978
GCF_001664045.1 4541 14841
GCF_000143105.1 67667 465524
GCF_001638985.1 Inf 588471
GCF_000218685.1 240221 94067
GCF_000146915.1 464502 Inf
GCF_000151315.2 64131 68519
GCF_000961545.1 184772 892432
GCF_000151125.1 28326 Inf
GCF_000003525.1 2088340 Inf
GCF_000403515.1 Inf 922135
GCF_001636725.1 188948 1632613
GCF_000523455.1 Inf 102
GCF_000247585.1 Inf 278527
GCF_003286155.1 13435122 Inf
GCF_014108235.1 738 Inf
GCF_020809275.1 182936 Inf
GCF_003286085.1 4295117 8902290
GCF_028750875.1 3929325 746162
GCF_014083535.2 2037124 Inf
GCF_001561935.1 261743 41946
GCF_004011695.1 120031 736337
GCF_014805655.1 4065 Inf
GCF_002093755.2 Inf Inf
GCF_008641045.1 Inf 1544
GCF_900080235.1 1565 Inf
GCF_012932325.1 1146 Inf
GCF_001715985.3 4276 Inf
GCF_001984765.1 3256 Inf
GCF_003025115.1 71580 385949
GCF_000150275.1 2367 Inf
GCF_003724135.2 39750 Inf
GCF_001447265.1 4078 Inf
GCF_009761245.1 9921 Inf
GCF_000737465.1 4597 Inf
GCF_000591075.1 1893 Inf
GCF_000485575.1 870 Inf
GCF_000414095.1 Inf 1570
GCF_000277835.1 4113 Inf
GCF_000705375.1 1801 Inf
GCF_001313835.1 114714 Inf
GCF_003327715.1 4151 Inf
GCF_000699245.1 3478 Inf
GCF_000690715.1 5089 Inf
GCF_000691405.1 4602 Inf
GCF_001652005.2 Inf Inf
GCF_000709365.1 5068 Inf
GCF_000499605.1 Inf Inf
GCF_000732505.1 2252 Inf
GCF_000499425.1 Inf Inf
GCF_000696425.1 4268 Inf
GCF_000225785.1 6681 Inf
GCF_000150735.1 23872 797281
GCF_014805625.2 3323422 Inf
GCF_000006405.1 Inf 521362
GCF_022079265.1 3885 37469822
GCF_018153295.1 Inf Inf
GCF_018152505.1 368950 Inf
GCF_018153845.1 3082179 Inf
GCF_027474105.1 860 Inf
GCF_028827555.1 163319 361304
GCF_003285905.1 Inf Inf
GCF_002926085.2 3291 96627
GCF_003285875.2 Inf Inf
GCF_020744475.1 104329 682789
GCF_020137385.1 141683 Inf
GCF_000203815.1 14531 79977
GCF_000732125.1 257798 116018
GCF_026229845.1 94020 568913
GCF_902827175.1 1184 Inf
GCF_000612105.2 Inf Inf
GCF_000836115.1 11101 944
GCF_005281655.2 Inf Inf
GCF_005190385.1 3843 41666971
GCF_010614865.2 Inf Inf
GCF_004028035.1 4499 Inf
GCF_023601865.1 Inf Inf
GCF_019238085.1 3358 8027219
GCF_017639235.1 4142 Inf
GCF_002072235.1 524412 195948
GCF_008802855.1 14295 Inf
GCF_000320565.1 32812 21113
GCF_003676075.3 5148 Inf
GCF_001604755.1 4278 Inf
GCF_000952055.2 9432 Inf
GCF_000955945.1 8265 Inf
GCF_001431845.1 4893 Inf
GCF_011392965.1 Inf Inf
GCF_907164565.1 4055 Inf
GCF_025091365.1 3805033 256100
GCF_009176505.1 898401 Inf
GCF_000696695.1 5295 Inf
GCF_030028575.1 4228 Inf
GCF_000671375.1 14656 Inf
GCF_000806365.1 327436 Inf
GCF_000708025.1 4653 Inf
GCF_000164805.1 7163 Inf
GCF_000956235.1 1523793 Inf
GCF_000243295.1 3959 Inf
GCF_000715545.1 Inf Inf
GCF_000520075.1 Inf 288057
GCF_001698545.2 9166 Inf
GCF_000188695.1 652668 419071
GCF_001723895.1 13253 Inf
GCF_900005855.1 Inf Inf
GCF_000499385.1 Inf Inf
GCF_000699145.1 Inf Inf
GCF_000747805.2 5157 Inf
GCF_001313825.1 Inf Inf
GCF_000687185.1 4726 Inf
GCF_000181295.1 518 Inf
GCF_000696875.1 4500 Inf
GCF_000691845.1 4471 Inf
GCF_000690535.1 4651 Inf
GCF_000690775.1 4716 Inf
GCF_000687285.1 4632 Inf
GCF_000695765.1 4109 Inf
GCF_018167655.1 4254 Inf
GCF_943737965.1 3770 Inf
GCF_028551555.1 4098 Inf
GCF_014108415.1 334 Inf
GCF_018152535.1 4115030 Inf
GCF_026119805.1 343 7992934
GCF_009764315.1 9727 Inf
GCF_025592945.1 4269 Inf
GCF_018152115.1 724186 Inf
GCF_018152695.1 2351338 Inf
GCF_014108245.1 6826 Inf
GCF_018152265.1 770163 Inf
GCF_019054845.1 1835 Inf
GCF_013123115.1 1878965 94387
GCF_020360975.1 Inf 5233312
GCF_028828655.1 49156 1220854
GCF_013390195.1 52457 203337
GCF_011075155.1 52100 215097
GCF_018151105.1 Inf Inf
GCF_028554395.1 5409 Inf
GCF_003851025.1 180190 264009
GCF_011952255.1 404338 Inf
GCF_020726555.1 241250 60477
GCF_018153835.1 Inf 9275113
GCF_025882075.1 5499 401988
GCF_003945595.2 4296 Inf
GCF_003942205.1 26854 99096
GCF_021365365.1 945595 Inf
GCF_900519145.1 23707 Inf
GCF_022264815.1 174698 296208
GCF_018340605.1 432464 775304
GCF_000835515.1 10423 119105
GCF_001896365.1 81935 Inf
GCF_010416935.1 114375 Inf
GCF_000836275.1 12056 301562
GCF_000835495.1 10212 678705
GCF_013122585.1 591 Inf
GCF_029017545.1 1390090 1272
GCF_002105105.1 134591 Inf
GCF_003013735.1 70075 248370
GCF_001481775.2 Inf 81652
GCF_018404265.1 987554 69709
GCF_001642045.1 589759 680300
GCF_000836295.1 194379 291320
GCF_003009895.1 4047 Inf
GCF_001865345.1 Inf 12213
GCF_022478825.1 83812 108872
GCF_014066325.1 2041987 Inf
GCF_004348235.1 4958 45061568
GCF_009828535.3 Inf Inf
GCF_000313985.2 3606 Inf
GCF_011630105.1 4837 Inf
GCF_001186105.1 4462843 Inf
GCF_000708925.1 4686 Inf
GCF_000327345.1 195 Inf
GCF_001594115.1 284094 Inf
GCF_001723915.1 13049 Inf
GCF_000223845.1 149613 109911
GCF_000239395.1 922 2533911
GCF_000003605.2 15156 Inf
GCF_000388065.1 121269 880255
GCF_000499745.2 Inf Inf
GCF_021234165.1 3930 84169236
GCF_012274295.1 1102589 1516107
GCF_002846915.1 216782 525038
GCF_030347475.1 195828 325371
GCF_002865645.1 434396 Inf
GCF_001890725.1 309842 43986
GCF_000349305.1 9216 163464
GCF_000281105.1 156026 Inf
GCF_000392275.1 45456 Inf
GCF_000600275.1 105490 697478
GCF_000150975.2 10516 81944
GCF_000151505.1 65160 73745
GCF_001458135.2 5142 Inf
GCF_000300595.1 287990 76520
GCF_000344685.1 187179 78088
GCF_000151545.1 106776 Inf
GCF_000257125.1 Inf Inf
GCF_000003855.2 3460907 Inf
GCF_000003515.1 1847581 62914
GCF_024362965.1 3876 Inf
GCF_022539395.1 4245 3843162
GCF_003935025.1 1389397 1359
GCF_021117445.2 230253 1270
GCF_029603195.1 Inf Inf
GCF_023614345.1 2043139 12417063
GCF_011692745.1 58813 17119
GCF_020744385.1 77878 302709
GCF_028296485.1 1332 Inf
GCF_028828765.1 119803 585615
GCF_019650295.1 95520 8812
GCF_020726525.1 22630 4062109
GCF_022539665.1 800 Inf
GCF_022984875.1 164806 870914
GCF_000820605.1 1109931 130655
GCF_020744255.1 560666 358993
GCF_020736505.1 14402 90
GCF_011952275.1 403257 Inf
GCF_019321695.1 59298 242141
GCF_029890125.1 2519 Inf
GCF_014898055.3 4873 Inf
GCF_021365285.1 434884 412856
GCF_002251995.1 23100 9021
GCF_013461495.1 122430 Inf
GCF_011952205.1 Inf Inf
GCF_014824575.3 3728 Inf
GCF_016545835.1 9640 Inf
GCF_014066315.1 108062 Inf
GCF_002897235.1 368560 14252
GCF_025528875.1 137742 123930
GCF_019456465.1 214150 37738
GCF_029532465.1 218807 958055
GCF_002847485.1 21987 247134
GCF_004324835.1 852690 Inf
GCF_016077235.1 9505 Inf
GCF_008694065.1 81288 2015009
GCF_000004825.1 170700 140776
GCF_003918875.1 22798 Inf
GCF_013357705.1 22080 Inf
GCF_021976095.1 3329609 4266957
GCF_022836535.1 52857 174089
GCF_002102565.1 21800 Inf
GCF_019649055.1 Inf 52359
GCF_012393455.1 4913 Inf
GCF_024521635.1 67486 547119
GCF_017590055.1 4088 Inf
GCF_010015895.1 4746 Inf
GCF_016647635.1 479078 Inf
GCF_014066305.1 125860 Inf
GCF_017590135.1 4100 Inf
GCF_900185275.1 Inf 1185
GCF_010015615.1 74091 1846768
GCF_025024165.1 111387 96468
GCF_024613125.1 306336 829830
GCF_022578515.1 73086 Inf
GCF_015039405.1 683845 Inf
GCF_000599845.2 249825 Inf
GCF_016647745.1 Inf 838588
GCF_019049425.1 82238 194681
GCF_000836435.1 9640 Inf
GCF_022478715.1 Inf Inf
GCF_016758755.1 Inf 9200
GCF_006547405.1 3853 Inf
GCF_016758785.1 95634 87236
GCF_022478755.1 79166 123299
GCF_022114955.1 1128846 28585
GCF_022376455.1 276034 Inf
GCF_016628075.1 61170 Inf
GCF_016758775.1 4687 Inf
GCF_003324165.1 354738 Inf
GCF_002847045.1 34952 Inf
GCF_001831195.1 Inf Inf
GCF_022495145.1 77833 260371
GCF_000585565.1 8739 107954
GCF_003184585.1 43187 149422
GCF_902729225.1 3706 Inf
GCF_002938995.1 644131 Inf
GCF_025399195.1 Inf 50601
GCF_000804445.1 691573 92863
GCF_000803265.1 7851 67570
GCF_900074925.1 8605 2737925
GCF_000738915.1 13219 170125
GCF_000271625.1 151871 445860
GCF_003144115.1 Inf 123569
GCF_016647625.1 Inf Inf
GCF_019112545.1 Inf 187707
GCF_025094135.1 158095 193253
GCF_022376445.1 Inf Inf
GCF_001272555.1 627925 Inf
GCF_000787575.1 217086 205680
GCF_001661345.1 4540 Inf
GCF_026225885.1 633685 Inf
GCF_003265705.1 4288 Inf
GCF_003343035.1 3467 Inf
GCF_000250985.1 65902 51225
GCF_014898765.1 4139 Inf
GCF_009176525.2 1330714 Inf
GCF_002237265.1 Inf Inf
GCF_012550715.1 85901 72178
GCF_015345945.1 2727444 Inf
GCF_002925995.2 12112 Inf
GCF_001594065.2 Inf Inf
GCF_002891405.2 6783 Inf
GCF_000192795.1 1526 Inf
GCF_001594055.1 Inf Inf
GCF_004785775.1 4384 Inf
GCF_000231115.1 151647 132748
GCF_000260355.1 6137 Inf
GCF_002168275.1 16969 1377
GCF_001412515.2 488650 Inf
GCF_000690725.1 963 Inf
GCF_004355925.1 937 4706812
GCF_000417875.1 Inf 52745
GCF_001483705.2 Inf Inf
GCF_003070985.1 Inf Inf
GCF_000951035.1 8081 Inf
GCF_002872115.1 1008 Inf
GCF_000524495.1 213778 Inf
GCF_000390325.2 Inf 1403
GCF_000949405.1 Inf Inf
GCF_000442215.2 3850 Inf
GCF_900518725.1 6983 Inf
GCF_000281045.1 89403 Inf
GCF_001595765.1 4818 Inf
GCF_001594075.2 Inf Inf
GCF_001515645.1 1285 Inf
GCF_003710045.2 Inf Inf
GCF_000149585.1 878729 377690
GCF_001654015.2 Inf Inf
GCF_000299155.1 3104 Inf
GCF_000412655.1 198 Inf
GCF_001263275.1 26190 Inf
GCF_000296735.1 3574 Inf
GCF_001687245.2 Inf Inf
GCF_002087225.1 306961 379082
GCF_000298275.1 852 Inf
GCF_001594045.1 3043592 Inf
GCF_000150825.1 106816 18516
GCF_000143395.1 Inf Inf
GCF_000691245.1 Inf 9756
GCF_000142905.1 41831 92408
GCF_003719475.1 Inf Inf
GCF_029834395.1 3143 Inf
GCF_028827405.1 609203 184259
GCF_028827145.1 222178 22154
GCF_028829585.1 674373 27475
GCF_028829835.1 398918 450581
GCF_003285725.1 Inf Inf
GCF_028828465.1 24817 300468
GCF_014595645.1 95192 105630
GCF_028828445.1 18798 617160
GCF_013390185.1 52581 343372
GCF_014461135.1 408709 Inf
GCF_028827395.1 235341 567680
GCF_028826775.1 337176 572783
GCF_028828555.1 44271 59172
GCF_028828045.1 Inf 46100
GCF_028829765.1 411483 201115
GCF_028826845.1 467429 57923
GCF_028828085.1 547984 190766
GCF_028827525.1 220319 509391
GCF_028827895.1 258101 363017
GCF_027946475.1 1853634 23004
GCF_028827025.1 694540 198548
GCF_028828015.1 1433595 103510
GCF_028827165.1 92976 182185
GCF_028826855.1 93197 419077
GCF_028828005.1 73456 72866
GCF_028974085.1 14133 121272
GCF_028974065.1 524161 45348
GCF_028829465.1 85218 116321
GCF_028827735.1 275450 236030
GCF_028827265.1 252176 754408
GCF_028974205.1 105690 185967
GCF_028827665.1 49904 140887
GCF_028827675.1 1156409 387233
GCF_028827695.1 308478 218114
GCF_028828195.1 148360 938521
GCF_028828495.1 100906 18734
GCF_028827545.1 Inf 162157
GCF_028826915.1 69757 518009
GCF_028826965.1 139937 1058
GCF_907166805.1 193749 90
GCF_900408965.1 836 2886884
GCF_024043145.1 78403 90
GCF_001651985.1 9318 167804
GCF_014898535.1 133871 Inf
GCF_900044065.1 547521 26404
GCF_019207285.1 74190 36343
GCF_011947395.1 51841 Inf
GCF_900245975.1 4688294 5981840
GCF_026319265.1 52461 Inf
GCF_903064755.1 28310 410285
GCF_013396075.1 123842 43717
GCF_003316985.1 Inf Inf
GCF_003268045.1 Inf Inf
GCF_900497805.2 6361 Inf
GCF_024244095.1 Inf 16783
GCF_900518735.1 5377 Inf
GCF_001891065.2 782 Inf
GCF_000313525.1 Inf Inf
GCF_002006095.1 Inf Inf
GCF_000956335.1 Inf 65437
GCF_001515625.1 1494 Inf
GCF_001515605.1 1316 Inf
GCF_003719485.1 Inf Inf
GCF_937616625.2 2386476 961
GCF_900002335.3 76818 395626
GCF_009914755.1 7670 Inf
GCF_000149245.1 102112 33831
GCF_000210295.1 118497 72837
GCF_016700215.2 3369 8102375
GCF_000002285.5 4926 Inf
GCF_014441545.1 4934 Inf
GCF_000149385.1 307414 68378
GCF_000149955.1 55557 560589
GCF_003668045.3 5166 Inf
GCF_014633375.1 3198 Inf
GCF_000292725.1 14837 433547
GCF_003184595.1 161559 808571
GCF_000300555.1 182478 111748
GCF_000166005.1 Inf 105
GCF_000385595.1 Inf Inf
GCF_000488995.1 Inf Inf
GCF_003327735.1 141842 270044
GCF_000441935.1 107479 Inf
GCF_000349385.1 37360 Inf
GCF_000209485.1 Inf Inf
GCF_000814945.1 10230 Inf
GCF_000265015.1 Inf 448041
GCF_001277935.1 477749 Inf
GCF_000001895.5 5133 Inf
GCF_000002265.2 4956 Inf
GCF_000005425.2 8413937 1520
GCF_000003205.7 4481 Inf
GCF_000003055.6 4481 Inf
GCF_000002315.6 3363 4235431
GCF_000005005.2 6036242 1015
GCF_005444595.1 4936 Inf
GCF_000772875.2 7962 Inf
GCF_000298735.2 763 Inf
GCF_000686985.2 2191818 740
GCF_001663975.1 4399 Inf
GCF_000002195.4 1307027 9153254
GCF_000002305.2 5296 9319587
GCF_002163495.1 9136 Inf
GCF_000003625.3 3991 Inf
GCF_000364345.1 7957 Inf
GCF_000219495.3 1810945 1269
GCF_000148765.1 424895 131
GCF_000233375.1 11367 Inf
GCF_000313675.1 1114 Inf
GCF_000710875.1 24719548 1586
GCF_003850225.1 3793 Inf
GCF_000317415.1 1599459 1473
GCF_011064685.2 Inf Inf
GCF_003990815.1 916 Inf
GCF_003121395.1 4542 Inf
GCF_019923925.1 4540 Inf
GCF_009663435.1 7981 Inf
GCF_000004665.1 8525 Inf
GCF_000409795.2 7979 Inf
GCF_000951615.1 1695 Inf
GCF_008822105.2 4020 Inf
GCF_000151805.1 4063 Inf
GCF_002917755.1 2770652 1074
GCF_000511025.2 273212 1074
GCF_000754195.2 2510459 1329310
GCF_000826755.1 444609 1588
GCF_002880755.1 7970 Inf
GCF_000001515.7 4421 Inf
GCF_013347765.1 752 Inf
GCF_000002295.2 7679 188540472
GCF_000264685.3 7946 116754857
GCF_000002325.3 116244 Inf
GCF_001465895.1 757 Inf
GCF_000214255.1 5808571 Inf
GCF_000372685.2 1763 Inf
GCF_002872995.1 9027 Inf
GCF_000180615.1 685 Inf
GCF_000005975.2 1379541 4761166
GCF_001190045.1 1924051 1298
GCF_009078355.1 1183 3008283
GCF_008122165.1 7743 Inf
GCF_000151905.2 7755 Inf
GCF_018398675.1 1365 Inf
GCF_000005245.1 1616789 Inf
GCF_000767585.1 3977 Inf
GCF_003671635.1 1179 2988176
GCF_000472105.1 Inf Inf
GCF_003013835.1 Inf Inf
GCF_000806345.2 Inf Inf
GCF_000355655.1 471641 Inf
GCF_900239965.1 Inf Inf
GCF_001856805.1 Inf Inf
GCF_001685135.1 3760 Inf
GCF_000344595.1 11932 Inf
GCF_000208655.3 3717 Inf
GCF_000239415.1 830 Inf
GCF_007115625.1 4063 Inf
GCF_000534875.1 4063 Inf
GCF_000766835.1 4568 Inf
GCF_003584765.2 4357 Inf
GCF_001466805.2 3759 Inf
GCF_003343065.1 34937 Inf
GCF_000005175.2 530796 10738326
GCF_000769155.1 Inf Inf
GCF_000147195.1 Inf Inf
GCF_000147175.1 Inf Inf
GCF_000006255.1 Inf Inf
GCF_000005215.3 Inf Inf
GCF_001624265.1 1239 Inf
GCF_000149515.1 50992 Inf
GCF_000980195.1 Inf Inf
GCF_003260585.2 97687 Inf
GCF_000184105.1 Inf 103388
GCF_023158985.2 14765 Inf
GCF_014825515.1 3623 Inf
GCF_002776465.1 935 Inf
GCF_001937115.1 Inf Inf
GCF_003709585.1 3873 Inf
GCF_014570555.1 3803 7405273
GCF_002940915.2 3728 Inf
GCF_001443585.1 3873 Inf
GCF_000788275.1 981 Inf
GCF_002109545.1 811 Inf
GCF_000337955.1 4739 Inf
GCF_000182985.1 Inf Inf
GCF_000005925.1 Inf Inf
GCF_000238935.1 5290 Inf
GCF_000165045.1 3106 Inf
GCF_000687225.1 4378 Inf
GCF_000292845.1 3198 Inf
GCF_003665695.1 1507 Inf
GCF_000472045.1 3390 Inf
GCF_000337975.1 4697 Inf
GCF_000699085.1 3191 Inf
GCF_000966335.1 Inf Inf
GCA_000143535.4 34207 15246
GCA_016906535.1 1283904 Inf
GCA_001417885.1 79178 32297
GCA_000002725.2 41383 Inf
GCA_900002385.2 77745 Inf
GCA_009556855.1 159602 240488
GCA_000091205.1 13570 23038
GCA_947243795.1 91714 10020
GCA_000687475.2 10445 1039531
GCA_030272155.1 214820 2619
GCA_026914185.1 1053033 494994
GCA_016861625.1 738448 85815
GCA_000226095.1 131405 446879
GCA_011074885.2 109653 301658
GCA_003290485.1 22370 16709
GCA_003814445.1 119622 509777
GCA_016861735.1 146697 1143754
GCA_903995115.1 39445 1090391
GCA_000091025.4 40653 97282
GCA_000740895.1 Inf 364719
GCA_026184415.1 281650 374353
GCA_002287475.2 312832 912724
GCA_023205875.1 452269 597
GCA_019677325.2 64134 25325
GCA_020509005.2 120247 902039
GCA_000092065.1 20090 18631
GCA_023278565.1 53031 650007
GCA_023101225.1 377417 241271
GCA_016861865.1 961681 58608
GCA_026873545.1 569597 238172
GCA_022605165.1 610982 160785
GCA_004217705.1 66937 45802
GCA_007735645.1 730143 914048
GCA_009938135.1 4 23405
GCA_001984395.2 11210 404119
GCA_900080155.1 23683 14206
GCA_016952355.1 84308 34466
GCA_000226115.1 12236 86173
GCA_019565615.1 481225 1038392
GCA_013368755.1 60796 421754
GCA_023920165.1 215285 102
GCA_001592805.2 18446 266396
GCA_900681995.1 57833 Inf
GCA_013402915.1 116065 337829
GCA_017301755.1 281576 Inf
GCA_020045945.2 280030 195790
GCA_026210745.1 192124 7121
GCA_016906575.1 319639 92085
GCA_024114885.1 124334 49062
GCA_000412225.2 99949 343102
GCA_029542865.1 15319 251196
GCA_029542825.1 1096 78609
GCA_013694445.1 142258 382129
GCA_000006445.2 66306 93962
GCA_002079055.1 165357 202869
GCA_000237345.1 57482 91918
GCA_000026365.1 10141 63645
GCA_000243375.1 242974 26997
GCA_000142805.1 112910 92281
GCA_000304475.1 79343 32564
GCA_000315915.1 93036 434385
GCA_000348985.1 34779 68626
GCA_000227115.2 46700 712525
GCA_000002945.2 27417 233846
GCA_000182965.3 491823 75078
GCA_000091045.1 307705 68978
GCA_000011425.1 381001 113064
GCA_014117465.1 64275 186820
GCA_900231445.1 37794262 994
GCA_000227135.2 16099 245953
GCA_000027005.1 392507 203051
GCA_011022315.1 56576 246092
GCA_900079805.1 65755 34333
GCA_030408175.1 1323132 1203
GCA_905216605.1 30184 733
GCA_000185945.1 124495 95592
GCA_902850265.1 5490519 Inf
GCA_000208865.2 601559 1585378
GCA_030553155.1 1992955 Inf
GCA_000214015.2 10538 86179
GCA_000315875.1 52154 64193
GCA_021613535.1 549589 Inf
GCA_020844145.1 1098 1569024
GCA_002954075.1 73280 19600
GCA_028411795.1 808482 950
GCA_000691945.2 87421 168651
GCA_000091225.2 8790 25448
GCA_900007375.1 537288 127192
GCA_021491655.1 310909 2464
GCA_013387185.1 3330796 Inf
GCA_000755165.1 112692 335572
GCA_000146465.1 51329 50108
GCA_900162835.1 5100 406737
GCA_023547065.1 1487083 3230
GCA_001680005.1 164008 225769
GCA_900106115.1 56977 110930
GCA_000235365.1 5591 838
GCA_002220235.1 106070 51771
GCA_921294245.1 368477 14056463
GCA_017357885.1 391969 227615
GCA_902810595.1 1383 Inf
GCA_900257145.2 Inf 2117250
GCA_949927565.1 8161334 168710
GCA_000219625.1 48252 Inf
GCA_000187245.3 74551 36362
GCA_900074725.1 23471 233992
GCA_000236905.1 174968 152988
GCA_900074755.1 121248 29066
GCA_900074715.1 27723 203
GCA_001433935.1 8380923 1520
GCA_000004515.5 1374121 1338
GCA_007990345.1 14808980 1427
GCA_020379485.1 1951304 740
GCA_003473485.2 1855448 1269
GCA_000003195.3 2731057 1031
GCA_000002595.3 2465400 667142
GCA_000004075.3 857154 1237
GCA_000002655.1 36311 13430
GCA_000006565.2 319857 320179
GCA_000346465.2 1198113 1917
GCA_000182925.2 317043 134383
GCA_000499845.1 715895 1297
GCA_000002495.2 Inf 325104
GCA_000002445.1 116705 469428
GCA_000004195.4 1817 85013164
GCA_000240135.3 254353 968635
GCA_000005575.1 3193877 11041925
GCA_001659605.2 3023577 1218
GCA_000002425.2 377847 1422
GCA_000328475.2 88096 288338
GCA_000801105.3 1425299 975
GCA_000002415.2 67091 77657
GCA_020796205.1 335055 1590
GCA_900002375.2 77425 Inf
GCA_016808335.1 9321704 957
GCA_000002435.2 19281 65909
GCA_001723175.3 28921 539462
GCA_000149555.1 454092 549332
GCA_015852605.2 2018528 1432
GCA_000340665.2 6127519 1429
GCA_029852735.1 2082556 2154
GCA_948472305.1 29282356 1323
GCA_001411555.2 8929349 1487
GCA_018804465.1 1739081 1383
GCA_002994745.2 3312300 1509
GCA_005286985.1 1092060 1020
GCA_000149405.2 78106 116653
GCA_016881025.1 5084 103688907
GCA_000002875.2 29584 243561
GCA_029852925.1 5682624 Inf
GCA_018446385.1 3023977 1950
GCA_001625215.1 1907559 1330
GCA_902201215.1 1214836 1885
GCA_000004555.3 1090069 3141059
GCA_000165345.1 2986 6575
GCA_021901695.1 274145 36236
GCA_902850365.2 8561539 Inf
GCA_902829305.4 2001908 Inf
GCA_022985175.1 2720 Inf
GCA_018687715.1 1346644 1516
GCA_003573695.1 18106690 1316
GCA_003073045.1 4450 3739658
GCA_029721355.1 32731 Inf
