GC Protein human_name arabidopsis_name organism
GCF_021134715.1 XP_046459048.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Daphnia pulex"
GCF_000227135.1 XP_003863866.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Leishmania donovani"
GCF_000227135.1 XP_003862602.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-homologue 5 [Arabidopsis thaliana]" "Leishmania donovani"
GCF_000027005.1 XP_002490775.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Komagataella phaffii GS115"
GCF_900079805.1 XP_023428129.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium fujikuroi IMI 58289"
GCF_900079805.1 XP_023429441.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium fujikuroi IMI 58289"
GCF_917563875.1 XP_050499342.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Diabrotica virgifera virgifera"
GCF_917563875.1 XP_028139017.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Diabrotica virgifera virgifera"
GCF_917563875.1 XP_028139016.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Diabrotica virgifera virgifera"
GCF_917563875.1 XP_050499340.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Diabrotica virgifera virgifera"
GCF_000185945.1 XP_003191714.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cryptococcus gattii WM276"
GCF_000185945.1 XP_003196684.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Cryptococcus gattii WM276"
GCF_000208865.1 XP_003882871.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Neospora caninum Liverpool"
GCF_000214015.3 XP_022839810.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ostreococcus tauri"
GCF_000214015.3 XP_022839138.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ostreococcus tauri"
GCF_000214015.3 XP_022839058.1 "DNA mismatch repair protein Msh2" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ostreococcus tauri"
GCF_000214015.3 XP_003081723.2 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ostreococcus tauri"
GCF_000315875.1 XP_003867187.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Candida orthopsilosis Co 90-125"
GCF_000315875.1 XP_003869211.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Candida orthopsilosis Co 90-125"
GCF_001406875.1 XP_027773976.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Solanum pennellii"
GCF_001406875.1 XP_015082185.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Solanum pennellii"
GCF_001406875.1 XP_015082184.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Solanum pennellii"
GCF_001406875.1 XP_015082183.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Solanum pennellii"
GCF_001406875.1 XP_015077356.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Solanum pennellii"
GCF_001406875.1 XP_015069949.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Solanum pennellii"
GCF_001406875.1 XP_015065697.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Solanum pennellii"
GCF_905220565.1 XP_045449909.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Melitaea cinxia"
GCF_000691945.2 XP_021338403.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Babesia microti strain RI"
GCF_000091225.2 NP_597565.2 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Encephalitozoon cuniculi GB-M1"
GCF_900007375.1 XP_025593597.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Fusarium venenatum"
GCF_026914265.1 XP_052809659.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Mya arenaria"
GCF_026914265.1 XP_052811979.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Mya arenaria"
GCF_024334085.1 XP_055682485.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Lutzomyia longipalpis"
GCF_000755165.1 XP_010702135.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Leishmania panamensis"
GCF_000755165.1 XP_010698895.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Leishmania panamensis"
GCF_000755165.1 XP_010700781.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-homologue 5 [Arabidopsis thaliana]" "Leishmania panamensis"
GCF_905220415.1 XP_045499149.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Colias croceus"
GCF_000146465.1 XP_003072549.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Encephalitozoon intestinalis ATCC 50506"
GCF_030253575.1 XP_058206767.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Rhododendron vialii"
GCF_030253575.1 XP_058227199.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Rhododendron vialii"
GCF_030253575.1 XP_058206331.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Rhododendron vialii"
GCF_030253575.1 XP_058196784.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Rhododendron vialii"
GCF_030253575.1 XP_058196783.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Rhododendron vialii"
GCF_001680005.1 XP_019917307.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Plasmodium coatneyi"
GCF_001680005.1 XP_019912576.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Plasmodium coatneyi"
GCF_000235365.1 XP_003645311.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Eremothecium cymbalariae DBVPG#7215"
GCF_000235365.1 XP_003648300.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Eremothecium cymbalariae DBVPG#7215"
GCF_002220235.1 XP_007515224.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bathycoccus prasinos"
GCF_002220235.1 XP_007514147.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Bathycoccus prasinos"
GCF_002220235.1 XP_007510230.1 "DNA mismatch repair protein Msh2" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Bathycoccus prasinos"
GCF_003576645.1 XP_031107573.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Ipomoea triloba"
GCF_003576645.1 XP_031105952.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ipomoea triloba"
GCF_003576645.1 XP_031095381.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ipomoea triloba"
GCF_003576645.1 XP_031095382.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ipomoea triloba"
GCF_003576645.1 XP_031095379.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ipomoea triloba"
GCF_003576645.1 XP_031095376.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ipomoea triloba"
GCF_003576645.1 XP_031095378.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ipomoea triloba"
GCF_003576645.1 XP_031095377.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ipomoea triloba"
GCF_003576645.1 XP_031095380.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ipomoea triloba"
GCF_003576645.1 XP_031130502.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ipomoea triloba"
GCF_000219625.1 XP_003851957.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Zymoseptoria tritici IPO323"
GCF_000219625.1 XP_003853206.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Zymoseptoria tritici IPO323"
GCF_000187245.1 XP_013937432.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ogataea parapolymorpha DL-1"
GCF_000187245.1 XP_013932702.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ogataea parapolymorpha DL-1"
GCF_000236905.1 XP_003683593.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Tetrapisispora phaffii CBS 4417"
GCF_015227675.2 NP_112320.2 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Rattus norvegicus"
GCF_015227675.2 XP_038968922.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Rattus norvegicus"
GCF_001433935.1 XP_025879134.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Oryza sativa Japonica Group"
GCF_001433935.1 XP_015622469.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Oryza sativa Japonica Group"
GCF_001433935.1 XP_015637550.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Oryza sativa Japonica Group"
GCF_001433935.1 XP_015614096.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Oryza sativa Japonica Group"
GCF_001433935.1 XP_015614097.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Oryza sativa Japonica Group"
GCF_001433935.1 XP_015614099.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Oryza sativa Japonica Group"
GCF_001433935.1 XP_015614098.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Oryza sativa Japonica Group"
GCF_001433935.1 XP_015635783.1 "DNA mismatch repair protein Msh2" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Oryza sativa Japonica Group"
GCF_000003025.6 NP_001182286.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Sus scrofa"
GCF_002263795.2 NP_001029756.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Bos taurus"
GCF_016699485.2 XP_015133608.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Gallus gallus"
GCF_902167145.1 XP_008673621.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Zea mays"
GCF_902167145.1 XP_008673620.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Zea mays"
GCF_902167145.1 NP_001146301.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Zea mays"
GCF_902167145.1 XP_008643998.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Zea mays"
GCF_902167145.1 NP_001353716.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Zea mays"
GCF_902167145.1 XP_008643995.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Zea mays"
GCF_902167145.1 XP_008643997.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Zea mays"
GCF_902167145.1 XP_020396059.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Zea mays"
GCF_000188115.5 XP_025887696.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Solanum lycopersicum"
GCF_000188115.5 XP_010323411.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Solanum lycopersicum"
GCF_000188115.5 XP_010323410.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Solanum lycopersicum"
GCF_000188115.5 XP_004242928.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Solanum lycopersicum"
GCF_000188115.5 NP_001234067.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Solanum lycopersicum"
GCF_000188115.5 XP_010318067.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Solanum lycopersicum"
GCF_000188115.5 XP_010318068.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Solanum lycopersicum"
GCF_000188115.5 XP_004232862.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Solanum lycopersicum"
GCF_011100685.1 XP_038407161.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Canis lupus familiaris"
GCF_003254725.2 XP_025321960.3 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Canis lupus dingo"
GCF_003339765.1 XP_014967800.2 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Macaca mulatta"
GCF_000004515.6 XP_006587514.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Glycine max"
GCF_000004515.6 XP_003530000.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Glycine max"
GCF_000004515.6 XP_014617758.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Glycine max"
GCF_000004515.6 XP_003549805.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Glycine max"
GCF_000004515.6 XP_014624565.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Glycine max"
GCF_000004515.6 XP_006575389.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Glycine max"
GCF_000004515.6 XP_006583816.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Glycine max"
GCF_000004515.6 XP_003529319.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Glycine max"
GCF_016772045.1 XP_014949880.3 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ovis aries"
GCF_000003745.3 XP_019078761.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Vitis vinifera"
GCF_000003745.3 XP_010656338.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Vitis vinifera"
GCF_000003745.3 XP_010663545.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Vitis vinifera"
GCF_000003745.3 XP_010663546.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Vitis vinifera"
GCF_000003745.3 XP_010662945.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Vitis vinifera"
GCF_000003745.3 XP_010662944.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Vitis vinifera"
GCF_007990345.1 XP_016682617.2 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_016754622.2 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_016668438.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_016668437.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_016678695.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_040958658.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_040958659.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_016711359.2 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_016716530.2 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_016716529.2 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_016716531.2 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_040963491.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_040963489.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_040963488.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_040963487.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_007990345.1 XP_040963490.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium hirsutum"
GCF_025698485.1 XP_017645746.2 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Gossypium arboreum"
GCF_025698485.1 XP_017611790.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Gossypium arboreum"
GCF_025698485.1 XP_017611791.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Gossypium arboreum"
GCF_025698485.1 XP_017649190.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium arboreum"
GCF_025698485.1 XP_052876019.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium arboreum"
GCF_025698485.1 XP_052879174.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium arboreum"
GCF_025698485.1 XP_017649361.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium arboreum"
GCF_025698485.1 XP_052879175.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Gossypium arboreum"
GCF_016808335.1 XP_039846247.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Panicum virgatum"
GCF_016808335.1 XP_039809738.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Panicum virgatum"
GCF_016808335.1 XP_039830836.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Panicum virgatum"
GCF_016808335.1 XP_039843133.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Panicum virgatum"
GCF_016808335.1 XP_039783653.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Panicum virgatum"
GCF_016808335.1 XP_039783656.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Panicum virgatum"
GCF_016808335.1 XP_039783654.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Panicum virgatum"
GCF_016808335.1 XP_039783655.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Panicum virgatum"
GCF_016808335.1 XP_039826722.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Panicum virgatum"
GCF_016808335.1 XP_039826721.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Panicum virgatum"
