a,c,d,e,f,g,k,l,m,n,q,r,s,t,v,w,y,h,i,p,GC,u,x,j,z,b
1337732,404499,1211131,1472627,939732,1339564,1489147,2069558,545389,1095206,833741,1091298,1934259,1121179,1451578,269146,659766,551176,1264651,1084890,GCF_024323335.1,,130,,,
1676315,426457,1197684,1425155,858140,1493513,1218214,2146180,534649,872279,827325,1302806,2055699,1055992,1427749,276900,577581,563564,1073611,1164290,GCF_000313855.2,,284,,,
447051,70976,301951,328820,208829,372607,250870,500027,118536,202153,216198,322472,444000,322628,342284,83081,159911,131140,280141,315016,GCF_000184455.2,,,,,
1551212,458481,1298996,1615279,1033454,1538264,1535838,2343525,604283,1159718,918078,1295439,2201385,1183363,1540446,304235,700935,585228,1356849,1166865,GCF_002742605.1,,584,,,
784311,333553,748988,860170,503043,788334,850736,1129594,319041,730076,576421,683963,1166370,883869,884874,150396,413631,329805,714771,685992,GCF_000224145.3,20,333,,,
4342670,1476484,3695065,5085545,2365744,4274762,4195407,6343415,1639106,2725126,3423114,3885697,6380846,4082935,4364234,743794,1824138,1829288,3163330,4088173,GCF_003368295.1,15,584,,,
213628,100406,366173,409963,331894,312767,540358,603180,110313,798827,357084,195955,682191,421826,299042,51227,249879,123948,594844,278526,GCF_000004695.1,6,38,,,
1539206,321924,921807,1035714,623071,1216052,856599,1633758,406497,608277,598451,1032921,1402398,799935,1131170,217095,441068,416960,753228,929686,GCF_000263155.2,,966,,,
1641185,509150,1375154,1769341,1098085,1625941,1669447,2633045,620795,1225892,1001162,1331046,2392588,1238939,1664992,326762,719482,609448,1430250,1222327,GCF_011075055.1,,777,,,
1487588,537465,1271136,1509271,835895,1399907,1456065,1939584,514656,997996,929135,1287567,1951875,1486378,1499184,259472,673590,535498,1132463,1207115,GCF_932526225.1,12,91,,,
1535299,391212,1102582,1354499,813358,1417078,1166705,2025161,510309,829945,779113,1193581,1891051,958480,1316359,263200,549002,520144,1039345,1085189,GCF_000442705.1,,1139,,,
422669,42729,232046,213918,129060,257640,176205,358250,76905,134436,177712,255234,404205,240381,234508,47458,89934,105101,166169,234725,GCF_000328475.2,,,,,
2208534,645555,1562507,2351662,1053190,1968019,1906898,2959779,681470,1196533,1553951,1758687,2730571,1667959,1857856,348295,807133,782206,1372740,1898519,GCF_003957565.2,36,736,,,
814617,319092,872317,985410,587244,784143,1080758,1356463,366806,913844,650082,715619,1286841,956276,951329,164076,514634,382921,966154,746633,GCF_005508785.2,,129,,,
1792080,503514,1512183,1911018,1142357,1785766,1762453,2607649,681363,1181655,991473,1555062,2521559,1426149,1867206,356406,777742,645927,1376219,1370797,GCF_000801105.2,,1897,,,
2801163,730852,2011576,2998158,1195649,2811759,2131796,3295099,810169,1342322,1698155,2306598,3493913,2585908,2678783,425842,956010,1099345,1441914,2630314,GCF_024679095.1,12,263,,,
1096012,329818,922682,1100168,700040,1059089,1064206,1641374,420691,775411,640149,887009,1501688,816287,1094251,222228,492639,417934,919766,793823,GCF_026745355.1,,600,,,
1474118,339009,1007833,1268102,634796,1218213,1066216,1696599,436226,930857,1088382,1065535,1727882,1161888,1129412,180506,540473,519257,925393,1129525,GCF_016746395.2,5,149,,,
1139503,302285,788463,942642,464434,841941,860922,1240188,303062,628383,585899,839431,1119879,825821,890469,149556,423658,363328,659278,873528,GCF_932276165.1,,67,,,
1558395,380464,1161818,1398943,644682,1176133,1261722,1768217,434986,897304,846430,1183294,1613510,1224590,1286953,213712,596038,514924,971961,1248588,GCF_023701775.1,,242,,,
197230,68996,205459,289041,159990,247222,338014,307934,75629,271557,122843,183762,302749,161206,196610,23199,150650,101817,209788,135275,GCF_000002415.2,,101,3,1,3
1316281,403613,1109378,1364525,882050,1337973,1306851,2108181,496870,979003,782577,1074625,1905170,989256,1326361,268030,586036,508843,1150955,980065,GCF_020796205.1,,349,,,
1703147,415314,1212354,1483963,782613,1339080,1367305,1972202,509366,1336029,1201499,1203077,2015640,1545942,1327337,210846,687405,619009,1271792,1234566,GCF_023373825.1,3,141,,,
1333787,390967,1108414,1339198,860419,1304550,1280462,1960982,501225,932372,769639,1079819,1805467,1002246,1342773,271246,571526,519627,1079490,995657,GCF_012489685.1,,218,,,
1097173,356015,962518,1187289,632665,1028086,1116767,1528419,405925,837733,754827,933051,1521322,991789,1073937,177395,500344,456412,878728,931403,GCF_014356525.2,1,870,,,
2096223,649363,1550293,2313490,1037867,1863301,1907740,2896014,684893,1214086,1534198,1692488,2728680,1670494,1837848,334034,810291,778131,1379619,1795850,GCF_001577835.2,40,974,,,
4509221,1383011,3186580,4940745,2220000,4101844,3982082,6380026,1377453,2400056,3308672,3718811,5735970,3579250,3886166,749601,1635411,1723002,2827316,4245634,GCF_028858775.1,40,1269,,1,
76942,58064,191699,242024,167063,102668,406806,272019,64263,452737,93141,87277,240253,143495,120840,16956,190272,66083,347862,71293,GCF_900002375.2,4,5,,,
2655706,830693,2134170,2869240,1312194,2576156,2273695,3673878,938780,1510208,2006928,2293513,3651951,2333178,2477168,423320,1031420,1059000,1657638,2430799,GCF_900880675.1,34,166,,,
865866,471212,1003547,1244325,904432,842480,1578020,1780880,385752,1320746,736146,713268,1670977,1049839,1116545,196737,670012,414012,1346844,698125,GCF_022113875.1,9,83,,,
2782394,823102,2150210,2867972,1299853,2658472,2212369,3716695,925034,1468599,1995993,2388322,3667455,2327584,2531313,426521,1005091,1083404,1611820,2509756,GCF_022379125.1,92,164,,,
1507070,429347,1220260,1521439,955075,1478527,1449513,2227711,559563,1060913,879427,1208902,2092101,1111789,1468496,287328,631154,543312,1220986,1126034,GCF_025698485.1,,751,,,
3532408,757609,2123525,2395879,1417284,2765083,2000593,3716103,939656,1411101,1405324,2426585,3271123,1836543,2558102,497628,1010171,970243,1745177,2167471,GCF_016808335.1,,142,,,
2443729,749689,1881184,2574308,1205485,2273902,2047507,3319512,805456,1333251,1746846,2088307,3236868,1988683,2202791,381429,907118,940009,1464776,2164728,GCF_011125445.2,55,5481,,,
2283826,708649,1834822,2471958,1124202,2205167,1961600,3186040,808522,1307210,1733260,1977433,3150801,2014379,2132862,365251,890468,918943,1432685,2098591,GCF_000972845.2,65,583,,,
1153957,307174,891515,1091723,676060,1085423,1000997,1604237,403448,725605,624639,913267,1499065,794139,1078663,210166,466205,399269,871010,825203,GCF_000512975.1,,2225,,,
2161212,628358,1714996,2106620,1360885,2070941,1972699,3251309,776726,1426981,1229603,1735625,2839586,1511475,2065280,420928,904980,777000,1737354,1543126,GCF_003713225.1,,1975,,,1
2400055,664198,1702788,2304212,1036266,2395171,1705068,3073295,753185,1129129,1594435,1967111,2837043,1820899,2049726,350646,823273,868020,1216653,2156276,GCF_902167405.1,38,747,,,
3104779,912495,2218624,3170753,1424671,2942041,2373162,3992673,968558,1509391,2111560,2566958,3718110,2352518,2690235,468522,1109331,1094316,1715700,2766937,GCF_013347855.1,37,197,,,
1432064,456084,1007932,1458235,750262,1324185,1194169,2043596,457587,746764,996770,1180597,1808156,1129988,1258242,238667,548734,542475,896638,1316393,GCF_011064425.1,42,2701,,,
1553912,429696,1217863,1477036,915938,1435935,1343725,2155626,554497,966565,812723,1268858,1954426,1037770,1444859,300002,630709,548028,1177020,1079656,GCF_028751815.1,,303,,,
1239448,355239,948339,1215595,571994,1203526,972692,1491638,390181,694812,745253,1008567,1533154,1068029,1146596,189838,478449,465285,752252,1117502,GCF_015228065.2,13,5951,,,
696342,195592,554229,669110,433023,675752,631068,1009277,251029,450382,380124,540845,909073,512257,693764,136280,297705,248623,539479,503694,GCF_000184155.1,,264,,,
2996194,960883,2309730,3617251,1638074,2902433,3048541,4499555,1035336,1861057,2393849,2562571,4188865,2615058,2676561,510862,1219626,1242898,2192770,2927662,GCF_027887165.1,29,642,,,
1996030,595146,1648504,1986587,861222,1984993,1585383,2515284,634918,1209939,1394056,1684078,2725498,1990048,1945970,307669,787345,899071,1260916,1950137,GCF_020424385.1,9,133,,,
3506768,1089874,2528887,3882173,1781209,3234024,3169496,5030372,1096278,1922078,2574192,2912192,4502716,2835189,3089331,592896,1323453,1365837,2279570,3278642,GCF_008728515.1,56,2163,,,
1247846,375491,1040101,1301947,831326,1246068,1223425,1912678,473637,917825,738584,1026494,1770150,968005,1296525,247984,547015,498297,1044860,941302,GCF_004118075.2,,421,,,
252793,79671,172212,185806,109659,167403,160746,330496,69432,128702,126413,166042,288036,202211,186323,20048,105654,75154,180113,146259,GCF_000002435.2,,,,,
2430554,823713,1988250,2794549,1258344,2258993,2256725,3580306,872105,1480342,1857645,2123031,3446455,2221158,2388768,401242,987609,1026964,1653231,2171960,GCF_001660625.3,41,179,,,
1623390,414142,1306860,1652563,791887,1321781,1528232,2064461,524532,1172859,1174226,1305916,2068514,1361083,1406965,229065,674640,590913,1224157,1273107,GCF_009193385.2,7,62,,,
1239944,331816,943512,1190374,705007,1187139,1019859,1766067,431593,719519,639145,1021459,1613278,820017,1131828,229931,475751,419608,907994,912536,GCF_007655135.1,,320,,,
2616027,911390,2212252,3076006,1413320,2454385,2529869,3930481,987081,1708801,2091234,2300555,3838435,2517361,2657503,449177,1120789,1131856,1906902,2368536,GCF_022655615.1,41,268,,,
997945,289390,780785,980070,628729,961842,918709,1486439,358164,668292,567650,781422,1345656,705647,957629,190105,412651,351403,792989,721823,GCF_000208745.1,,337,,,
396957,55400,257074,282085,168574,308080,207198,409996,101746,161940,190587,289296,398153,270599,281673,65620,120571,114662,219207,282184,GCF_001723175.1,,,,,
789695,124503,553467,590588,355546,641329,476988,833328,217321,361609,391839,568692,786857,569292,568662,141047,265823,230342,479558,577209,GCF_000149555.1,,,,,
2099439,462806,1314400,1448101,865303,1653164,1211216,2246968,593018,840933,842994,1482080,1964691,1171647,1575063,309799,617282,607979,1043168,1360243,GCF_019359855.1,,124,,,
1240123,357029,1000038,1229858,791201,1191803,1171555,1844967,457541,884720,719361,985094,1690027,926715,1234838,241404,529232,487017,1006839,916598,GCF_000340665.2,,1084,,,
1284621,382145,1070323,1326438,847382,1269231,1248100,1959738,481677,933073,757072,1055885,1824730,983393,1319756,252072,560663,506406,1070564,956514,GCF_000741045.1,,6664,,,
1812247,452726,1284104,1533466,755519,1684276,1267921,2040618,534221,1117849,1253115,1322530,2151242,1545454,1477391,212222,667906,673156,1145533,1420283,GCF_013141755.1,2,57,,,
1805605,512209,1372793,1824618,808004,1722796,1381619,2319015,587739,984314,1193026,1524492,2320766,1673791,1725515,288257,682311,765900,1060433,1661058,GCF_017591435.1,13,1368,,,
976707,278343,629603,754194,437469,784908,623460,1138756,269497,417209,517267,766729,992536,673999,830789,141134,329750,324599,467669,719531,GCF_013339725.1,8,1243,,,
1429518,540506,1231179,1571669,971849,1356532,1542855,2107105,486891,1067828,948470,1280898,1955349,1290736,1502494,287161,661055,546725,1186740,1056797,GCF_013753865.1,19,849,,,
1303124,313694,889606,1115407,667769,1115609,937465,1665423,384535,679768,582998,1006648,1513464,768341,1063684,211205,456339,395427,843672,873229,GCF_001540865.1,,672,,,
1076130,305047,859487,1056836,676094,1028026,995296,1583456,390937,741710,617938,843617,1482341,773588,1022924,202272,455670,389048,889594,765889,GCF_019578655.1,,659,,,
1193627,362495,1055925,1401790,650926,1088947,1269308,1718926,433872,1003939,900349,1089873,1671674,1236433,1189642,203790,585465,486899,1110334,1038459,GCF_910591885.1,1,111,,,
1461678,416198,1178005,1462930,911896,1440282,1334630,2152740,533010,980944,829912,1192150,1998659,1063386,1414662,283643,609196,539385,1171800,1078124,GCF_001411555.2,,132,,,
1741430,441839,1232527,1534065,910860,1582567,1313014,2267771,573327,919885,869497,1362266,2115369,1063439,1464073,297211,613273,577559,1155641,1216476,GCF_009389715.1,,992,,,
1435709,407975,1102579,1350226,840230,1391954,1200438,2136470,504436,849277,722733,1164633,1818457,942856,1338414,276735,553823,493723,1077840,1016882,GCF_016545825.1,,4166,,,
1114017,371987,819116,1224744,592677,999848,1027504,1589513,377061,654323,815171,900056,1442275,898233,1008903,190348,448743,425447,767259,939293,GCF_000146605.3,19,2687,,,
1678985,562643,1401788,1883308,905143,1647370,1530729,2477065,621437,1040902,1325422,1497452,2405351,1554041,1689039,285524,691253,716699,1109736,1547212,GCF_000523025.1,36,10305,,1,
2216345,490110,1345563,1496651,886154,1745410,1249132,2348507,611252,859505,876915,1565674,2008495,1205062,1620361,325686,630462,637750,1061420,1442919,GCF_002575655.2,,549,,,
863396,310856,900018,1180649,618439,852436,1194951,1433895,375467,912672,709476,826454,1382009,946868,942704,160204,509071,389673,994927,848474,GCF_914767665.1,,47,,,
1488766,480430,1271545,1583421,981605,1494876,1489926,2423543,565122,1062154,887229,1237077,2077949,1145422,1531526,318442,659963,567753,1271738,1104969,GCF_002994745.2,,535,,,
1691700,357068,1013357,1137596,681089,1332496,938333,1791225,448044,667178,659891,1137856,1548891,884335,1242095,237985,482812,460908,828628,1027429,GCF_005286985.1,,120,,,
812101,316036,895584,1013091,601257,801812,1137839,1379561,368791,986579,668277,719686,1349661,957469,945232,160602,526654,374561,1022827,790832,GCF_020184175.1,,325,,,
1612774,364346,1091158,1361123,652086,1296898,1126598,1791896,464822,943552,1172053,1126723,1809126,1241069,1195304,186151,568513,558302,973538,1218052,GCF_009870125.1,5,179,,,
4083407,1325550,3330873,4525548,2039021,4298179,3563505,5852919,1564768,2389870,3184698,3631187,5661743,3791455,3962621,672238,1658371,1737470,2596478,3997979,GCF_901001165.1,28,321,,,
448913,94371,366329,381733,202663,405220,312110,492035,146348,264519,220143,310420,546577,349786,374330,64888,155655,134853,273607,276180,GCF_000149405.2,,,,,
2667914,911004,2132941,3056157,1345965,2621120,2480086,3749493,908483,1569837,2043596,2273851,3742602,2421532,2572137,428109,1051670,1075555,1746059,2473144,GCF_023375975.1,36,136,,,
1172114,362149,1024278,1223126,777294,1179172,1208386,1741632,460426,866211,706227,984066,1603314,921879,1219940,250398,541220,454855,993448,903412,GCF_020520425.1,,187,,,
1336795,410362,1163357,1432792,732984,1140090,1340776,1897469,489233,1086533,953519,1198993,1755415,1304457,1269782,224920,639802,535073,1234826,1072610,GCF_016802725.1,1,195,,,
2583243,794939,1856152,2818761,1331739,2387352,2253180,3776111,830645,1398998,1931914,2163072,3355067,2055814,2242228,430673,968349,1005217,1664233,2422436,GCF_016881025.1,32,4769,,,
2929345,832368,2504958,3103219,1910260,2942192,2913186,4337960,1124768,1999278,1640662,2508757,4201052,2350442,3066732,575845,1294365,1050796,2363946,2235253,GCF_000633955.1,,3398,,,
2087741,656435,1631344,2247641,1076808,1955127,1779205,2945588,711103,1177063,1546969,1782541,2929693,1809978,1926584,333074,777358,815475,1290305,1895084,GCF_002922805.2,37,432,,,
2696092,830824,1850165,2794925,1351431,2473408,2244029,3809279,818594,1372738,1904012,2231231,3313006,2039138,2277353,447642,977192,1010600,1627321,2486665,GCF_016077325.2,45,1474,,,
623579,96385,250435,308456,151861,333948,172388,472405,116140,134862,212884,374103,454445,306739,367861,55099,123187,138521,153609,299239,GCF_000002875.2,,61,,,
2119842,815546,2172223,2596793,1444957,1959400,2551277,3406625,858930,1911726,1723235,1769280,3490105,2432675,2350415,375012,1156759,952698,2063271,1836788,GCF_947242115.1,15,98,,,
3398623,872253,2483764,2992098,1867009,2955690,2624344,4535887,1103084,1942495,1745632,2628130,4252786,2199810,2919340,577127,1231425,1146715,2391968,2334286,GCF_018446385.1,,61,,,
3743190,1199958,3043281,4155734,1858621,3966595,3234003,5376464,1433741,2172763,2909837,3346430,5141964,3421026,3609588,616155,1504482,1582339,2352532,3622712,GCF_018296145.1,76,1702,,,
1157104,303756,879199,1065302,587187,1034250,938247,1429932,364841,779977,797115,899832,1391327,968024,1019893,161005,468831,422703,815773,911608,GCF_015732765.1,3,1014,,,
1374106,406680,1161389,1363680,889718,1352427,1341616,2053276,524400,991714,789019,1098334,1894087,1055723,1392189,269588,635463,511104,1163969,999115,GCF_001625215.1,,406,,,
1654296,572902,1502599,1916283,1198202,1745720,1819769,2982006,661185,1357830,1032473,1396883,2461432,1362685,1755226,381720,798679,686660,1621007,1335541,GCF_932294415.1,,204,,,
2713041,808006,1826835,2769820,1292740,2483667,2172134,3739827,774749,1309538,1888726,2219576,3256133,1974540,2237513,436444,934157,992821,1528003,2503593,GCF_011762595.1,38,2648,,,
2325663,728953,1820679,2434068,1166677,2213175,1931407,3274831,804500,1312857,1718957,1991031,3132546,1945347,2150039,379139,886917,931489,1442698,2073693,GCF_901000725.2,41,475,,,
1958817,676286,1636555,2219680,1034893,1945224,1769956,2934572,700844,1194960,1518060,1752635,2839178,1837886,1940166,335451,794788,800986,1295276,1829715,GCF_001640805.2,54,1030,,,
1099761,309428,876307,1076848,678816,1070546,1006157,1615506,389538,731648,630649,865130,1484401,795079,1072133,208557,452536,402729,850601,804143,GCF_902201215.1,,387,,,
542513,170991,460882,597058,407938,465828,561142,738548,229996,420686,362529,468174,702917,504650,534681,97652,271775,198368,520453,442799,GCF_000004555.2,,16735,,,
