uniprot	embl	organism	tax_id	prot_len	gene	product	pwwp_start	pwwp_end	pwwp_len	has_genomic_exons	n_total_exons	n_exons_in_pwwp	break_from_pwwp_start
A0A087GAR0	KFK26962.1	Arabis alpina	50452	1028			206	310	105	True	23	3	54
A0A087GCN4	KFK27636.1	Arabis alpina	50452	1377			21	108	88	True	11	3	16
A0A087GZR2	KFK35364.1	Arabis alpina	50452	981			186	287	102	True	23	3	10
A0A087H025	KFK35477.1	Arabis alpina	50452	1341			25	114	90	True	11	2	43
A0A087H612	KFK37564.1	Arabis alpina	50452	1347			25	114	90	True	11	3	16
A0A087H747	KFK37949.1	Arabis alpina	50452	910			92	175	84	True	2	1	
A0A087H748	KFK37950.1	Arabis alpina	50452	900			92	175	84	True	2	1	
A0A087HBD7	KFK39439.1	Arabis alpina	50452	664			15	103	89	True	3	2	46
A0A087QGP1	KFM00395.1	Aptenodytes forsteri	9233	1447			269	1063	795	True	23	15	2
A0A087QNG7	KFM02771.1	Aptenodytes forsteri	9233	1186			1055	1174	120	True	12	1	
A0A087QSG4	KFM04168.1	Aptenodytes forsteri	9233	558			5	92	88	True	16	2	33
A0A087QU52	KFM04756.1	Aptenodytes forsteri	9233	540			1	77	77	True	14	3	11
A0A087R0U4	KFM07098.1	Aptenodytes forsteri	9233	602			275	359	85	True	14	4	11
A0A087R7N4	KFM09488.1	Aptenodytes forsteri	9233	1146			264	354	91	True	22	4	9
A0A087REQ6	KFM11960.1	Aptenodytes forsteri	9233	660			209	304	96	True	11	2	33
A0A087SA96	KFM22650.1	Auxenochlorella protothecoides	3075	234			62	156	95	True	4	3	64
A0A087SVY3	KFM57022.1	Stegodyphus mimosarum	407821	255			7	89	83	True	7	2	75
A0A087SXC2	KFM57511.1	Stegodyphus mimosarum	407821	861			32	123	92	True	5	4	2
A0A087T013	KFM58452.1	Stegodyphus mimosarum	407821	583			4	85	82	False	1	0	
A0A087TBP9	KFM62538.1	Stegodyphus mimosarum	407821	176			42	159	118	True	3	2	32
A0A087TBQ0	KFM62539.1	Stegodyphus mimosarum	407821	1023			134	232	99	True	16	3	12
A0A087TCU1	KFM62930.1	Stegodyphus mimosarum	407821	428			81	164	84	True	7	3	2
A0A087TDG1	KFM63150.1	Stegodyphus mimosarum	407821	386			244	333	90	True	12	4	1
A0A087TIK8	KFM64947.1	Stegodyphus mimosarum	407821	633			96	181	86	True	2	1	
A0A087TL35	KFM65824.1	Stegodyphus mimosarum	407821	664			563	653	91	True	2	2	42
A0A087UC76	KFM74965.1	Stegodyphus mimosarum	407821	539			6	89	84	False	1	0	
A0A087UC77	KFM74966.1	Stegodyphus mimosarum	407821	542			6	90	85	False	1	0	
A0A087V359	KFO07051.1	Balearica regulorum gibbericeps	100784	602			275	359	85	True	14	3	2
A0A087V663	KFO08105.1	Balearica regulorum gibbericeps	100784	660			209	304	96	True	11	2	33
A0A087VB73	KFO09865.1	Balearica regulorum gibbericeps	100784	176			1	70	70	True	3	2	26
A0A087VEA4	KFO10946.1	Balearica regulorum gibbericeps	100784	1159			1037	1154	118	True	11	0	
A0A087VG91	KFO11633.1	Balearica regulorum gibbericeps	100784	455			334	455	122	False	1	0	
A0A087VJM4	KFO12816.1	Balearica regulorum gibbericeps	100784	662			206	306	101	True	11	2	36
A0A087VNH0	KFO14162.1	Balearica regulorum gibbericeps	100784	1277			5	108	104	True	8	2	62
A0A087VPD1	KFO14473.1	Balearica regulorum gibbericeps	100784	1146			264	354	91	True	22	3	2
A0A088S201	AIO01585.1	Leishmania panamensis	5679	586			12	80	69	False	1	0	
A0A090CA07	CDP23755.1	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383)	515849	492			62	169	108	True	4	2	67
A0A090M3K0	CEF98771.1	Ostreococcus tauri	70448	1018			313	389	77	False	1	0	
A0A090N439	CEF99198.1	Ostreococcus tauri	70448	740			394	467	74	False	1	0	
A0A091CIY7	KFO18454.1	Fukomys damarensis	885580	1258			1	94	94	True	9	2	52
A0A091CUG4	KFO23164.1	Fukomys damarensis	885580	1200			1069	1186	118	True	12	3	19
A0A091D3S2	KFO24880.1	Fukomys damarensis	885580	513			45	111	67	True	12	2	24
A0A091D6L4	KFO18506.1	Fukomys damarensis	885580	528			204	285	82	True	11	2	38
A0A091DH64	KFO31479.1	Fukomys damarensis	885580	841			232	348	117	True	21	3	35
A0A091DJJ0	KFO30455.1	Fukomys damarensis	885580	528			5	92	88	True	15	3	19
A0A091DKP3	KFO23376.1	Fukomys damarensis	885580	1663			927	1060	134	True	41	4	0
A0A091DPG4	KFO32353.1	Fukomys damarensis	885580	190			73	178	106	True	3	3	54
A0A091DPS5	KFO24811.1	Fukomys damarensis	885580	553			6	90	85	True	16	3	19
A0A091DQ70	KFO32420.1	Fukomys damarensis	885580	1146			272	362	91	True	22	2	52
A0A091DU90	KFO33835.1	Fukomys damarensis	885580	189			9	85	77	False	1	0	
A0A091DUM9	KFO34183.1	Fukomys damarensis	885580	529			408	529	122	True	2	1	
A0A091FWR6	KFO65805.1	Corvus brachyrhynchos	85066	1186			1055	1174	120	True	12	1	
A0A091G7W1	KFO77406.1	Cuculus canorus	55661	1273			1	103	103	True	8	3	25
A0A091G8H8	KFO77484.1	Cuculus canorus	55661	806			205	314	110	True	17	4	12
A0A091GBJ5	KFO71562.1	Cuculus canorus	55661	655			206	299	94	True	11	2	36
A0A091GDL3	KFO79229.1	Cuculus canorus	55661	454			333	454	122	False	1	0	
A0A091GJF3	KFO81461.1	Cuculus canorus	55661	660			209	304	96	True	11	2	33
A0A091GMV3	KFO84941.1	Buceros rhinoceros silvestris	175836	454			333	454	122	False	1	0	
A0A091GYY2	KFO87762.1	Buceros rhinoceros silvestris	175836	534			1	77	77	True	13	3	11
A0A091HBA3	KFO92749.1	Buceros rhinoceros silvestris	175836	678			547	666	120	True	9	2	19
A0A091HC94	KFO92345.1	Buceros rhinoceros silvestris	175836	582			1	65	65	True	12	2	25
A0A091HEJ9	KFO93879.1	Buceros rhinoceros silvestris	175836	602			275	359	85	True	14	4	11
A0A091HH83	KFO86723.1	Buceros rhinoceros silvestris	175836	659			205	303	99	True	11	3	16
A0A091HW38	KFP00182.1	Calypte anna	9244	456			1	83	83	True	10	2	43
A0A091HWH1	KFO99467.1	Calypte anna	9244	176			1	70	70	True	3	2	26
A0A091HZZ4	KFO92793.1	Buceros rhinoceros silvestris	175836	1164			1042	1159	118	True	11	0	
A0A091I5Y6	KFP03979.1	Calypte anna	9244	812			203	308	106	True	16	4	26
A0A091I694	KFP04124.1	Calypte anna	9244	1146			264	354	91	True	21	3	9
A0A091I9Z9	KFP05057.1	Calypte anna	9244	575			1	65	65	True	11	2	25
A0A091IAW8	KFP04638.1	Calypte anna	9244	660			209	304	96	True	11	3	12
A0A091IBD3	KFP04695.1	Calypte anna	9244	459			338	459	122	False	1	0	
A0A091ICP4	KFP05248.1	Calypte anna	9244	1152			1030	1147	118	True	11	2	19
A0A091IDN3	KFP06724.1	Calypte anna	9244	668			206	312	107	True	11	3	24
A0A091II88	KFP07972.1	Calypte anna	9244	540			1	77	77	True	14	3	11
A0A091IME7	KFP08530.1	Calypte anna	9244	602			275	359	85	True	14	3	2
A0A091IPH3	KFP10594.1	Egretta garzetta	188379	1277			5	108	104	True	8	2	62
A0A091IQD2	KFP10894.1	Egretta garzetta	188379	602			275	359	85	True	14	4	11
A0A091ISH6	KFP10365.1	Egretta garzetta	188379	1160			1029	1148	120	True	13	2	39
A0A091IWH6	KFP11790.1	Egretta garzetta	188379	552			1	77	77	True	14	3	23
A0A091J4G0	KFP14713.1	Egretta garzetta	188379	1146			264	354	91	True	21	3	2
A0A091J8Q5	KFP16977.1	Egretta garzetta	188379	541			1	68	68	True	13	2	24
A0A091JCS7	KFP18412.1	Egretta garzetta	188379	660			209	304	96	True	11	2	33
A0A091JGU1	KFP20254.1	Egretta garzetta	188379	176			1	70	70	True	3	2	48
A0A091JSN9	KFP22795.1	Egretta garzetta	188379	454			333	454	122	False	1	0	
A0A091JV42	KFP15426.1	Egretta garzetta	188379	1170			1048	1165	118	True	11	0	
A0A091JVN8	KFP28171.1	Colius striatus	57412	1180			1049	1168	120	True	13	2	105
A0A091JZP2	KFP30230.1	Colius striatus	57412	454			333	454	122	False	1	0	
A0A091KJV4	KFP39485.1	Chlamydotis macqueenii	187382	660			209	304	96	True	11	3	12
A0A091KND0	KFP40765.1	Chlamydotis macqueenii	187382	1146			264	354	91	True	21	3	9
A0A091L1D6	KFP45410.1	Chlamydotis macqueenii	187382	1186			1055	1174	120	True	12	1	
A0A091L3P8	KFP49938.1	Cathartes aura	43455	508			206	304	99	True	8	3	11
A0A091L4K6	KFP50183.1	Cathartes aura	43455	352			25	109	85	True	6	3	15
A0A091LAT8	KFP52428.1	Cathartes aura	43455	127			1	70	70	False	1	0	
A0A091LE79	KFP54237.1	Cathartes aura	43455	1146			264	354	91	True	22	3	2
A0A091LIH9	KFP54970.1	Cathartes aura	43455	1157			1035	1152	118	True	11	2	19
A0A091LLH4	KFP58538.1	Cathartes aura	43455	660			209	304	96	True	11	2	33
A0A091LN02	KFP44191.1	Chlamydotis macqueenii	187382	602			275	359	85	True	14	3	2
A0A091LS60	KFP45611.1	Chlamydotis macqueenii	187382	1277			5	108	104	True	8	3	21
A0A091LSA8	KFP61327.1	Cariama cristata	54380	1033			962	1033	72	True	11	1	
A0A091LUA0	KFP63138.1	Cariama cristata	54380	454			333	454	122	False	1	0	
A0A091MCF6	KFP68264.1	Cariama cristata	54380	176			1	70	70	True	3	2	26
A0A091MKT4	KFP76421.1	Acanthisitta chloris	57068	731			600	719	120	True	10	2	34
A0A091MQQ2	KFP78360.1	Acanthisitta chloris	57068	457			130	214	85	True	10	2	63
A0A091MTM7	KFP79934.1	Acanthisitta chloris	57068	1153			1031	1148	118	True	11	0	
A0A091MU94	KFP80134.1	Acanthisitta chloris	57068	458			343	458	116	False	1	0	
A0A091MV86	KFP80509.1	Apaloderma vittatum	57397	660			209	304	96	True	11	3	12
A0A091MVY7	KFP80739.1	Acanthisitta chloris	57068	447			338	447	110	True	2	1	
A0A091MZI0	KFP82641.1	Apaloderma vittatum	57397	1077			1006	1077	72	True	9	0	
A0A091N1X4	KFP83743.1	Acanthisitta chloris	57068	1229			99	874	776	True	19	13	35
A0A091N517	KFP83994.1	Acanthisitta chloris	57068	1380			221	989	769	True	21	15	21
A0A091NC21	KFP87213.1	Acanthisitta chloris	57068	540			1	77	77	True	14	3	23
A0A091NKP9	KFP90016.1	Apaloderma vittatum	57397	678			547	666	120	True	9	2	19
A0A091NLB4	KFP89679.1	Apaloderma vittatum	57397	566			239	323	85	True	12	2	46
A0A091NNX2	KFP81170.1	Acanthisitta chloris	57068	551			100	195	96	True	9	3	12
A0A091NZS1	KFQ00501.1	Haliaeetus albicilla	8969	602			275	359	85	True	14	4	11
A0A091P9C1	KFQ03971.1	Haliaeetus albicilla	8969	176			1	70	70	True	3	2	26
A0A091PC64	KFQ04833.1	Haliaeetus albicilla	8969	540			209	304	96	True	9	3	12
A0A091PD57	KFQ05143.1	Haliaeetus albicilla	8969	1280			5	108	104	True	8	3	21
A0A091PVW5	KFQ11795.1	Leptosomus discolor	188344	1146			264	354	91	True	22	3	2
A0A091PW35	KFQ11498.1	Haliaeetus albicilla	8969	1150			264	354	91	True	22	3	2
A0A091PXN5	KFQ12692.1	Leptosomus discolor	188344	660			206	304	99	True	11	2	36
A0A091Q1P1	KFQ14102.1	Leptosomus discolor	188344	453			332	453	122	False	1	0	
A0A091Q2K7	KFQ13713.1	Leptosomus discolor	188344	176			1	70	70	True	3	2	48
A0A091QFQ8	KFQ08364.1	Leptosomus discolor	188344	1715			1626	1709	84	True	8	2	38
A0A091QI50	KFQ27245.1	Mesitornis unicolor	54374	454			333	454	122	False	1	0	
A0A091QQH3	KFQ29229.1	Merops nubicus	57421	540			1	77	77	True	14	3	11
A0A091R109	KFQ33460.1	Mesitornis unicolor	54374	1395			221	996	776	True	21	14	33
A0A091R4Y7	KFQ34838.1	Merops nubicus	57421	577			123	221	99	True	10	3	32
A0A091R7U9	KFQ35878.1	Mesitornis unicolor	54374	176			1	70	70	True	3	2	48
A0A091R9P4	KFQ35952.1	Merops nubicus	57421	542			1	68	68	True	13	2	36
A0A091RAM8	KFQ35979.1	Mesitornis unicolor	54374	660			209	304	96	True	11	2	33
A0A091RFZ1	KFQ37839.1	Mesitornis unicolor	54374	1147			1025	1142	118	True	10	2	19
A0A091RI47	KFQ38922.1	Mesitornis unicolor	54374	540			1	77	77	True	14	3	11
A0A091RLY3	KFQ39969.1	Mesitornis unicolor	54374	576			1	65	65	True	11	2	24
A0A091RNK4	KFQ44013.1	Nestor notabilis	176057	1147			264	354	91	True	22	3	2
A0A091RRB9	KFQ45008.1	Nestor notabilis	176057	538			1	77	77	True	13	3	23
A0A091RSG9	KFQ44676.1	Nestor notabilis	176057	656			205	300	96	True	11	2	37
A0A091RW61	KFQ46815.1	Nestor notabilis	176057	602			275	359	85	True	14	4	11
A0A091RWQ4	KFQ46196.1	Nestor notabilis	176057	660			209	304	96	True	11	3	12
A0A091RY13	KFQ47515.1	Nestor notabilis	176057	455			334	455	122	False	1	0	
A0A091RYN9	KFQ33507.1	Mesitornis unicolor	54374	602			275	359	85	True	14	3	2
A0A091S2G7	KFQ34770.1	Mesitornis unicolor	54374	1276			5	108	104	True	8	2	62
A0A091S469	KFQ50641.1	Nestor notabilis	176057	1190			221	991	771	True	17	14	33
A0A091SCH3	KFQ55800.1	Nestor notabilis	176057	581			5	92	88	True	16	3	19
A0A091SCX8	KFQ56427.1	Pelecanus crispus	36300	584			1	65	65	True	12	2	24
A0A091SD29	KFQ56507.1	Pelecanus crispus	36300	660			209	304	96	True	11	2	33
A0A091SJE2	KFQ58762.1	Pelecanus crispus	36300	602			275	359	85	True	14	3	2
A0A091SKU0	KFQ59267.1	Pelecanus crispus	36300	452			331	452	122	True	2	2	40
A0A091SN23	KFQ60077.1	Pelecanus crispus	36300	1150			264	354	91	True	22	4	13
A0A091SNU3	KFQ44657.1	Nestor notabilis	176057	668			72	175	104	True	15	3	27
A0A091ST30	KFQ61180.1	Pelecanus crispus	36300	731			600	719	120	True	10	2	34
A0A091T1P5	KFQ65626.1	Pelecanus crispus	36300	655			206	299	94	True	11	3	12
A0A091T4T0	KFQ69366.1	Phaethon lepturus	97097	660			209	304	96	True	11	3	12
A0A091T780	KFQ69417.1	Phaethon lepturus	97097	1146			264	354	91	True	22	4	9
A0A091TA81	KFQ55587.1	Nestor notabilis	176057	176			1	70	70	True	3	2	26
A0A091TCP1	KFQ72084.1	Phaethon lepturus	97097	566			239	323	85	True	12	3	2
A0A091TFH6	KFQ73605.1	Phaethon lepturus	97097	1146			1089	1146	58	True	11	0	
A0A091TKE2	KFQ76965.1	Phaethon lepturus	97097	174			1	68	68	True	3	2	24
A0A091TQA8	KFQ80268.1	Phaethon lepturus	97097	552			5	92	88	True	15	3	19
A0A091TT65	KFQ80987.1	Phoenicopterus ruber ruber	9218	1146			264	354	91	True	22	4	9
A0A091UAA9	KFQ86785.1	Phoenicopterus ruber ruber	9218	176			1	70	70	True	3	2	26
A0A091UJW6	KFQ90642.1	Nipponia nippon	128390	549			1	77	77	True	14	3	11
A0A091UMM4	KFQ92194.1	Nipponia nippon	128390	602			275	359	85	True	14	4	11
A0A091UND2	KFQ78056.1	Phaethon lepturus	97097	660			206	304	99	True	11	2	36
A0A091UY64	KFQ94955.1	Nipponia nippon	128390	1142			1020	1137	118	True	11	2	19
A0A091VE32	KFR00688.1	Nipponia nippon	128390	625			1	134	134	True	12	3	53
A0A091VFH3	KFR01203.1	Nipponia nippon	128390	668			206	312	107	True	11	2	36
A0A091VHZ6	KFQ89208.1	Phoenicopterus ruber ruber	9218	602			275	359	85	True	14	3	2
A0A091VJG0	KFR02633.1	Nipponia nippon	128390	174			1	68	68	True	3	2	24
A0A091VNW6	KFR04168.1	Opisthocomus hoazin	30419	602			275	359	85	True	14	4	11
A0A091W7M6	KFR11637.1	Opisthocomus hoazin	30419	454			333	454	122	False	1	0	
A0A091WBA5	KFR12819.1	Opisthocomus hoazin	30419	660			209	304	96	True	11	2	33
A0A091WFU8	KFR14409.1	Opisthocomus hoazin	30419	540			1	77	77	True	14	3	11
A0A091WHR0	KFR15222.1	Opisthocomus hoazin	30419	176			1	70	70	True	3	2	48
A0A091WJ10	KFR01561.1	Nipponia nippon	128390	534			1	68	68	True	13	2	24
A0A091WPC0	KFR17512.1	Opisthocomus hoazin	30419	1175			1044	1163	120	True	12	1	
A0A091WTR4	KFR04841.1	Nipponia nippon	128390	576			1	65	65	True	12	2	24
A0A091WUG1	KFR05086.1	Nipponia nippon	128390	660			209	304	96	True	11	3	12
A0A091X9M5	KFR10091.1	Opisthocomus hoazin	30419	1146			264	354	91	True	22	4	9
A0A091XB58	KFR10596.1	Opisthocomus hoazin	30419	537			1	68	68	True	13	2	24
A0A093BDG5	KFU83531.1	Chaetura pelagica	8897	1155			1033	1150	118	True	11	2	19
A0A093BVQ0	KFV04934.1	Tauraco erythrolophus	121530	1381			221	989	769	True	21	15	22
A0A093C6T2	KFV10098.1	Pterocles gutturalis	240206	1147			1025	1142	118	True	10	0	
A0A093C8Y4	KFV08757.1	Pterocles gutturalis	240206	454			333	454	122	False	1	0	
A0A093CHM2	KFV13958.1	Tauraco erythrolophus	121530	133			1	67	67	False	1	0	
A0A093CKB2	KFV12762.1	Tauraco erythrolophus	121530	176			1	70	70	True	3	2	48
A0A093CYX4	KFV18064.1	Tauraco erythrolophus	121530	1276			5	108	104	True	8	3	21
A0A093DVQ4	KFV06241.1	Pterocles gutturalis	240206	176			1	70	70	True	3	2	26
A0A093E7E3	KFV10391.1	Tauraco erythrolophus	121530	602			275	359	85	True	14	3	2
A0A093EIP2	KFV14416.1	Tauraco erythrolophus	121530	660			209	304	96	True	11	3	12
A0A093EJ15	KFV41966.1	Tyto alba	56313	540			1	77	77	True	14	3	23
A0A093EKF9	KFV15036.1	Pterocles gutturalis	240206	1170			288	378	91	True	23	3	2
A0A093EX43	KFV19036.1	Tauraco erythrolophus	121530	1151			264	354	91	True	22	3	2
A0A093F1I4	KFV20541.1	Tauraco erythrolophus	121530	660			206	304	99	True	11	3	16
A0A093F740	KFV53477.1	Gavia stellata	37040	1162			1040	1157	118	True	11	0	
A0A093F7T9	KFV50291.1	Gavia stellata	37040	668			206	312	107	True	11	3	24
A0A093FQ04	KFV56426.1	Tyto alba	56313	660			209	304	96	True	11	2	33
A0A093FQ33	KFV56434.1	Tyto alba	56313	502			41	146	106	True	8	3	23
A0A093FRP6	KFV60442.1	Gavia stellata	37040	176			1	70	70	True	3	2	48
A0A093G8H5	KFV66510.1	Dryobates pubescens	118200	602			275	359	85	True	14	3	2
A0A093GFF7	KFV68970.1	Dryobates pubescens	118200	1195			1073	1190	118	True	9	2	19
A0A093GJU7	KFV70545.1	Dryobates pubescens	118200	459			338	459	122	False	1	0	
A0A093GLN8	KFV70173.1	Dryobates pubescens	118200	1368			221	980	760	True	21	14	33
A0A093GN62	KFV68234.1	Dryobates pubescens	118200	1187			90	832	743	True	20	14	35
A0A093GTT4	KFV70437.1	Dryobates pubescens	118200	577			5	92	88	True	16	3	19
A0A093GWJ2	KFV71427.1	Dryobates pubescens	118200	1114			1043	1114	72	True	11	1	
A0A093H0X0	KFV72727.1	Struthio camelus australis	441894	808			190	306	117	True	15	3	47
A0A093H6J1	KFV50303.1	Gavia stellata	37040	566			239	323	85	True	12	2	46
A0A093H6R2	KFV50393.1	Tyto alba	56313	532			1	65	65	True	10	2	25
A0A093H7P0	KFV77691.1	Struthio camelus australis	441894	1186			1055	1174	120	True	12	1	
A0A093H9M4	KFV51403.1	Gavia stellata	37040	660			209	304	96	True	11	2	33
A0A093H9S8	KFV78421.1	Struthio camelus australis	441894	1173			1044	1163	120	True	12	0	
A0A093HC49	KFV76592.1	Dryobates pubescens	118200	1172			1041	1160	120	True	13	3	19
A0A093HIS5	KFV79340.1	Struthio camelus australis	441894	1146			264	354	91	True	22	3	2
A0A093HJ06	KFV82648.1	Struthio camelus australis	441894	583			1	65	65	True	13	2	26
A0A093HK30	KFV79785.1	Struthio camelus australis	441894	540			1	77	77	True	13	3	11
A0A093HWF5	KFV85971.1	Struthio camelus australis	441894	602			275	359	85	True	14	3	2
A0A093HYK6	KFV84640.1	Struthio camelus australis	441894	176			1	70	70	True	3	2	26
A0A093I4F2	KFV86730.1	Struthio camelus australis	441894	454			333	454	122	False	1	0	
A0A093I5N6	KFV62076.1	Dryobates pubescens	118200	1274			5	108	104	True	8	2	62
A0A093IDW5	KFV64916.1	Dryobates pubescens	118200	176			1	70	70	True	3	2	48
A0A093IEM9	KFV97278.1	Fulmarus glacialis	30455	1179			1057	1174	118	True	11	2	19
A0A093IGV8	KFV98003.1	Fulmarus glacialis	30455	1279			5	108	104	True	8	3	21
A0A093IIH5	KFW02510.1	Eurypyga helias	54383	1132			1026	1132	107	True	11	2	19
A0A093IKM3	KFV99318.1	Eurypyga helias	54383	1186			1055	1174	120	True	12	1	
A0A093IL13	KFV67406.1	Dryobates pubescens	118200	553			6	90	85	True	16	4	6
A0A093IQK5	KFW01907.1	Fulmarus glacialis	30455	555			1	65	65	True	11	2	24
A0A093ITZ6	KFW02254.1	Fulmarus glacialis	30455	660			209	304	96	True	11	2	33
A0A093IXV4	KFW04462.1	Eurypyga helias	54383	537			1	77	77	True	14	3	23
A0A093J0H8	KFW07418.1	Eurypyga helias	54383	562			275	359	85	True	13	4	10
A0A093J8K7	KFV75249.1	Struthio camelus australis	441894	1277			5	108	104	True	8	2	62
A0A093LB60	KFW06401.1	Eurypyga helias	54383	809			264	354	91	True	12	3	32
A0A093ND13	KFW62813.1	Pygoscelis adeliae	9238	1161			1039	1156	118	True	10	0	
A0A093NH51	KFW63491.1	Pygoscelis adeliae	9238	1186			1055	1174	120	True	12	1	
A0A093NMU1	KFW63310.1	Pygoscelis adeliae	9238	454			333	454	122	False	1	0	
A0A093NV44	KFW68618.1	Pygoscelis adeliae	9238	660			209	304	96	True	11	2	33
A0A093NZ71	KFW67250.1	Pygoscelis adeliae	9238	536			1	77	77	True	13	3	11
A0A093P0L5	KFW69951.1	Pygoscelis adeliae	9238	566			5	92	88	True	15	2	33
A0A093P429	KFW69005.1	Pygoscelis adeliae	9238	1146			264	354	91	True	22	4	9
A0A093P4D2	KFW71256.1	Pygoscelis adeliae	9238	602			275	359	85	True	14	4	11
A0A093PCL5	KFW71985.1	Pygoscelis adeliae	9238	176			1	70	70	True	3	2	26
A0A093PDS1	KFW75048.1	Phalacrocorax carbo	9209	602			275	359	85	True	14	4	11
A0A093PI45	KFW73935.1	Phalacrocorax carbo	9209	529			1	68	68	True	13	2	24
A0A093PLR6	KFW77778.1	Manacus vitellinus	328815	1146			264	354	91	True	21	3	2
A0A093PNT6	KFW78493.1	Manacus vitellinus	328815	1380			221	989	769	True	22	15	21
A0A093PRH8	KFW79031.1	Manacus vitellinus	328815	552			5	92	88	True	15	3	19
A0A093PSI3	KFW79778.1	Manacus vitellinus	328815	602			275	359	85	True	14	3	2
A0A093PT13	KFW75217.1	Manacus vitellinus	328815	553			1	77	77	True	14	3	23
A0A093Q0Q8	KFW82231.1	Manacus vitellinus	328815	175			1	69	69	True	3	2	25
A0A093Q6T2	KFW79922.1	Phalacrocorax carbo	9209	1175			23	783	761	True	20	15	65
A0A093QAI2	KFW85983.1	Manacus vitellinus	328815	657			206	301	96	True	11	2	36
A0A093QDF0	KFW82122.1	Manacus vitellinus	328815	1198			1067	1186	120	True	12	0	
A0A093QMJ3	KFW87600.1	Manacus vitellinus	328815	454			333	454	122	False	1	0	
A0A093QTJ2	KFW62049.1	Pygoscelis adeliae	9238	1278			5	108	104	True	8	3	21
A0A093QUD5	KFW87552.1	Manacus vitellinus	328815	660			209	304	96	True	11	3	12
A0A093QXA1	KFW63379.1	Pygoscelis adeliae	9238	1440			262	1056	795	True	24	15	35
A0A093R0R4	KFW92230.1	Phalacrocorax carbo	9209	659			208	303	96	True	11	3	12
A0A093RBQ1	KFW93497.1	Phalacrocorax carbo	9209	454			333	454	122	False	1	0	
A0A093S0P7	KFW76544.1	Phalacrocorax carbo	9209	176			1	70	70	True	3	2	48
A0A093S0Z6	KFW76624.1	Manacus vitellinus	328815	1167			1045	1162	118	True	11	0	
A0A093TA69	KFW91399.1	Phalacrocorax carbo	9209	662			206	306	101	True	11	3	18
A0A093V024	KFX45892.1	Talaromyces marneffei PM1	1077442	538			112	219	108	True	5	2	67
A0A094KQY2	KFZ52875.1	Antrostomus carolinensis	279965	1171			1040	1159	120	True	13	3	19
A0A094KW80	KFZ62880.1	Antrostomus carolinensis	279965	1220			221	984	764	True	18	14	33
A0A094L068	KFZ64230.1	Antrostomus carolinensis	279965	566			239	323	85	True	12	2	46
A0A094L2F5	KFZ65563.1	Podiceps cristatus	345573	456			335	456	122	False	1	0	
A0A094L3A5	KFZ63957.1	Podiceps cristatus	345573	910			259	388	130	True	14	3	35
A0A094L8I7	KFZ60399.1	Antrostomus carolinensis	279965	1146			264	354	91	True	21	3	9
A0A094LTJ3	KFZ66909.1	Podiceps cristatus	345573	505			1	68	68	True	12	1	
A0A094N3P2	KFZ61306.1	Podiceps cristatus	345573	1165			1043	1160	118	True	11	2	19
A0A094NCJ4	KFZ64241.1	Podiceps cristatus	345573	602			275	359	85	True	14	3	2
A0A094NK52	KFZ66846.1	Podiceps cristatus	345573	457			209	304	96	True	7	3	26
A0A094ZIB9	KAH9582690.1	Schistosoma haematobium	6185	1356	PWWP2B_3		765	880	116	False	1	0	
A0A094ZJD6	KGB33014.1	Schistosoma haematobium	6185	1320			6	84	79	True	11	1	
A0A094ZKU2	KAH9586897.1	Schistosoma haematobium	6185	672	PWWP2B_1		372	493	122	False	1	0	
A0A094ZRP0	KGB37435.1	Schistosoma haematobium	6185	637			243	333	91	True	7	3	8
A0A095AYC6	KGB39721.1	Schistosoma haematobium	6185	1626			324	410	87	True	12	2	81
A0A096P7N1	CEF97019.1	Ostreococcus tauri	70448	1740			18	123	106	False	1	0	
A0A096P9N1	CEG00693.1	Ostreococcus tauri	70448	765			515	602	88	True	2	1	
A0A096R4D2	AQK77960.1	Zea mays	4577	1400			22	114	93	True	11	3	0
A0A096RLJ2	ONM34124.1	Zea mays	4577	847			101	183	83	False	1	0	
A0A099P187	KGK37836.1	Pichia kudriavzevii	4909	405			6	302	297	True	1	1	
