uniprot	embl	organism	tax_id	prot_len	gene	product	tudor_start	tudor_end	tudor_len	has_genomic_exons	n_total_exons	n_exons_in_tudor	break_from_tudor_start
A0A088RXU6	AIO00988.1	Leishmania panamensis	5679	933			730	830	101	False	1	0	
A0A090CAB6	CDP24121.1	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383)	515849	883			646	768	123	True	2	1	
A0A090KUX9	CEF61315.1	Strongyloides ratti	34506	711			121	244	124	True	3	1	
A0A090KV75	CEF59740.1	Strongyloides ratti	34506	1180			958	1070	113	True	5	2	7
A0A090LAL9	CEF66792.1	Strongyloides ratti	34506	877			268	409	142	True	3	1	
A0A090LMK4	CEF69398.1	Strongyloides ratti	34506	338			102	219	118	True	2	1	
A0A090MQ07	CEF60202.1	Strongyloides ratti	34506	786			149	264	116	True	2	2	106
A0A090MWX1	CEF64424.1	Strongyloides ratti	34506	504			339	414	76	True	4	1	
A0A090X8Q3	JAC92099.1	Ixodes ricinus	34613	167			1	89	89	False	1	0	
A0A090X911	JAC93061.1	Ixodes ricinus	34613	1340			828	925	98	False	1	0	
A0A090XCB7	JAC94657.1	Ixodes ricinus	34613	1040			585	703	119	False	1	0	
A0A091CML4	KFO18230.1	Fukomys damarensis	885580	555			322	414	93	True	12	2	52
A0A091CPH3	KFO19095.1	Fukomys damarensis	885580	1114			502	1036	535	True	16	8	16
A0A091CVZ0	KFO22298.1	Fukomys damarensis	885580	1302			831	925	95	True	33	2	66
A0A091D5B9	KFO27294.1	Fukomys damarensis	885580	224			86	160	75	False	1	0	
A0A091D787	KFO26115.1	Fukomys damarensis	885580	1052			1	911	911	True	26	23	7
A0A091DA17	KFO28979.1	Fukomys damarensis	885580	1950			254	1040	787	True	37	17	9
A0A091DFQ1	KFO29313.1	Fukomys damarensis	885580	348			141	223	83	True	10	4	0
A0A091DG03	KFO29180.1	Fukomys damarensis	885580	1646			452	1604	1153	True	36	26	61
A0A091DJL6	KFO30683.1	Fukomys damarensis	885580	1828			1346	1463	118	True	38	3	30
A0A091DYK6	KFO27906.1	Fukomys damarensis	885580	697			602	654	53	True	11	2	15
A0A091EHS4	KFO56177.1	Corvus brachyrhynchos	85066	1172			703	803	101	True	32	3	1
A0A091EJ49	KFO57071.1	Corvus brachyrhynchos	85066	1409			211	1367	1157	True	29	25	15
A0A091ELB8	KFO57139.1	Corvus brachyrhynchos	85066	872			721	805	85	True	10	3	3
A0A091ENN9	KFO58671.1	Corvus brachyrhynchos	85066	727			631	683	53	True	11	2	46
A0A091EVH0	KFO60991.1	Corvus brachyrhynchos	85066	178			1	71	71	True	3	2	54
A0A091F116	KFO62249.1	Corvus brachyrhynchos	85066	735			632	714	83	True	18	3	0
A0A091F3P1	KFO63179.1	Corvus brachyrhynchos	85066	105			1	105	105	True	2	2	45
A0A091F7U7	KFO65326.1	Corvus brachyrhynchos	85066	1673			12	1638	1627	False	1	0	
A0A091FKC8	KFO70935.1	Cuculus canorus	55661	1034			140	916	777	True	20	15	34
A0A091FNE4	KFO71133.1	Cuculus canorus	55661	984			30	104	75	True	22	3	22
A0A091FPG2	KFO63180.1	Corvus brachyrhynchos	85066	650			454	575	122	True	12	2	54
A0A091G060	KFO75820.1	Cuculus canorus	55661	1774			17	1731	1715	True	4	4	459
A0A091GG66	KFO81350.1	Cuculus canorus	55661	105			1	105	105	True	2	2	17
A0A091GJL4	KFO81349.1	Cuculus canorus	55661	653			456	578	123	True	12	3	47
A0A091GP94	KFO84337.1	Buceros rhinoceros silvestris	175836	390			26	348	323	True	8	8	6
A0A091GRH1	KFO85769.1	Buceros rhinoceros silvestris	175836	153			1	71	71	True	2	1	
A0A091GTF2	KFO85797.1	Buceros rhinoceros silvestris	175836	695			631	683	53	True	10	1	
A0A091GW91	KFO78347.1	Cuculus canorus	55661	726			630	682	53	True	11	2	15
A0A091H0C2	KFO88252.1	Buceros rhinoceros silvestris	175836	1178			709	844	136	True	32	4	0
A0A091H3S2	KFO80962.1	Cuculus canorus	55661	885			748	818	71	True	11	1	
A0A091HE45	KFO93067.1	Buceros rhinoceros silvestris	175836	651			454	576	123	True	12	3	47
A0A091HE56	KFO92975.1	Buceros rhinoceros silvestris	175836	823			680	756	77	True	10	1	
A0A091HGL9	KFO94609.1	Buceros rhinoceros silvestris	175836	663			1	545	545	True	12	11	28
A0A091HKL1	KFO87883.1	Buceros rhinoceros silvestris	175836	1062			279	884	606	True	21	12	54
A0A091HS90	KFO99163.1	Calypte anna	9244	105			1	105	105	True	2	2	45
A0A091HV73	KFO99826.1	Calypte anna	9244	741			645	697	53	True	13	2	15
A0A091HY09	KFP01179.1	Calypte anna	9244	968			30	104	75	True	21	3	22
A0A091I0V6	KFO93068.1	Buceros rhinoceros silvestris	175836	104			1	104	104	True	2	2	16
A0A091I2G6	KFP01625.1	Calypte anna	9244	192			1	71	71	True	3	2	54
A0A091IDE1	KFP05483.1	Calypte anna	9244	1641			1	1608	1608	False	1	0	
A0A091IGS9	KFO98900.1	Calypte anna	9244	810			667	743	77	True	9	3	5
A0A091INS5	KFP09070.1	Egretta garzetta	188379	842			738	814	77	True	8	1	
A0A091IQM9	KFP10662.1	Egretta garzetta	188379	1475			300	1433	1134	True	30	23	48
A0A091J1A5	KFP05611.1	Calypte anna	9244	1177			707	807	101	True	32	4	20
A0A091J1D7	KFP13485.1	Egretta garzetta	188379	1036			148	918	771	True	20	16	26
A0A091J2S0	KFP15289.1	Egretta garzetta	188379	105			1	105	105	True	2	2	45
A0A091J6S0	KFP07431.1	Calypte anna	9244	1457			292	1416	1125	True	30	24	6
A0A091JA67	KFP16620.1	Egretta garzetta	188379	1667			7	1633	1627	True	1	1	
A0A091JRS0	KFP22668.1	Egretta garzetta	188379	883			288	805	518	True	10	8	2
A0A091JUM8	KFP15296.1	Egretta garzetta	188379	727			631	683	53	True	11	2	15
A0A091JX86	KFP29772.1	Colius striatus	57412	105			1	105	105	True	2	2	17
A0A091K081	KFP29771.1	Colius striatus	57412	650			453	575	123	True	12	3	47
A0A091K3Q6	KFP30838.1	Colius striatus	57412	1477			304	1436	1133	True	30	23	48
A0A091K443	KFP30933.1	Colius striatus	57412	178			1	71	71	True	3	2	54
A0A091K689	KFP31886.1	Colius striatus	57412	908			312	830	519	True	11	8	85
A0A091KBF2	KFP37874.1	Chlamydotis macqueenii	187382	105			1	105	105	True	2	2	17
A0A091KBZ5	KFP21306.1	Egretta garzetta	188379	179			1	71	71	True	3	2	54
A0A091KNQ2	KFP40915.1	Chlamydotis macqueenii	187382	190			1	71	71	True	4	2	44
A0A091KR74	KFP41998.1	Chlamydotis macqueenii	187382	877			734	810	77	True	9	3	5
A0A091LAX2	KFP52463.1	Cathartes aura	43455	645			581	633	53	True	8	1	
A0A091LBY5	KFP53874.1	Cathartes aura	43455	902			314	824	511	True	11	8	13
A0A091LF53	KFP53750.1	Cathartes aura	43455	786			11	92	82	True	16	3	21
A0A091LFR7	KFP54000.1	Cathartes aura	43455	1624			2	1590	1589	False	1	0	
A0A091LPJ3	KFP59048.1	Cathartes aura	43455	105			1	105	105	True	2	2	17
A0A091LUB2	KFP61879.1	Cariama cristata	54380	652			455	577	123	True	12	2	54
A0A091LWT5	KFP62809.1	Cariama cristata	54380	809			707	807	101	True	23	3	14
A0A091M012	KFP63934.1	Cariama cristata	54380	1654			1	1620	1620	True	1	1	
A0A091M1U9	KFP64617.1	Cariama cristata	54380	173			1	71	71	True	3	2	54
A0A091MEV5	KFP72544.1	Acanthisitta chloris	57068	1639			1	1606	1606	False	1	0	
A0A091MNX1	KFP76879.1	Acanthisitta chloris	57068	709			613	665	53	True	12	2	46
A0A091MR01	KFP78501.1	Acanthisitta chloris	57068	937			331	859	529	True	11	8	72
A0A091N7F0	KFP84947.1	Acanthisitta chloris	57068	166			1	71	71	True	4	2	20
A0A091N8X8	KFP86188.1	Acanthisitta chloris	57068	1040			145	923	779	True	21	16	28
A0A091NC59	KFP74782.1	Acanthisitta chloris	57068	863			720	796	77	True	10	1	
A0A091NEG7	KFP87462.1	Apaloderma vittatum	57397	1700			1	1667	1667	False	1	0	
A0A091NKX6	KFP90081.1	Apaloderma vittatum	57397	885			742	818	77	True	9	3	5
A0A091NLC9	KFP90176.1	Apaloderma vittatum	57397	653			456	578	123	True	12	3	46
A0A091NM95	KFP90177.1	Apaloderma vittatum	57397	105			1	105	105	True	2	2	17
A0A091NPU4	KFP91773.1	Apaloderma vittatum	57397	1177			709	808	100	True	32	4	17
A0A091NXK2	KFP97548.1	Haliaeetus albicilla	8969	1594			130	1560	1431	False	1	0	
A0A091P4Y2	KFQ03052.1	Leptosomus discolor	188344	152			1	72	72	True	2	2	55
A0A091P9T8	KFP88300.1	Apaloderma vittatum	57397	1032			138	914	777	True	19	15	36
A0A091PB48	KFQ04596.1	Haliaeetus albicilla	8969	883			285	805	521	True	11	9	56
A0A091PH29	KFP90800.1	Apaloderma vittatum	57397	994			28	109	82	True	21	3	22
A0A091PJ22	KFQ07228.1	Haliaeetus albicilla	8969	655			458	580	123	True	12	3	46
A0A091PJC9	KFQ08022.1	Haliaeetus albicilla	8969	337			1	295	295	True	7	7	39
A0A091PMS3	KFQ09217.1	Haliaeetus albicilla	8969	727			631	683	53	True	11	2	15
A0A091PPZ7	KFQ09665.1	Leptosomus discolor	188344	981			30	103	74	True	22	3	22
A0A091PSR3	KFQ10371.1	Haliaeetus albicilla	8969	851			411	511	101	True	21	3	1
A0A091PW61	KFQ11586.1	Leptosomus discolor	188344	105			1	105	105	True	2	2	17
A0A091QCH0	KFQ07229.1	Haliaeetus albicilla	8969	105			1	105	105	True	2	2	17
A0A091QWE4	KFQ13674.1	Leptosomus discolor	188344	1668			8	1634	1627	False	1	0	
A0A091R2B7	KFQ33915.1	Mesitornis unicolor	54374	1038			707	807	101	True	28	5	0
A0A091R3B4	KFQ33978.1	Merops nubicus	57421	1611			1	1577	1577	True	1	1	
A0A091R7X3	KFQ23375.1	Merops nubicus	57421	869			726	802	77	True	9	3	5
A0A091R998	KFQ24287.1	Merops nubicus	57421	799			204	721	518	True	10	9	66
A0A091RJJ0	KFQ39427.1	Mesitornis unicolor	54374	171			1	71	71	True	4	2	25
A0A091RT01	KFQ45583.1	Nestor notabilis	176057	1648			1	1614	1614	False	1	0	
A0A091RW16	KFQ46384.1	Nestor notabilis	176057	1027			141	909	769	True	20	15	60
A0A091RYM7	KFQ46916.1	Nestor notabilis	176057	196			1	71	71	True	4	2	50
A0A091RZS6	KFQ47306.1	Nestor notabilis	176057	869			285	791	507	True	10	8	65
A0A091S115	KFQ47964.1	Nestor notabilis	176057	1462			290	1420	1131	True	29	23	8
A0A091S2J9	KFQ50342.1	Nestor notabilis	176057	105			1	105	105	True	2	2	45
A0A091S4R4	KFQ50343.1	Nestor notabilis	176057	610			451	573	123	True	11	2	54
A0A091S5C7	KFQ52174.1	Nestor notabilis	176057	998			530	630	101	True	27	3	32
A0A091S8R6	KFQ53539.1	Nestor notabilis	176057	917			30	107	78	True	20	3	22
A0A091SEQ7	KFQ56848.1	Pelecanus crispus	36300	793			204	717	514	True	9	7	84
A0A091SL18	KFQ59068.1	Pelecanus crispus	36300	677			581	633	53	True	9	2	15
A0A091SL23	KFQ59073.1	Pelecanus crispus	36300	634			136	634	499	True	13	9	60
A0A091SLT5	KFQ58915.1	Pelecanus crispus	36300	1177			708	808	101	True	32	4	18
A0A091ST52	KFQ61518.1	Pelecanus crispus	36300	876			733	809	77	True	10	1	
A0A091ST75	KFQ61558.1	Pelecanus crispus	36300	170			1	71	71	True	4	2	24
A0A091SUZ8	KFQ62163.1	Pelecanus crispus	36300	992			30	107	78	True	21	3	22
A0A091SV86	KFQ62637.1	Pelecanus crispus	36300	654			457	579	123	True	12	3	46
A0A091SWC1	KFQ62638.1	Pelecanus crispus	36300	105			1	105	105	True	2	2	17
A0A091TAS9	KFQ70952.1	Phaethon lepturus	97097	972			28	111	84	True	21	3	22
A0A091TED0	KFQ72793.1	Phaethon lepturus	97097	677			581	633	53	True	9	1	
A0A091TF09	KFQ72285.1	Phaethon lepturus	97097	173			1	71	71	True	4	2	27
A0A091TF83	KFQ72380.1	Phaethon lepturus	97097	1630			1	1596	1596	False	1	0	
A0A091TFC8	KFQ72430.1	Phaethon lepturus	97097	1020			142	902	761	True	20	15	60
A0A091TJQ6	KFQ75476.1	Phaethon lepturus	97097	615			457	579	123	True	11	3	7
A0A091TSP9	KFQ80769.1	Phaethon lepturus	97097	1177			708	808	101	True	32	3	1
A0A091U6K7	KFQ69703.1	Phaethon lepturus	97097	817			674	750	77	True	9	3	5
A0A091VXY8	KFR08044.1	Nipponia nippon	128390	727			631	683	53	True	11	2	15
A0A091W574	KFR09958.1	Opisthocomus hoazin	30419	727			631	683	53	True	11	2	15
A0A091WG73	KFR14692.1	Opisthocomus hoazin	30419	165			1	71	71	True	3	2	54
A0A091WQU0	KFR17465.1	Opisthocomus hoazin	30419	1470			294	1428	1135	True	30	23	48
A0A091XBJ2	KFR10716.1	Opisthocomus hoazin	30419	1023			139	904	766	True	20	15	60
A0A091XVA5	KFR16821.1	Opisthocomus hoazin	30419	1176			707	807	101	True	32	4	19
A0A093BLW4	KFV04765.1	Pterocles gutturalis	240206	653			456	578	123	True	12	3	46
A0A093C6W6	KFV08032.1	Tauraco erythrolophus	121530	417			49	375	327	True	9	8	46
A0A093CID9	KFV12769.1	Pterocles gutturalis	240206	1175			706	806	101	True	32	3	1
A0A093CKV6	KFV12962.1	Pterocles gutturalis	240206	831			1	713	713	True	15	14	49
A0A093CSF3	KFV15212.1	Tauraco erythrolophus	121530	177			1	71	71	True	3	2	54
A0A093CVR9	KFV19975.1	Tauraco erythrolophus	121530	653			457	578	122	True	12	2	54
A0A093D4G5	KFV19974.1	Tauraco erythrolophus	121530	105			1	105	105	True	2	2	45
A0A093E5F8	KFV09676.1	Tauraco erythrolophus	121530	1615			1	1581	1581	True	1	1	
A0A093EHV3	KFV43360.1	Tyto alba	56313	1292			308	1183	876	True	26	19	35
A0A093EJ40	KFV42003.1	Tyto alba	56313	652			455	577	123	True	12	3	46
A0A093EPW5	KFV42004.1	Tyto alba	56313	105			1	105	105	True	2	2	17
A0A093EST8	KFV47240.1	Tyto alba	56313	1031			143	913	771	True	20	16	31
A0A093EYP4	KFV49315.1	Gavia stellata	37040	1023			135	905	771	True	21	16	60
A0A093F230	KFV50550.1	Tyto alba	56313	177			1	71	71	True	3	2	54
A0A093F2A8	KFV48376.1	Gavia stellata	37040	880			411	511	101	True	22	3	57
A0A093F8I5	KFV52840.1	Gavia stellata	37040	105			1	105	105	True	2	2	45
A0A093FEV8	KFV52764.1	Tyto alba	56313	802			205	724	520	True	10	8	85
A0A093FEZ7	KFV52841.1	Gavia stellata	37040	654			457	579	123	True	12	2	54
A0A093FFS0	KFV56557.1	Tyto alba	56313	1565			104	1531	1428	False	1	0	
A0A093G590	KFV61982.1	Dryobates pubescens	118200	1118			704	804	101	True	30	3	39
A0A093GAS6	KFV67295.1	Dryobates pubescens	118200	727			631	683	53	True	11	2	15
A0A093GC02	KFV64407.1	Dryobates pubescens	118200	268			176	268	93	True	4	2	23
A0A093GFP2	KFV69070.1	Dryobates pubescens	118200	105			1	105	105	True	2	2	17
A0A093GQF6	KFV72543.1	Struthio camelus australis	441894	361			189	280	92	True	6	3	22
A0A093GQK0	KFV69069.1	Dryobates pubescens	118200	654			457	579	123	True	12	3	47
A0A093GW27	KFV71267.1	Dryobates pubescens	118200	852			664	746	83	True	21	3	6
A0A093GWN7	KFV74713.1	Dryobates pubescens	118200	1037			142	918	777	True	20	15	60
A0A093H2B7	KFV75786.1	Dryobates pubescens	118200	869			726	802	77	True	9	3	5
A0A093H7N2	KFV75390.1	Dryobates pubescens	118200	949			30	111	82	True	20	3	22
A0A093H7W6	KFV75490.1	Struthio camelus australis	441894	887			742	818	77	True	10	1	
A0A093H8U3	KFV78111.1	Struthio camelus australis	441894	1032			146	915	770	True	20	15	27
A0A093HG71	KFV81638.1	Struthio camelus australis	441894	1176			707	807	101	True	32	3	1
A0A093HJV5	KFV54868.1	Gavia stellata	37040	677			581	633	53	True	9	1	
A0A093HLW7	KFV82731.1	Struthio camelus australis	441894	1094			486	1016	531	True	16	8	29
A0A093HN02	KFV83126.1	Struthio camelus australis	441894	105			1	105	105	True	2	2	45
A0A093HVU9	KFV83127.1	Struthio camelus australis	441894	656			459	581	123	True	12	2	54
A0A093I270	KFV85890.1	Struthio camelus australis	441894	1468			292	1426	1135	True	30	24	7
A0A093IMK2	KFW03935.1	Fulmarus glacialis	30455	195			1	71	71	True	3	2	54
A0A093IT83	KFV69891.1	Dryobates pubescens	118200	150			1	71	71	True	2	1	
A0A093IWA9	KFV70976.1	Dryobates pubescens	118200	1717			1	1683	1683	False	1	0	
A0A093IWX5	KFV71181.1	Dryobates pubescens	118200	1681			16	1642	1627	True	3	3	272
A0A093IZ72	KFW06968.1	Eurypyga helias	54383	439			242	364	123	True	8	2	54
A0A093J298	KFW09105.1	Eurypyga helias	54383	105			1	105	105	True	2	2	17
A0A093J2F0	KFW08073.1	Fulmarus glacialis	30455	652			455	577	123	True	12	2	54
A0A093JE67	KFW12248.1	Fulmarus glacialis	30455	1465			286	1423	1138	True	29	23	48
A0A093JFD2	KFW09689.1	Eurypyga helias	54383	969			288	891	604	True	20	13	25
A0A093JMI3	KFV79949.1	Struthio camelus australis	441894	727			631	683	53	True	11	2	15
A0A093KUL9	KFW01101.1	Eurypyga helias	54383	417			49	375	327	True	9	8	46
A0A093KW88	KFW01626.1	Fulmarus glacialis	30455	86			1	86	86	False	1	0	
A0A093NI55	KFW64518.1	Pygoscelis adeliae	9238	105			1	105	105	True	2	2	17
A0A093NJ16	KFW64818.1	Pygoscelis adeliae	9238	173			1	71	71	True	4	2	27
A0A093NMK2	KFW63195.1	Pygoscelis adeliae	9238	1463			288	1421	1134	True	29	23	11
A0A093NMV5	KFW61502.1	Pygoscelis adeliae	9238	1177			708	808	101	True	32	4	18
A0A093NWL6	KFW64517.1	Pygoscelis adeliae	9238	654			457	579	123	True	12	3	46
A0A093P2J1	KFW66497.1	Pygoscelis adeliae	9238	727			631	683	53	True	11	2	15
A0A093P890	KFW68477.1	Pygoscelis adeliae	9238	1041			145	923	779	True	20	16	29
A0A093PKB0	KFW76871.1	Manacus vitellinus	328815	727			631	683	53	True	11	2	46
A0A093PPZ9	KFW76330.1	Manacus vitellinus	328815	196			1	71	71	True	4	2	50
A0A093PSZ0	KFW77335.1	Manacus vitellinus	328815	1086			616	716	101	True	29	3	1
A0A093PXJ2	KFW78945.1	Manacus vitellinus	328815	1569			112	1536	1425	False	1	0	
A0A093Q028	KFW82011.1	Phalacrocorax carbo	9209	688			631	683	53	True	10	1	
A0A093Q893	KFW80422.1	Manacus vitellinus	328815	1083			485	1005	521	True	16	9	72
A0A093QFX0	KFW82987.1	Manacus vitellinus	328815	729			87	611	525	True	14	11	34
A0A093QNQ8	KFW85597.1	Manacus vitellinus	328815	824			681	757	77	True	10	1	
A0A093QST1	KFW91591.1	Phalacrocorax carbo	9209	166			1	71	71	True	4	2	20
A0A093R197	KFW94551.1	Phalacrocorax carbo	9209	653			456	578	123	True	12	3	46
A0A093R3L4	KFW93235.1	Phalacrocorax carbo	9209	988			30	109	80	True	21	3	22
A0A093RBB5	KFW68284.1	Pygoscelis adeliae	9238	984			28	102	75	True	21	3	35
A0A093REW1	KFW94552.1	Phalacrocorax carbo	9209	105			1	105	105	True	2	2	17
A0A093TK40	KFW94604.1	Phalacrocorax carbo	9209	1654			1	1620	1620	False	1	0	
A0A094K4Y3	KFZ52987.1	Antrostomus carolinensis	279965	105			1	105	105	True	2	2	17
A0A094K8J0	KFZ53775.1	Antrostomus carolinensis	279965	196			1	71	71	True	4	2	50
A0A094KAH1	KFZ52986.1	Antrostomus carolinensis	279965	647			450	572	123	True	12	3	50
A0A094KCS9	KFZ54349.1	Antrostomus carolinensis	279965	1027			148	910	763	True	21	16	60
A0A094KM29	KFZ58487.1	Podiceps cristatus	345573	163			1	71	71	True	4	2	17
A0A094KR35	KFZ59822.1	Antrostomus carolinensis	279965	1611			1	1577	1577	True	1	1	
A0A094KWZ2	KFZ61777.1	Podiceps cristatus	345573	1636			1	1602	1602	True	1	1	
A0A094KX33	KFZ63678.1	Antrostomus carolinensis	279965	880			737	813	77	True	10	1	
A0A094L9Q7	KFZ68068.1	Podiceps cristatus	345573	811			204	733	530	True	10	9	72
A0A094LFS2	KFZ68272.1	Podiceps cristatus	345573	654			457	579	123	True	12	2	54
A0A094LK03	KFZ64199.1	Podiceps cristatus	345573	695			631	683	53	True	10	1	
A0A094LVT7	KFZ67614.1	Podiceps cristatus	345573	1026			138	908	771	True	21	16	60
A0A095A041	KGB38799.1	Schistosoma haematobium	6185	718			483	588	106	True	10	3	34
A0A095ALD8	KGB34931.1	Schistosoma haematobium	6185	656			280	399	120	True	5	2	104
A0A095BZU6	KGB74305.1	Cryptococcus deuterogattii (strain R265)	294750	945			711	833	123	True	18	3	25
A0A096PAL0	CEG01763.1	Ostreococcus tauri	70448	915			681	797	117	True	2	1	
A0A096S9C5	AQK71338.1	Zea mays	4577	901			743	857	115	True	15	5	11
A0A099P8S8	KGK40654.1	Pichia kudriavzevii	4909	860			623	741	119	False	1	0	
A0A099YWQ3	KGL73378.1	Tinamus guttatus	94827	879			410	510	101	True	22	3	58
A0A099Z2T8	KGL76799.1	Tinamus guttatus	94827	647			451	572	122	True	12	3	45
A0A099Z715	KGL77541.1	Tinamus guttatus	94827	1565			101	1532	1432	False	1	0	
A0A099Z7L8	KGL76800.1	Tinamus guttatus	94827	105			1	105	105	True	2	2	17
A0A099Z886	KGL76965.1	Tinamus guttatus	94827	1023			140	905	766	True	20	15	60
A0A099Z8Q5	KGL78126.1	Tinamus guttatus	94827	198			1	73	73	True	4	2	50
A0A099Z9I6	KGL77693.1	Tinamus guttatus	94827	725			629	681	53	True	11	2	46
A0A099ZTT8	KGL85182.1	Tinamus guttatus	94827	1031			483	953	471	True	15	9	81
A0A099ZXI0	KGL86546.1	Charadrius vociferus	50402	1669			4	1635	1632	False	1	0	
A0A0A0A462	KGL88747.1	Charadrius vociferus	50402	984			30	104	75	True	21	3	43
A0A0A0A767	KGL90419.1	Charadrius vociferus	50402	884			741	817	77	True	9	3	5
A0A0A0A8K1	KGL90371.1	Charadrius vociferus	50402	105			1	105	105	True	2	2	17
A0A0A0A905	KGL90521.1	Charadrius vociferus	50402	1030			145	912	768	True	20	15	60
A0A0A0ABL1	KGL90370.1	Charadrius vociferus	50402	654			457	579	123	True	12	3	46
A0A0A0ALD9	KGL93835.1	Charadrius vociferus	50402	726			630	682	53	True	11	2	46
A0A0A0AW99	KGL97788.1	Charadrius vociferus	50402	1459			282	1417	1136	True	31	25	17
A0A0A0AYG4	KGL99579.1	Charadrius vociferus	50402	196			1	71	71	True	4	2	50
A0A0A0LRJ8	KGN63427.1	Cucumis sativus	3659	988			745	860	116	True	16	3	23
A0A0A1P3Q5	ORE17691.1	Rhizopus microsporus	58291	882			649	765	117	True	4	1	
A0A0A1TDJ3	CEJ86687.1	[Torrubiella] hemipterigena	1531966	882			644	767	124	False	1	0	
A0A0A1U6T7	ELP90112.1	Entamoeba invadens IP1	370355	894			670	765	96	False	1	0	
A0A0A1U722	ELP90120.1	Entamoeba invadens IP1	370355	419			180	268	89	False	1	0	
A0A0A1UA68	ELP90056.1	Entamoeba invadens IP1	370355	972			733	821	89	False	1	0	
A0A0A1UW54	EXV02139.1	Metarhizium robertsii	568076	885			646	769	124	False	1	0	
A0A0A1WHT3	JAC98416.1	Zeugodacus cucurbitae	28588	1450	spn-E_1		905	1027	123	False	1	0	
A0A0A1WI82	JAC98586.1	Zeugodacus cucurbitae	28588	2307	RHL_1		9	1928	1920	False	1	0	
A0A0A1WIC5	JAC98778.1	Zeugodacus cucurbitae	28588	928	SND1		725	806	82	False	1	0	
A0A0A1WJ34	JAC98831.1	Zeugodacus cucurbitae	28588	2070	RNF17_0		552	1957	1406	False	1	0	
A0A0A1WPZ7	JAD00907.1	Zeugodacus cucurbitae	28588	776	tdrd1		402	709	308	False	1	0	
A0A0A1WTG4	JAD02334.1	Zeugodacus cucurbitae	28588	666	TDRD1_0		260	604	345	False	1	0	
A0A0A1WUC7	JAD02226.1	Zeugodacus cucurbitae	28588	1760	RHL_0		9	1568	1560	False	1	0	
A0A0A1X2D7	JAD04910.1	Zeugodacus cucurbitae	28588	652	tud_0		214	512	299	False	1	0	
A0A0A1X2F8	JAD05076.1	Zeugodacus cucurbitae	28588	546	RNF17_1		164	481	318	False	1	0	
A0A0A1X6X8	JAD06500.1	Zeugodacus cucurbitae	28588	969	tdrd7b_1		311	890	580	False	1	0	
A0A0A1XAL4	JAD08304.1	Zeugodacus cucurbitae	28588	1824	tud_1		227	1729	1503	False	1	0	
A0A0A1XE39	JAD09227.1	Zeugodacus cucurbitae	28588	683	TDRD1_1		195	602	408	False	1	0	
A0A0A1XLB0	JAD11771.1	Zeugodacus cucurbitae	28588	641			9	122	114	False	1	0	
A0A0A1XP89	JAD07639.1	Zeugodacus cucurbitae	28588	662	Tdrd1_0		215	594	380	False	1	0	
A0A0A1XR35	JAD13422.1	Zeugodacus cucurbitae	28588	541	TDRKH		236	338	103	False	1	0	
A0A0A2J6J9	KGO50303.1	Penicillium expansum	27334	1044			810	934	125	True	7	5	32
A0A0A2L571	KGO74343.1	Penicillium italicum	40296	1044			810	934	125	True	7	1	
A0A0A2VQQ5	KGQ09958.1	Beauveria bassiana D1-5	1245745	884			645	768	124	False	1	0	
A0A0A9CVF7	JAD78418.1	Arundo donax	35708	139			1	59	59	False	1	0	
A0A0A9VVK4	JAF99223.1	Lygus hesperus	30085	565	TDRD7_19		1	494	494	False	1	0	
A0A0A9W0F8	JAF98354.1	Lygus hesperus	30085	591	tud_4		287	334	48	False	1	0	
A0A0A9W3F7	JAG02354.1	Lygus hesperus	30085	1723	RNF17_1		505	1658	1154	False	1	0	
A0A0A9W911	JAG04937.1	Lygus hesperus	30085	393	tdrd1_5		191	323	133	False	1	0	
A0A0A9W9G3	JAG04449.1	Lygus hesperus	30085	712	TDRD3		590	640	51	False	1	0	
A0A0A9WB06	JAG04586.1	Lygus hesperus	30085	465	tdrd1_0		316	431	116	False	1	0	
A0A0A9WBW5	JAG02355.1	Lygus hesperus	30085	1707	RNF17_0		489	1642	1154	False	1	0	
